Date,Close_XLI,High_XLI,Low_XLI,Open_XLI,Volume_XLI
2015-01-02,46.49997329711914,46.85380453587902,46.096772301584046,46.787977147187966,10982800
2015-01-05,45.41379928588867,46.29426227892801,45.31505662340021,46.11323458752794,15144700
2015-01-06,44.854251861572266,45.5125446423188,44.56625112422511,45.463171742071026,19209800
2015-01-07,45.19162368774414,45.38911214184667,44.96945349296597,45.2739118515254,11770300
2015-01-08,46.09675598144531,46.12144085109347,45.496066754560964,45.594809372124786,11419800
2015-01-09,45.603050231933594,46.20374277714514,45.52899560087776,46.15436988413576,10168200
2015-01-12,45.29036331176758,45.677106642427454,45.08464763880966,45.63596413563028,11229500
2015-01-13,45.19984817504883,46.02271087164324,44.77195919614309,45.66887966098988,17530900
2015-01-14,44.9529914855957,45.01881887124221,44.418129459471515,44.64853001769256,19597500
2015-01-15,44.739044189453125,45.29859107743844,44.70613206702088,45.13401790938886,15614500
2015-01-16,45.03526306152344,45.06817831400915,44.34405845417968,44.566231700001374,16371500
2015-01-20,45.35618591308594,45.454931685755156,44.87069685052999,45.33972828430773,11072100
2015-01-21,45.72648239135742,45.82522504163534,45.191620352655164,45.22453561573856,8943500
2015-01-22,46.458831787109375,46.55757758073052,45.742942047704204,45.948657742623006,10950900
2015-01-23,46.07208251953125,46.40122570589896,46.03093687463479,46.129682655619895,10148500
2015-01-26,46.12968444824219,46.21196946328875,45.75116521770048,45.98156890998067,6037000
2015-01-27,45.5207633972168,45.78407920480234,45.15047456187086,45.26567483531803,12118500
2015-01-28,45.12578582763672,45.92396356680891,45.068185695837876,45.87459067999343,14674000
2015-01-29,45.644195556640625,45.72648057210309,44.87070259981601,45.175164062765845,14215100
2015-01-30,44.90361785888672,45.45493750716291,44.86247535115796,45.14224879827451,14650000
2015-02-02,45.57012176513672,45.619491501467444,44.60737110006422,45.01880231066574,19465900
2015-02-03,46.31071472167969,46.34362998514402,45.80054069387172,45.87459846718031,18896200
2015-02-04,45.95686721801758,46.25309820638543,45.816982106272306,46.170813215825994,10600100
2015-02-05,46.35185241699219,46.409452548685024,45.981563613986964,46.10499112234086,9193900
2015-02-06,46.244876861572266,46.63985051678559,46.13790384902337,46.392992374648706,6192200
2015-02-09,46.12145233154297,46.33539838498598,45.98156718342192,45.989794429028805,7112100
2015-02-10,46.376548767089844,46.45883379302116,45.989802239473114,46.36831838111319,9000400
2015-02-11,46.39299011230469,46.56579048947677,46.19550172484271,46.2860171049723,7058100
2015-02-12,46.82910919189453,46.870251693003254,46.49996290508147,46.54933578979492,6249100
2015-02-13,47.04306411743164,47.13357952641299,46.78797866190867,46.90317895007677,5922400
2015-02-17,47.108890533447266,47.19940593452437,46.88671722325042,46.93609011628488,4174400
2015-02-18,47.3722038269043,47.405119087173,47.067745516848795,47.150030528548555,5806400
2015-02-19,47.454490661621094,47.56969407698721,47.22409010883308,47.22409010883308,5458000
2015-02-20,47.85769271850586,47.90706560869127,47.084202939432934,47.363976372539646,8557400
2015-02-23,47.65196990966797,47.81654304664972,47.56968491066284,47.8083126633663,6238300
2015-02-24,47.84123611450195,47.89060900574627,47.536777799258765,47.643750827468764,4989300
2015-02-25,47.74249267578125,47.91529308380012,47.67666215521864,47.800092811787536,4574100
2015-02-26,47.5285530090332,47.78364160202997,47.421583107204086,47.70135657924258,6443100
2015-02-27,47.30638885498047,47.59438961045138,47.30638885498047,47.48741655600241,7201500
2015-03-02,47.74249267578125,47.75071992136558,47.30637646345591,47.41334635091217,8560200
2015-03-03,47.43803787231445,47.635523170656775,47.24877668119241,47.635523170656775,7716000
2015-03-04,47.067745208740234,47.281688121142324,46.853799157366176,47.22408798553514,6262400
2015-03-05,47.10067367553711,47.15004344048798,46.92787008129053,47.10067367553711,4991000
2015-03-06,46.458831787109375,46.96077858494684,46.4012316436499,46.59048970629851,8247200
2015-03-09,46.89494705200195,46.97723206711122,46.458827682800916,46.458827682800916,6107000
2015-03-10,46.030941009521484,46.56580305150132,46.030941009521484,46.56580305150132,10087800
2015-03-11,45.98157501220703,46.211975596091634,45.94865974623137,46.129690570125,9394700
2015-03-12,46.57402038574219,46.6151660255779,46.06384646928984,46.072076852845626,8721200
2015-03-13,46.146141052246094,46.532884381126046,45.8745948584848,46.491741874518226,11110500
2015-03-16,46.911399841308594,46.93608785612308,46.3353984785041,46.3353984785041,11142300
2015-03-17,46.72214126586914,46.85379916713757,46.557571243512584,46.66454113024996,8362100
2015-03-18,47.27345275878906,47.4215682646253,46.28601709953797,46.51641760240703,20049500
2015-03-19,46.95254135131836,47.19116912104814,46.77973781872349,47.174714631250275,10568600
2015-03-20,47.217899322509766,47.374963683803784,47.07737137124277,47.168302706013776,10878000
2015-03-23,46.821102142333984,47.300557037588014,46.821102142333984,47.300557037588014,7219200
2015-03-24,46.6640510559082,46.92030865920168,46.58138476984871,46.72191587945166,12607400
2015-03-25,45.87047576904297,46.78804793661661,45.87047576904297,46.78804793661661,9037300
2015-03-26,45.74646759033203,45.9117969794651,45.42407701589025,45.64727121821052,10124000
2015-03-27,45.920066833496094,45.98619985742569,45.63074273729449,45.67207430055242,4969400
2015-03-30,46.564849853515625,46.697112744144945,46.052328393105455,46.126726466171704,5838000
2015-03-31,46.101924896240234,47.03603326897322,46.077126591438876,46.20938947270582,6532200
2015-04-01,45.79606246948242,45.99445519256922,45.52326853349373,45.99445519256922,8788900
2015-04-02,45.82086944580078,46.09366028003563,45.672073298619566,45.68033834973138,6565700
2015-04-06,46.16804504394531,46.341642601208065,45.48193247720405,45.49019752593315,8204900
2015-04-07,46.06059265136719,46.40778152700063,46.06059265136719,46.19285553066504,5257200
2015-04-08,46.21765899658203,46.27552381564982,45.953133208444676,46.04406453937867,6526800
2015-04-09,46.44083786010742,46.52350095903389,45.99444955775626,46.0440493091492,8191200
2015-04-10,47.093902587890625,47.16830066280815,46.73017726456222,46.8128435441351,9486400
2015-04-13,46.647518157958984,47.11043990326826,46.62271984864834,46.96164374061158,6388700
2015-04-14,46.70536804199219,46.738434546093444,46.20938309405485,46.465640617351134,5845700
2015-04-15,46.78803634643555,46.97816718944134,46.721906484282194,46.721906484282194,7345400
