Date,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY
2015-05-29,176.63427734375,177.7134524528389,176.3665802356876,177.67163395462651,124919600
2015-06-01,176.99404907226562,177.6382021589652,176.19929319303145,177.30357751042288,93338800
2015-06-02,176.81829833984375,177.51265635915792,175.90643565482327,176.5338662158184,91531000
2015-06-03,177.28683471679688,177.91426547928486,176.79325891393307,177.35376219660898,87820900
2015-06-04,175.7893524169922,177.23662230497345,175.47145011502366,176.5757342596869,151882800
2015-06-05,175.48814392089844,176.1657668662336,174.82724326586523,175.63872112425867,121704700
2015-06-08,174.40896606445312,175.52998506810235,174.33367745853045,175.3793950911492,89063300
2015-06-09,174.38389587402344,174.92767678316162,173.74810405399373,174.38389587402344,105034700
2015-06-10,176.4752960205078,176.86012570609938,175.09495392272834,175.1535074692772,134551300
2015-06-11,177.04417419433594,177.42899111737034,176.6844407070397,176.91868042500167,73876400
2015-06-12,175.68893432617188,176.91869935964078,175.41286332221878,176.2159801305467,135382400
2015-06-15,174.93603515625,175.2204673266131,173.83175106174454,174.5428442527618,124384200
2015-06-16,175.88970947265625,175.97337199105272,174.60975208486053,174.78542550234178,85308200
2015-06-17,176.17416381835938,176.78487219639754,175.14518109093834,176.17416381835938,126708600
2015-06-18,178.00624084472656,178.47472031112082,176.20761158658254,176.77647586288757,165867900
2015-06-19,177.2160186767578,177.83809935991428,176.83773174298938,177.76244453860045,130478700
2015-06-22,178.12393188476562,178.7123797071612,177.91377103196717,178.14074834460564,70696000
2015-06-23,178.25003051757812,178.58629559205673,177.85493989926744,178.33409999299803,68476800
2015-06-24,176.95547485351562,178.35934810287532,176.9302565721118,177.98106105461486,92307300
2015-06-25,176.41741943359375,177.58591321336527,176.3417646082675,177.45982183782158,97107400
2015-06-26,176.38381958007812,177.02270400146918,175.8289918096272,176.7789102111795,104174800
2015-06-29,172.68495178222656,176.3921919562065,172.6092969608472,174.89584785088476,202621300
2015-06-30,173.04644775390625,174.28219456903466,172.5672748623584,174.23174519055576,182925100
2015-07-01,174.43348693847656,174.87902686689048,173.64328017421067,174.62683130828665,135979900
2015-07-02,174.2737274169922,175.08075047589548,173.85340584671255,174.91262441322291,104373700
2015-07-06,173.77780151367188,174.55959370439723,172.77743383351356,172.97919286363629,117975400
2015-07-07,174.8706817626953,174.9967731692896,171.58376227397082,173.97960161688732,173820200
2015-07-08,171.93673706054688,173.8113676347433,171.70135801209153,173.5255520512184,164020100
2015-07-09,172.24778747558594,174.3073735884216,172.13851258149234,174.04676342017416,144113100
2015-07-10,174.41665649414062,174.83697811570838,172.2898301151836,174.2569322255932,129456900
2015-07-13,176.3417510986328,176.45102600666576,175.6440156106116,175.6860503416392,106069400
2015-07-14,177.1067352294922,177.41778199220542,176.2408736031708,176.29972479486236,81709600
2015-07-15,177.04794311523438,177.61117276890218,176.5687701223989,177.1488162391143,97914100
2015-07-16,178.46856689453125,178.46856689453125,177.86330272037165,178.10708362212011,106683300
2015-07-17,178.6199188232422,178.67877002251,178.0482874273898,178.46019451345953,89030000
2015-07-20,178.71240234375,179.20837894064906,178.39296652953138,178.84690838510633,70446800
2015-07-21,178.0062255859375,178.8384671025726,177.70359347327013,178.57785689475404,77965000
2015-07-22,177.6868133544922,178.02307845244874,177.2833080641462,177.31692816034092,88667900
2015-07-23,176.68638610839844,177.9221326699735,176.32491568026845,177.82125958811352,90509100
2015-07-24,174.85385131835938,176.84617234646487,174.51759904285873,176.7873339704932,117755000
2015-07-27,173.83663940429688,174.4755365843354,173.39109943779636,173.96274360797818,132361100
2015-07-28,175.97186279296875,176.11477061410775,173.84503627903158,174.6772649331469,123544800
2015-07-29,177.18243408203125,177.40939859144004,175.9550889280942,176.0979967838263,105791300
2015-07-30,177.22447204589844,177.39259818351167,176.0475634282017,176.66964424729292,91304400
2015-07-31,176.95547485351562,177.7540836947773,176.66965911280354,177.72886541337348,103266900
2015-08-03,176.35861206054688,176.980692931266,175.40027888669496,176.92185455045916,113965700
2015-08-04,176.0139617919922,176.74531762227582,175.52638696273527,176.2829610749457,81820800
2015-08-05,176.5939483642578,177.63633787150167,176.30811988682728,176.91338410331684,85786800
2015-08-06,175.1480712890625,176.88819659370753,174.55961060104406,176.77890883841243,116030800
2015-08-07,174.81178283691406,175.1396332317699,173.90388647565183,174.98832358515932,117858000
2015-08-10,177.01429748535156,177.09835413406026,175.92986025124037,175.92986025124037,80270700
2015-08-11,175.4170379638672,176.08955517732778,174.65204947321575,175.66923352231478,126081400
2015-08-12,175.627197265625,175.81213981839997,172.63450916028293,174.1056349400482,172123700
2015-08-13,175.40867614746094,176.1568483509038,174.8622501750217,175.46751452243637,89383300
2015-08-14,176.04754638671875,176.12320121724096,175.07239692487406,175.21530476937184,72786500
2015-08-17,177.0310821533203,177.0310821533203,174.9883249450056,175.45068135857468,79072600
2015-08-18,176.51824951171875,177.10669716616857,176.28287044993883,176.75362857349867,71692700
2015-08-19,175.1228485107422,176.5435251570614,174.3074233434223,175.77013472740563,172946000
2015-08-20,171.4660186767578,175.09759114202888,171.40716748741545,173.60124706148306,194327900
2015-08-21,166.30445861816406,171.44078947928858,166.04386125842225,169.58296222007408,346588500
2015-08-24,159.30194091796875,166.01027235814854,153.33336702446235,157.61225212549687,507244300
2015-08-25,157.42724609375,164.30370089503106,157.13301586074215,164.2868844404372,369833100
2015-08-26,163.4715118408203,163.74891285898858,158.35198407950423,161.47077655876117,339257000
2015-08-27,167.5150146484375,167.6411060281135,164.10200448173654,165.62356699009533,274143900
2015-08-28,167.52342224121094,167.9941805111678,166.3801466596582,166.8677213898852,160414400
2015-08-31,166.16995239257812,167.39729720151973,165.61512476002102,166.53983748094953,163298800
2015-09-01,161.210205078125,163.73213553888283,160.33592866849605,162.34506608914504,256000400
2015-09-02,164.27015686035156,164.31219160269748,161.75662806361365,163.60604128201234,160269300
2015-09-03,164.38778686523438,166.4893949488421,163.89181043603043,164.98463637774822,152087800
2015-09-04,161.89947509765625,162.96709558154924,161.07564833145102,162.11805054485185,207081000
2015-09-08,165.96824645996094,166.11956896595208,164.0683966943548,164.71569580597907,116025700
2015-09-09,163.74887084960938,167.68308739700353,163.37899864454167,167.5569960574573,149347700
2015-09-10,164.63995361328125,165.79163053702337,163.29491954407348,163.55551684852355,158611100
2015-09-11,165.38819885253906,165.4554518685684,163.53037116293268,164.24492323444312,119691200
2015-09-14,164.7745361328125,165.6151796752369,164.28696133894206,165.56474311504383,79452000
2015-09-15,166.83409118652344,167.27963115267613,164.73248273214276,165.27889579940174,113806200
2015-09-16,168.2799530029297,168.47331017839997,166.79202374459055,167.1366905420489,99581600
2015-09-17,167.9016876220703,170.55812360619692,167.52340069145967,168.14548136942324,276046600
2015-09-18,165.15792846679688,167.88731916337602,164.74387999740873,165.377640285381,223657500
2015-09-21,166.01144409179688,167.042349234766,164.9551766682852,165.99454020273166,105726200
2015-09-22,163.85667419433594,164.32143449115284,162.7159000925027,163.83132480486327,153890900
2015-09-23,163.5946044921875,164.4987621535264,163.0115431650089,164.0255566978109,92790600
2015-09-24,163.00314331054688,163.4679034406847,161.02581427747273,162.36938301323698,159378800
2015-09-25,162.9608917236328,164.7776659599966,162.0820702846037,164.47346052246886,155054800
2015-09-28,158.8710479736328,162.16660969752044,158.55839697778075,162.05675377189112,178515900
2015-09-29,158.9639892578125,160.33292035864451,157.95842078969386,159.0907490620141,159045600
2015-09-30,161.9299774169922,162.0989775760859,160.07939537428476,160.86525191631907,163452000
2015-10-01,162.3524932861328,162.65669874696522,160.40051361824428,162.3102400205393,131079000
2015-10-02,164.7776641845703,164.80301356293404,159.80897972311539,160.35824634006175,211003300
2015-10-05,167.70985412597656,167.93801141357318,165.90152549565366,166.01138139225287,126320800
2015-10-06,167.13525390625,168.14082227140872,166.46769875713267,167.5746646401609,110274500
2015-10-07,168.5041961669922,168.85910039722157,166.87331291320245,168.07323089937415,124307300
2015-10-08,170.02525329589844,170.31255492872296,167.81130809959026,168.1155136207836,153055200
2015-10-09,170.12667846679688,170.60832976547096,169.49291793587923,170.16893174763626,107069200
2015-10-12,170.2871551513672,170.48995017622525,169.77169630671114,170.2026486284196,56395600
2015-10-13,169.21400451660156,170.82798388392692,169.04500434430113,169.55200486120242,88038700
2015-10-14,168.40277099609375,169.73789416079018,168.10702394375383,169.1548326572452,99106200
2015-10-15,170.98854064941406,170.99698614527193,168.69854767102385,169.0703557909591,134142200
2015-10-16,171.76588439941406,171.7827753845051,170.62511110556324,171.39407642530324,114580100
2015-10-19,171.8504180908203,171.8504180908203,170.80260943997638,171.11526035754952,76523900
2015-10-20,171.6307373046875,172.24759371042973,171.15753168417916,171.41103837913323,78448500
2015-10-21,170.5659942626953,172.20530975763907,170.39698123358764,172.05321350410273,102038000
2015-10-22,173.44754028320312,173.65879374822921,170.56605281960265,171.52090971367645,174911700
2015-10-23,175.34884643554688,175.72065464995492,174.3263867398148,175.1291474424376,144442300
2015-10-26,174.9178466796875,175.23049764191182,174.5460385657523,175.17135338408755,69033000
2015-10-27,174.5798797607422,174.91788016873,173.89540765964992,174.2418664588653,77905800
2015-10-28,176.56561279296875,176.59096217285366,174.25028347090608,174.91783863101895,135906700
2015-10-29,176.46424865722656,176.83605682439267,175.9403441819771,176.05864560844918,90525500
2015-10-30,175.70372009277344,176.97969923259106,175.54317829538186,176.65858985003226,131076900
2015-11-02,177.78245544433594,177.97680501086583,175.90652374962136,176.03328355779195,86270800
2015-11-03,178.29788208007812,178.85559418964777,177.1993617444096,177.42751904266723,95246100
2015-11-04,177.757080078125,178.7203951675279,177.2162718330898,178.59364827177183,96224500
2015-11-05,177.57962036132812,178.2809832656283,176.68390792018604,177.81622316110582,78408700
2015-11-06,177.48666381835938,177.72327950599404,176.15155357958113,177.23317003497442,110471500
2015-11-09,175.83047485351562,177.0219474182611,174.87560512368435,176.86983822788056,131008700
2015-11-10,176.236083984375,176.26989175847112,175.07841915239777,175.34881687572704,75874600
2015-11-11,175.54315185546875,176.55716572348277,175.4755492117497,176.50646696416496,67846000
2015-11-12,173.09262084960938,174.96855248625604,173.07572985748615,174.49534682906358,121315200
2015-11-13,171.1490936279297,172.9489771926606,171.06459998216428,172.67857947476867,153577100
2015-11-16,173.75172424316406,173.81088139510217,170.84487486183622,170.9631891657124,117645200
2015-11-17,173.62498474121094,174.95164968881684,173.12642969884445,174.06439552300392,121123700
2015-11-18,176.37973022460938,176.52338102608016,174.0644006205789,174.1066409962739,121342500
2015-11-19,176.2276153564453,176.65012221997364,175.93185539442098,176.26141023221763,88220500
2015-11-20,176.86985778808594,177.5543169857746,176.4896041109132,176.9881592186261,94011500
2015-11-23,176.66700744628906,177.43596005734491,176.20224736671582,176.928959610989,64931200
2015-11-24,176.90362548828125,177.30922845911928,175.2642968265415,175.65299591287788,98874400
2015-11-25,176.87828063964844,177.2331848599592,176.6163155517627,177.03037692240179,51980100
2015-11-27,177.08116149902344,177.28396953486413,176.48965417852042,176.97130553453982,37317800
2015-11-30,176.34593200683594,177.3599459881839,176.2360760867784,177.24164457192478,112822700
2015-12-01,178.02748107910156,178.14579537586474,176.7008162678266,176.97967233758436,97858400
2015-12-02,176.2107391357422,178.29792440075977,175.95723239904876,177.97681500802221,108441300
2015-12-03,173.7432861328125,176.73462928049517,173.01657375658976,176.46423157211942,166224200
2015-12-04,177.13177490234375,177.42753486697745,173.74327446875006,173.74327446875006,192913900
2015-12-07,176.0586395263672,177.224749863054,175.08686586959217,176.8022429411226,102027100
2015-12-08,174.87557983398438,176.00789507930736,173.8869153680932,174.48688075878903,103372400
2015-12-09,173.51512145996094,176.33746430880015,172.53490240904745,174.2333883096911,162401500
2015-12-10,173.9629669189453,175.28118623266707,173.34611052601366,173.58271333135417,116128900
2015-12-11,170.59140014648438,172.50112680548807,170.27873625417266,171.83357153736756,211173300
2015-12-14,171.45326232910156,171.58002211138123,168.96047467088675,170.75191235480392,182385200
2015-12-15,173.25315856933594,174.16577491623602,171.42792587553578,172.97430249995932,154069600
2015-12-16,175.7882080078125,176.09241347119166,173.0588172269215,174.38548209923718,197017000
2015-12-17,173.10952758789062,176.16847341791973,173.09262370160175,176.10087076665164,173092500
2015-12-18,170.0255889892578,172.49920403604324,169.86407875868363,172.3632070261195,251393500
2015-12-21,171.42816162109375,171.60667634918028,170.0850921922501,171.2071551216484,99094300
2015-12-22,172.9837188720703,173.28123905592315,171.3261379192638,172.3206864909477,111026200
2015-12-23,175.12582397460938,175.16832870938626,173.9017602485296,173.99526547678914,110987200
2015-12-24,174.83682250976562,175.38935819314347,174.6158160187899,174.87083149030076,48539600
2015-12-28,174.43736267089844,174.47985445241943,173.357804225302,174.1398423764758,65899900
2015-12-29,176.29888916015625,176.63040536648012,175.50835550300894,175.5423515113338,92640700
2015-12-30,175.04930114746094,176.1373678244634,174.90479543324437,176.05235835933684,63317700
2015-12-31,173.29823303222656,175.01532323441057,173.29823303222656,174.36929533279044,114877900
2016-01-04,170.8755645751953,170.88406033164713,168.80995434279723,170.42504304145896,222353500
2016-01-05,171.16461181640625,171.6236292027999,170.0510578686635,171.19860781995925,110845800
2016-01-06,169.0054931640625,170.05953779417572,167.9684400488322,168.59746333567475,152112600
2016-01-07,164.9508514404297,167.83249677364773,164.559825942221,166.03890547375744,213436100
2016-01-08,163.14019775390625,166.48087239822252,162.85118634119118,165.91984108839497,209817200
2016-01-11,163.30172729492188,164.40678555928213,161.35513493673565,164.06676064760444,187941300
2016-01-12,164.6193084716797,165.3758461216519,162.47719676645636,164.75531844643595,172330500
2016-01-13,160.5135498046875,165.6393057756526,160.13103321906434,165.2907851878226,221168900
2016-01-14,163.14871215820312,164.27927066487266,159.51903865695388,161.1256190673529,240795600
2016-01-15,159.6465606689453,160.45409885862844,157.69996806557754,158.76252172848316,324846400
2016-01-19,159.8590545654297,161.6016449831933,158.27797436271788,161.47414374532315,195244400
2016-01-20,157.81048583984375,159.38307065859286,153.8747953684076,157.2834633034668,286547800
2016-01-21,158.69447326660156,160.5475601211948,156.95188314265673,158.28645640358857,195772900
2016-01-22,161.95018005371094,162.15418205243324,160.55611018973113,161.3211436261909,168319600
2016-01-25,159.5020294189453,161.63563216341868,159.30652320801218,161.44012595248554,130371700
2016-01-26,161.6781463623047,161.95866205734754,159.82505918796772,160.16507113737606,141036800
2016-01-27,159.91854858398438,162.83418902478653,159.00899660491604,161.151107991818,185681700
2016-01-28,160.75160217285156,161.6781457565486,159.0940212271036,161.4741437759177,143798800
2016-01-29,164.67030334472656,164.80631331483698,161.40614188582444,161.5251473670149,210529300
2016-02-01,164.61077880859375,165.40132533703633,163.07220345536635,163.65873504761845,136061600
2016-02-02,161.64414978027344,163.1827252474002,161.11711439875464,163.1742294884138,182564900
2016-02-03,162.6131591796875,163.02117601399337,159.0429826956133,162.70666438865564,205054900
2016-02-04,162.8682098388672,163.84575389564995,161.47414012999374,162.11167224631924,139531800
2016-02-05,159.76553344726562,162.92769353824866,159.12800138006136,162.34967068988254,180788300
2016-02-08,157.61492919921875,158.20995654538632,155.38782128758157,157.9124493576142,191526700
2016-02-09,157.6234588623047,158.90703202508763,155.72786670512085,155.86387669082157,184513100
2016-02-10,157.48744201660156,160.0970668141741,157.35992780707878,158.45649034410195,148214100
2016-02-11,155.4388427734375,156.4929006223207,153.93426323227462,154.99681684059937,219058900
2016-02-12,158.6435546875,158.66054621137417,156.37394106992244,157.2239842062719,127632400
2016-02-16,161.32115173339844,161.34665198452024,159.49356455966264,160.46261301416985,120250700
2016-02-17,163.956298828125,164.3303198253359,162.3667095899788,162.49422382300625,136009500
2016-02-18,163.2847442626953,164.2878016706685,162.97023252736196,164.2282924393212,102343000
2016-02-19,163.20823669433594,163.36123819033673,161.89066760606391,162.5026995313177,114793000
2016-02-22,165.57135009765625,165.71585582988135,164.72980298227196,164.79780796872348,103640300
2016-02-23,163.480224609375,165.18031007509336,163.36120617497687,164.9082901746795,111455300
2016-02-24,164.22830200195312,164.50881774329739,160.9301440423064,162.04369827663794,150812200
2016-02-25,166.2173309326172,166.22583966015415,163.91372265820067,164.67875584049386,110728300
2016-02-26,165.83482360839844,167.1863883589324,165.67331342362607,167.0928961157715,129833700
2016-02-29,164.53428649902344,166.8038992765713,164.33878028179998,165.85185546683186,125918100
2016-03-01,168.40196228027344,168.4869717397664,165.2908028397944,165.7668246834611,141799700
2016-03-02,169.15850830078125,169.20950879079837,167.6709334790407,168.0874590985524,102415000
2016-03-03,169.82151794433594,169.83852242894622,168.4019482889779,168.97997105951447,95172200
2016-03-04,170.3740997314453,171.15615064806957,169.18404480723603,170.01708325418252,129293600
2016-03-07,170.5100860595703,170.9181159518012,169.37103179432987,169.44753253513915,100219000
2016-03-08,168.64846801757812,169.9405365650422,168.4869707984397,169.43051872280122,123974900
2016-03-09,169.48155212402344,169.8300598441853,168.67400101838945,169.464547634793,94801200
2016-03-10,169.61753845214844,170.9181158986217,167.78145582017694,169.97456785039543,156838700
2016-03-11,172.3546905517578,172.39719529009795,169.60055990781763,171.079626225304,137964500
2016-03-14,172.13369750976562,172.59271499604952,171.5131697875551,171.84468601948961,73612000
2016-03-15,171.85316467285156,172.15918062345455,170.9011208134755,171.16463202665102,93169100
2016-03-16,172.8477020263672,173.25573191437974,171.3261311021868,171.36863583684942,129303200
2016-03-17,173.94422912597656,174.45424692629072,172.36314930082222,172.76267037824337,134278500
2016-03-18,174.62779235839844,174.96955793933162,174.13222313978048,174.44835695401974,138372400
2016-03-21,174.87559509277344,175.10629406305057,174.13224767885308,174.3629466491302,72926700
2016-03-22,174.7816162109375,175.3540808385492,173.935741674067,174.09807188150495,97471900
2016-03-23,173.6280975341797,174.5850514981577,173.45720172273792,174.39707653558773,81052500
2016-03-24,173.55126953125,173.58545392436838,172.37216871918545,172.59431512435103,84360900
2016-03-28,173.65370178222656,174.1834422087005,173.20085663620506,173.96983551576517,62408200
2016-03-29,175.26007080078125,175.3711504883229,172.93602820197808,173.24362245880562,92922900
2016-03-30,176.029052734375,176.7553078558545,175.66164234790315,176.26829124939428,86365300
2016-03-31,175.60179138183594,176.36223067680507,175.43944821141818,175.93501729676584,94584100
2016-04-01,176.79806518554688,176.98604020247595,174.28604726615268,174.60219417872813,114423500
2016-04-04,176.22557067871094,176.92620708438935,175.9179764338436,176.7211399086373,63497000
2016-04-05,174.46546936035156,176.2341266547802,174.20913862618897,174.87559071249805,99662200
2016-04-06,176.370849609375,176.43066576750343,174.2860452907181,174.46548072757975,91839800
2016-04-07,174.2603759765625,175.63600390439012,173.52556826907346,175.277146145503,113859000
2016-04-08,174.7303009033203,175.88378243235996,174.19200778476585,175.44801636971306,95040600
2016-04-11,174.32022094726562,176.07179911333483,174.22623344457344,175.371162631898,83757500
2016-04-12,175.94361877441406,176.22558126894705,174.04678965666287,174.49109537873204,115350600
2016-04-13,177.72079467773438,177.80624258249122,176.72965634764228,176.86636778024527,96336400
2016-04-14,177.72938537597656,178.23350729901776,177.3790801557579,177.78066195609193,65212900
2016-04-15,177.5327911376953,177.8660170525719,177.20810479691178,177.72930564197696,75761600
