Date,Close_META,High_META,Low_META,Open_META,Volume_META
2015-01-02,77.9693374633789,78.44639986205563,77.22393267851811,78.09854581231718,18177500
2015-01-05,76.71705627441406,78.7644321473162,76.38907637749801,77.50221682340297,26452200
2015-01-06,75.68343353271484,77.11460555449486,74.8982729209875,76.756818236037,27399300
2015-01-07,75.68343353271484,76.88601900151762,75.35545360959148,76.2896966938885,22045300
2015-01-08,77.70099639892578,77.75069308515504,75.61386448234238,76.26981676120015,23961000
2015-01-09,77.26368713378906,78.13830025200629,76.72699478833289,77.7208678171074,21157000
2015-01-12,76.24994659423828,77.52210296818447,75.74306918245813,77.36307963011615,19190200
2015-01-13,75.9815902709961,77.60160816621499,75.38526796826591,76.75681760545976,25179600
2015-01-14,75.8126449584961,76.72700646427587,75.56417666349176,75.95178659708647,25918600
2015-01-15,73.59629821777344,76.1008548255736,73.0894208678362,75.9318982364776,34134000
2015-01-16,74.71937561035156,74.85851722963726,73.38758179092473,73.58636094893969,21791500
2015-01-20,75.77287292480469,75.842443729229,74.36157513068342,75.25606231803106,22821600
2015-01-21,76.26981353759766,76.82638758577232,75.38526715518097,75.6933729480105,25096700
2015-01-22,77.17425537109375,77.27364117440206,76.21019715543657,76.69719289950282,19519500
2015-01-23,77.3531494140625,77.71094435619966,76.56798871229762,77.1742519429939,16746500
2015-01-26,77.02516174316406,77.989219819496,76.81644931158442,77.50222414581015,19260800
2015-01-27,75.31570434570312,76.40896326879857,75.16662186013325,76.24000665705614,20110000
2015-01-28,75.77287292480469,77.16429659594,75.53434553572832,76.42883272307594,53306400
2015-01-29,77.5220947265625,77.5419688503831,73.7553151113411,76.3791392493205,61293500
2015-01-30,75.44490051269531,77.68111468690562,75.2858771984133,77.52209137262359,42649500
2015-02-02,74.5305404663086,75.67349602974973,73.29813996495504,75.6436810504456,41955300
2015-02-03,74.93803405761719,75.1169315208356,73.40746855733745,74.72932161430406,26957700
2015-02-04,75.1666030883789,75.88219277428617,74.550406756463,74.62991082394846,20277400
2015-02-05,75.14674377441406,75.51447954175676,74.7491930280584,75.24612956534052,15062600
2015-02-06,74.01374053955078,75.23620036432011,73.79508721605683,75.21632623611656,21211000
2015-02-09,73.98391723632812,74.37152714524343,72.99997739125071,73.59630732741282,16194300
2015-02-10,74.72931671142578,74.87839160211882,74.04354188363952,74.3913959330059,15811300
2015-02-11,76.04122161865234,76.27974900379614,74.57028631452634,74.62991626515009,20877400
2015-02-12,75.76294708251953,76.39902523751766,75.4250262974363,76.38908438372557,17235000
2015-02-13,75.27594757080078,76.01141913505559,75.03742014645739,75.99153742648109,18621900
2015-02-17,75.13679504394531,76.43877379134005,74.61998443571501,74.83863770242172,25254400
2015-02-18,76.23999786376953,76.4288361625547,74.98771574512718,75.47471898066269,22426400
2015-02-19,78.93338775634766,79.35081257491532,76.47852036013249,76.51827618799354,45851200
2015-02-20,79.41046142578125,79.84776042927982,78.7147457130314,79.06260736073129,36931700
2015-02-23,78.3569564819336,79.69869131725955,77.89977573715939,79.47009715354721,24139100
2015-02-24,77.9693374633789,78.99303307068004,77.62148341364045,78.0190341487628,18897100
2015-02-25,79.0725326538086,79.70861076076334,78.01902971091154,78.01902971091154,25593800
2015-02-26,79.9173355102539,80.87145272738182,79.23156067999182,79.390576424855,31111900
2015-02-27,78.48616790771484,80.73232346544675,78.13831380384393,80.18569017175622,30739200
2015-03-02,79.26136779785156,79.37069442901223,78.03890073244084,78.51596308501911,21662500
2015-03-03,79.11229705810547,79.2116828513426,78.03891229278447,79.12223791222418,18635000
2015-03-04,80.40433502197266,80.65280329609331,78.36689214112333,78.81413958413049,28126700
2015-03-05,80.71243286132812,81.48765265957529,80.55341710964534,80.73231456944468,27825700
2015-03-06,79.519775390625,80.83168735719879,79.34087795960818,80.4043216932502,24488600
2015-03-09,78.9532699584961,79.4203914604921,78.14822770887895,79.19179734451467,18925100
2015-03-10,77.07485961914062,78.77438165908981,77.07485961914062,78.01903600267357,23067100
2015-03-11,77.09473419189453,77.94946564375432,76.78663596482292,77.32332833571044,20215700
2015-03-12,78.4464111328125,78.56567864527979,77.4326638161179,77.62149456587777,16093300
2015-03-13,77.57179260253906,78.89363796243413,77.20405685368588,78.11841821647553,18557300
2015-03-16,77.5916748046875,77.6413714941508,76.88602579367975,77.48234815398838,19305400
2015-03-17,78.87376403808594,79.2911888896364,77.86000930414974,77.87989101097563,22170000
2015-03-18,80.41427612304688,80.74224848307942,78.68493147034802,78.76444313814682,36912400
2015-03-19,82.24298858642578,82.4914568298893,80.50371088218112,80.62297836879728,42099500
2015-03-20,83.28656005859375,84.08165390542938,82.56102943549016,82.87906849075425,44466300
2015-03-23,83.9126968383789,84.43944830978833,82.78962308957483,83.40581949040134,27357300
2015-03-24,84.78730773925781,85.54265338280689,84.00214711733766,84.19098542388734,32576500
2015-03-25,82.41194915771484,84.99601749817522,82.41194915771484,84.97614337410256,37436100
2015-03-26,82.50140380859375,83.25674186530028,81.63673152738413,82.21317971485722,32794800
2015-03-27,82.78963470458984,83.43564617252122,82.37220222746544,82.86913879212048,18372600
2015-03-30,82.69024658203125,83.82326141485674,81.9050934326975,83.29650983606165,24527700
2015-03-31,81.71624755859375,82.98840391435628,81.70630670444405,82.39208157042384,19734300
2015-04-01,81.16960906982422,82.21317879119238,80.3745151902266,81.99452550994194,22058200
2015-04-02,81.06027221679688,82.05414512806765,80.94101232033945,81.74604695202125,19664100
2015-04-06,81.93489837646484,82.30262655973476,80.30494714709882,80.30494714709882,19062900
