Date,Close_QQQ,High_QQQ,Low_QQQ,Open_QQQ,Volume_QQQ
2015-03-05,100.1617202758789,100.46596872284435,99.74684114565012,100.24470032232205,15381000
2015-03-06,99.0277328491211,100.22627669980234,98.77879969532012,100.03266593239991,30990400
2015-03-09,99.31351470947266,99.56244077036031,98.82487712158535,99.23053466651321,26237100
2015-03-10,97.46959686279297,98.63126824802363,97.46959686279297,98.60360354385524,34234500
2015-03-11,96.90719604492188,97.7369612794631,96.87031680849836,97.6171020025879,25459700
2015-03-12,97.5433578491211,97.65398853265937,96.76890789437493,96.83344480443748,21473200
2015-03-13,97.11927795410156,97.8384127732133,96.5107879182349,97.45118416784616,42021100
2015-03-16,98.37311553955078,98.40999477851427,97.37740422351864,97.47882037216937,25674100
2015-03-17,98.52986145019531,98.68659295204328,97.87527073601014,98.10576072131461,19603800
2015-03-18,99.49787902832031,99.9496442999035,97.75537593505254,98.26245653213833,40622200
2015-03-19,99.64543151855469,99.92201527881134,99.45182077617619,99.59933070818053,31314000
2015-03-20,100.29043579101562,100.78944000878877,100.27195728673068,100.46601330750248,31761400
2015-03-23,100.09638214111328,100.51221547402028,100.05941808149456,100.23499560214012,17268500
2015-03-24,99.73596954345703,100.54915752656696,99.71749104277879,100.08711745771933,22445300
2015-03-25,97.45348358154297,99.98546100566986,97.41651953262934,99.89305440847149,41581400
2015-03-26,97.12081909179688,97.67526575313357,96.3261096254846,96.64953625708337,47846300
2015-03-27,97.50894927978516,97.73996935271414,96.95450251479025,97.10235874554789,33878400
2015-03-30,98.62708282470703,98.71024665860456,98.10035739283873,98.10035739283873,30570200
2015-03-31,97.5828857421875,98.55317295155464,97.5551644590925,98.34987414195972,30488100
2015-04-01,97.07466888427734,97.60139453902994,96.44629380052201,97.58290897911559,32970500
2015-04-02,97.1393051147461,97.45348897263538,96.82511420668496,97.16702639042198,19164200
2015-04-06,97.93402862548828,98.20200569555574,96.41853051960481,96.56638674463652,24451100
2015-04-07,97.7677001953125,98.59936683908424,97.7677001953125,97.8785853210563,19379400
2015-04-08,98.54393768310547,98.68255115931687,97.79543478180783,97.80467051009413,25866900
2015-04-09,99.16305541992188,99.20001947819723,98.16505404717984,98.49771647131169,23114700
2015-04-10,99.56964874267578,99.57889151939173,98.90430982258569,99.12608711255807,17164300
2015-04-13,99.3201675415039,100.15183428688266,99.20927535203879,99.64359428139278,17783500
2015-04-14,99.03369903564453,99.5049820339643,98.47000940338492,99.21851935369848,23755700
2015-04-15,99.6528091430664,99.86535069915986,99.17229052301593,99.29241841548537,21128600
2015-04-16,99.51420593261719,99.68977638874148,99.24622180991149,99.3848352596107,16195300
2015-04-17,97.96174621582031,98.8303768295632,97.53667016012217,98.56239976958798,46514000
2015-04-20,99.43102264404297,99.6066001284463,98.41453588995577,98.45149994194448,28945900
2015-04-21,99.85609436035156,100.17952803876159,99.73596648419783,100.00395056193005,22759800
2015-04-22,100.40131378173828,100.5676484974949,99.46799081831662,100.11484412949659,21429200
2015-04-23,100.78022003173828,101.23302456615342,100.0409598401466,100.05943834861205,29473200
2015-04-24,102.1478500366211,102.28646350906399,101.67656705038486,101.84290180728152,32508100
2015-04-27,101.88909149169922,102.72076513614233,101.66730715306579,102.52670207729487,31121300
2015-04-28,101.6857681274414,102.15705092040541,100.82637341094053,101.96298790846579,36849200
2015-04-29,101.04814910888672,101.71348785349957,100.49370250509969,101.12207720277061,34043900
2015-04-30,99.45875549316406,100.88183993454008,98.93203002883818,100.47524941569898,44080500
2015-05-01,100.77095794677734,100.83564328475089,99.82839210753653,99.84687766134215,32874300
2015-05-04,100.93729400634766,101.56566889070655,100.88184439437532,101.09438596489409,23507300
2015-05-05,99.29244232177734,100.72476985073368,99.24624252901467,100.53995657933419,47843300
2015-05-06,98.60859680175781,99.75445426996654,97.95250070906683,99.46799166545746,42687200
2015-05-07,99.20001220703125,99.47723909868972,98.50695202805781,98.58088013918976,29335800
2015-05-08,100.43828582763672,100.6508203395773,100.07789508984803,100.22574426552326,33023300
2015-05-11,100.0501708984375,100.7062741150621,99.97624983262858,100.50297532119794,19679300
2015-05-12,99.59739685058594,100.10564395427285,98.69180189332995,99.45878336320088,33665000
2015-05-13,99.80066680908203,100.54916955409485,99.65281058528193,100.03168687114008,20738400
2015-05-14,101.26069641113281,101.34386023388312,100.24420973765733,100.61383612788734,23904200
2015-05-15,101.26069641113281,101.6580511257844,101.01119084253892,101.5194377043624,23937400
2015-05-18,101.70427703857422,101.90757583555359,101.02045958069446,101.09438769780938,17631100
2015-05-19,101.5934066772461,101.97227599471637,101.42707191465139,101.81518401064757,14212900
2015-05-20,101.65808868408203,102.26797809342666,101.12212034999116,101.66732441212994,21131900
2015-05-21,102.18479919433594,102.3234126465603,101.33464702761357,101.48249620652601,16771800
2015-05-22,102.08317565917969,102.45280927535623,102.00000474670692,102.0646901007747,13543800
2015-05-26,100.9095687866211,101.99998385338897,100.5029782372688,101.86137744461739,25488400
2015-05-27,102.53594970703125,102.64684188159654,100.99273729107357,101.21451459003094,30572700
2015-05-28,102.304931640625,102.58215855739738,101.99074771511143,102.34189569953953,17302400
2015-05-29,101.69503784179688,102.37885527634523,101.45477499445765,102.24024182402749,30383000
2015-06-01,102.03695678710938,102.31418372911111,101.2052830112782,102.24025560455411,24570200
2015-06-02,101.71350860595703,102.21251276622776,101.15906188904705,101.65806604931778,19449600
2015-06-03,102.01847076416016,102.39734003679452,101.76896512470782,102.17556272963847,20507200
2015-06-04,101.24225616455078,102.09241557294781,100.9188294032895,101.44555500025062,31374600
2015-06-05,101.00199890136719,101.36238972318768,100.38285962398048,101.12212682524917,22641700
2015-06-08,99.97624969482422,101.02970067051086,99.77295090124028,100.95577255463067,24549200
2015-06-09,99.8099365234375,100.17032735350057,99.06142652623562,99.7360083915849,27554600
2015-06-10,101.17753601074219,101.4732413836365,100.04092134781212,100.15180645628985,30297900
2015-06-11,101.3254165649414,101.78745676172622,101.14983903410754,101.51947260157016,17593500
2015-06-12,100.49372100830078,101.0019679346186,100.35510756928934,100.78942638811141,27201800
2015-06-15,99.9947280883789,100.15182004682111,99.1630544110773,99.74522951027501,31238800
2015-06-16,100.5399169921875,100.70625169102323,99.84685692206719,99.89305669663891,16456900
2015-06-17,100.817138671875,101.14056530060022,100.19800668971934,100.70625357069592,23296700
2015-06-18,102.28646087646484,102.46203135687797,101.13136038612686,101.18680295360744,43032400
2015-06-19,101.78073120117188,102.41981531625959,101.70663305841636,102.33645313906266,27877600
2015-06-22,102.53096008300781,102.83660963585295,102.29940867625632,102.53096008300781,19120900
2015-06-23,102.61431884765625,102.70693799399568,102.18826512138453,102.64210388491928,18127900
2015-06-24,102.0864028930664,102.9292464840477,102.05861785010066,102.49393570026886,15815900
2015-06-25,101.88262939453125,102.58654772166418,101.71591208195737,102.48466452695853,18326700
2015-06-26,101.20648193359375,102.0956455203787,100.82674131537681,101.86409412236733,32311700
2015-06-29,98.8168716430664,100.64149769338275,98.7705585393618,100.08576871447751,50874900
2015-06-30,99.16883850097656,99.77087358577155,98.86318894104225,99.55784317740842,34809900
2015-07-01,99.95608520507812,100.35435381026356,99.49298250446188,100.15058749137057,21293000
2015-07-02,99.98391723632812,100.32661593977699,99.67827468070047,100.24326080634847,20499400
2015-07-06,99.75236511230469,100.3266152710805,99.14107293873403,99.35409632255801,24311000
2015-07-07,100.00242614746094,100.09504530009679,98.02034660222246,99.86349388531296,44230800
2015-07-08,98.26116943359375,99.4096697075905,98.07593110108559,99.28925843170971,39691500
2015-07-09,98.2055892944336,99.65973196157846,98.19632525883966,99.56711280480522,28381000
2015-07-10,99.70606231689453,100.07654607444978,99.15034021375664,99.51155993411577,26415800
2015-07-13,101.45658111572266,101.53993624333818,100.5581603862349,100.56742442254416,25780700
2015-07-14,102.12342071533203,102.4012781263343,101.53990672609156,101.59548386140177,21977200
2015-07-15,102.23458862304688,102.63285738007993,101.94746710043785,102.31795081546217,28631500
2015-07-16,103.6794662475586,103.69798725197748,102.8736647607599,103.0774311413105,29838900
2015-07-17,105.20769500732422,105.20769500732422,104.3370665129239,104.51304077896438,35926800
2015-07-20,105.56891632080078,105.94865693840711,105.1058135255227,105.42998406893979,26539000
2015-07-21,105.50409698486328,105.77269042531185,105.19844740124942,105.60597311301237,35468900
2015-07-22,104.30926513671875,104.81867391789564,103.89246842515172,103.89246842515172,35575000
2015-07-23,103.92025756835938,104.75384395806665,103.65166418326403,104.411152434689,25698300
2015-07-24,102.90142822265625,104.66122006175073,102.7439749857529,104.47598179085112,30844700
2015-07-27,102.04934692382812,102.76252222189332,101.82705952872051,102.31794743167808,35994800
2015-07-28,102.92922973632812,103.13299610677431,101.6881175765387,102.50317599193527,33553500
2015-07-29,103.31824493408203,103.5405323154736,102.75325891215427,103.15152763144124,26714100
2015-07-30,103.80915069580078,103.98512499763275,102.45689103752373,103.07744724514046,25438100
2015-07-31,103.68873596191406,104.18888793936515,103.47571258616362,104.13331785288928,22081700
2015-08-03,103.36454772949219,103.99436784563413,102.67915753634567,103.70724635925956,25001800
2015-08-04,103.1700439453125,103.5034785354357,102.74399020601912,103.31824023709531,22132300
2015-08-05,103.96658325195312,104.66123748303521,103.62388462071952,103.74429587659556,28989900
2015-08-06,102.29940032958984,104.19812453658939,101.83629755387166,104.05919229059641,42125400
2015-08-07,102.16973876953125,102.41055420717169,101.32689533737181,102.04933458390505,30006800
2015-08-10,103.33676147460938,103.55904884639932,102.80882455011566,102.81808858497011,21500800
2015-08-11,102.0123062133789,103.18859153617292,101.44732011025224,102.79032275964738,36123300
2015-08-12,102.36427307128906,102.56803950013544,100.23400373878198,101.30839890943984,41889000
2015-08-13,102.19752502441406,102.95702041881685,101.97523765353829,102.46612550298352,22510500
2015-08-14,102.3550033569336,102.50319260812405,101.75296818294697,101.95673458642455,17924900
2015-08-17,103.20709991455078,103.23488495451963,101.84557642496885,102.10491288652949,21224900
2015-08-18,102.67916870117188,103.15153560623823,102.54023642716541,103.06817341527876,13984400
2015-08-19,102.00303649902344,102.91072124141418,101.41026538552342,102.36425617548785,42511400
2015-08-20,99.17810821533203,101.38247524106386,99.16884417972794,101.05830465880751,57747300
2015-08-21,94.84345245361328,98.6131088675805,94.84345245361328,97.77952243539374,97763400
2015-08-24,91.19422149658203,94.96387879002145,78.4866768907697,87.27637495084072,150829900
2015-08-25,90.85150909423828,95.15836679317593,90.77741801246701,94.53781070171296,75088300
2015-08-26,95.42696380615234,95.61220916980695,91.6295221810841,93.50971845725276,104103800
2015-08-27,97.8443832397461,97.90921736514005,95.65853691733595,96.80703016705307,69377700
2015-08-28,97.82585144042969,98.1778070728285,97.11266907338324,97.32569949982785,49919600
2015-08-31,96.61251831054688,97.81658859701359,96.37170990636473,97.2793875728122,39549400
2015-09-01,93.59306335449219,95.66776157959097,93.20405169584691,94.2043552757003,73155500
2015-09-02,96.23277282714844,96.25129383178033,94.19511606459614,95.28803906398285,43963600
2015-09-03,95.76038360595703,97.27009598805797,95.49178316992919,96.61249094801202,45131800
2015-09-04,94.62117767333984,95.26025480098934,94.09323364077702,94.44519632915224,49379600
2015-09-08,97.28862762451172,97.40903179691992,96.0382515992102,96.43652025119084,37343500
2015-09-09,96.1957015991211,98.46490219575938,95.94562216265369,98.43711716201567,47146700
2015-09-10,97.24232482910156,97.88140896002194,95.9734276683197,96.08456781881856,47686700
2015-09-11,97.77953338623047,97.77953338623047,96.51989309571634,96.79775762636066,29106100
2015-09-14,97.48313903808594,98.15927223278644,97.1126553861838,98.14074416367797,19718800
2015-09-15,98.63163757324219,98.93728713331384,97.3534763216539,97.71469595941555,30020200
2015-09-16,99.18733215332031,99.27995834573763,98.30743985644665,98.6501383957862,31329100
2015-09-17,99.22441101074219,100.70634573775783,98.7705722104476,99.08548581317439,56139800
2015-09-18,97.81314849853516,98.97372218049115,97.6460256049903,97.70173795855833,48384000
2015-09-21,98.11956787109375,98.9273299196818,97.23753447053352,98.35168266951293,35772600
2015-09-22,96.65259552001953,96.94970216289872,95.7519890165348,96.61545630421199,47359700
2015-09-23,96.72686004638672,97.17252348842844,96.22549133043233,96.91254901514904,21775100
2015-09-24,96.3740463256836,96.73614476633803,94.95349811590856,95.789112626488,38284300
2015-09-25,95.55699157714844,97.49747442840382,94.96277842738111,97.40462995192384,44700000
2015-09-28,92.83660125732422,95.21346080259343,92.55806784398314,95.14846896445594,44077500
2015-09-29,92.35380554199219,94.01574778029381,91.68531401780616,93.06871575983725,49315500
2015-09-30,94.47997283935547,94.58210387768244,93.31011272625118,93.67221110447271,41411400
2015-10-01,94.90708923339844,94.91637580769323,93.39369638447887,94.64712182178987,39339100
2015-10-02,96.56901550292969,96.56901550292969,93.29155660626749,93.5886631811711,59370900
2015-10-05,97.95240783691406,98.21237517931715,97.07037477039233,97.28391633726109,32853500
2015-10-06,97.48821258544922,98.04528666922124,96.72687635145849,97.72032737731934,33051500
2015-10-07,98.07311248779297,98.2866611546835,96.82898094375919,98.10097220540601,37389300
2015-10-08,98.46308135986328,98.63020426588218,96.75471308905004,97.7017452510172,50188900
2015-10-09,98.90873718261719,99.094433234729,98.24024556217488,98.50949952505192,23916200
2015-10-12,99.15011596679688,99.33580489311221,98.74159182860895,99.09441070561797,16162000
2015-10-13,98.5094985961914,99.58651443754425,98.416654112801,98.58377701633574,26999600
2015-10-14,98.35165405273438,99.00157246577267,97.94312985963634,98.50949036967519,30902600
2015-10-15,99.96717834472656,99.97646491808389,98.58377642484363,98.71376011752633,38393800
2015-10-16,100.38499450683594,100.44069978279651,99.69792971328042,100.18073238353999,27091100
2015-10-19,100.96064758300781,101.02563944119159,100.03218841833602,100.25502371803577,23776300
2015-10-20,100.4406967163086,100.99777070964784,100.097164330019,100.7842291025982,23404700
2015-10-21,99.8279037475586,101.05346928509451,99.79077162290025,100.95134531691455,30195200
2015-10-22,101.86122131347656,101.94478629485684,100.43139381016299,100.71922087538506,42778700
2015-10-23,104.71160888671875,105.13869919300444,104.05240382156605,104.60019833595396,53170900
2015-10-26,104.7765884399414,104.98085053714634,104.23808056250652,104.63731818424901,25918000
2015-10-27,104.99015808105469,105.13870785550702,104.47021616151933,104.49807588508621,31390500
2015-10-28,105.86288452148438,105.86288452148438,104.30307322926313,105.14797425919025,42221900
2015-10-29,105.69575500488281,105.8721644580033,105.26866477210925,105.38008238727676,24913300
2015-10-30,105.22227478027344,105.91861912696153,105.19442213977888,105.74220962572129,27199200
2015-11-02,106.41069030761719,106.54067400551264,105.27796915431645,105.50079733876863,22176900
2015-11-03,106.78207397460938,107.16273848970776,106.03930392447471,106.19714025796476,20418400
2015-11-04,106.7913589477539,107.20916977874937,106.34570256165539,107.1348913532061,28633000
2015-11-05,106.50354766845703,107.14418674522615,105.9464735981966,106.88421931801003,25004100
2015-11-06,106.57782745361328,106.69852459390184,105.62151565553152,106.29928687315514,29924900
2015-11-09,105.44508361816406,106.31783730577263,104.79516518074048,106.17856704530193,33479800
2015-11-10,105.17581176757812,105.27794280230029,104.5723121306504,104.88799180622213,35452100
2015-11-11,105.04585266113281,105.9743116785256,104.86944318108253,105.4636563855275,22748800
2015-11-12,104.0245361328125,105.12940449190445,103.95025772066295,104.61874926285037,31196900
2015-11-13,101.98191833496094,103.69957290213272,101.9262130698043,103.58815528824049,52836000
2015-11-16,103.44886779785156,103.46744093886046,101.64766271676717,101.87977739433383,33980600
2015-11-17,103.513916015625,104.25668622190923,103.25394856850001,103.62533367164212,30579500
2015-11-18,105.50081634521484,105.60294742390069,103.8295940353748,103.93172511406064,32966500
2015-11-19,105.57505798339844,106.0578605659215,105.3707958972217,105.55649192264559,26188100
2015-11-20,106.29000091552734,106.37355883443274,105.974321137974,106.07645220569002,22727600
2015-11-23,105.98358154296875,106.71706490109933,105.528638679574,106.32710679175337,20696200
2015-11-24,105.8907470703125,106.14142787237967,104.76730549676564,105.29653390344689,26374400
2015-11-25,105.98358154296875,106.17855705585222,105.7607533973275,106.04857338059658,14159900
2015-11-27,106.13215637207031,106.34570507966839,105.77005789344894,106.21572137368024,8828000
2015-11-30,105.86288452148438,106.44781818330453,105.51935924944854,106.44781818330453,25041600
2015-12-01,106.92132568359375,106.92132568359375,106.15998261840095,106.2899733756521,28639400
2015-12-02,106.26211547851562,107.46911485022189,106.1042791697233,107.00488541242395,22395500
2015-12-03,104.46092224121094,106.73564391788146,103.83884933860097,106.54995495457037,42754300
2015-12-04,106.90279388427734,107.07920340259273,104.5630797697138,104.77662142322872,40037300
2015-12-07,106.41997528076172,107.04204112327402,105.90931998700972,106.97704927530378,25892100
2015-12-08,106.42926788330078,106.77280031265676,105.26869396685885,105.30583318221473,30792600
2015-12-09,104.81375122070312,106.54997235385918,104.17311215057958,105.96503856510948,48509200
2015-12-10,105.28726959228516,105.99290053347829,104.73947500738038,105.05515480353831,30154600
2015-12-11,102.86397552490234,104.34950853800666,102.7989836769409,104.07096799898328,56022200
2015-12-14,103.64388275146484,103.69030853809133,101.55484985772216,103.00325081421849,53098500
2015-12-15,104.27523040771484,105.1758367916818,104.14524671142891,104.60019673200986,48428000
2015-12-16,105.82575988769531,106.00216228077909,103.88527689513366,104.98085879796875,44944100
2015-12-17,104.28455352783203,106.29002911662816,104.26598745767622,106.29002911662816,45668800
2015-12-18,102.28408813476562,104.19323781118477,102.28408813476562,103.96041416002043,53746100
2015-12-21,103.42027282714844,103.43889559369254,102.48897818522981,103.25263950739452,26432800
2015-12-22,104.10011291503906,104.24912346678627,103.4202718120314,103.96973223486734,26540300
2015-12-23,104.87311553955078,104.94762083416137,104.4540356914941,104.64029182280463,25656900
2015-12-24,104.85446166992188,105.14316784417063,104.80790120035645,104.87309154191952,11468600
2015-12-28,104.79857635498047,104.81720622521654,103.84865902413726,104.60300534878374,19183600
2015-12-29,106.4469985961914,106.67982229644097,105.35737827905965,105.4225686309209,27725700
2015-12-30,105.48773956298828,106.39109649048737,105.46911679669148,106.35384385267962,19520100
2015-12-31,104.17462921142578,105.31080992044389,104.15599933787946,105.11523887949707,29886800
2016-01-04,101.97677612304688,102.0699041779153,100.6915919133462,101.9302085430051,50807600
2016-01-05,101.79981231689453,102.61004119161167,101.32485717794928,102.47966051364074,38795200
2016-01-06,100.82194519042969,101.40865817122476,100.03034628151829,100.03034628151829,41891100
2016-01-07,97.66485595703125,99.9185869229535,97.6089734559531,98.67064860866734,61386300
2016-01-08,96.86396026611328,98.98731096920561,96.76151728436633,98.37265307872391,69344000
2016-01-11,97.16197967529297,97.84182084080025,95.67190954690561,97.55312175176687,50024100
2016-01-12,98.28884887695312,98.79174889513831,96.92915939306654,98.0932778318614,46734200
2016-01-13,94.89894104003906,98.93144920800178,94.74993046232233,98.68931057181979,69870700
2016-01-14,96.91983032226562,97.7673118326232,93.75342720945754,95.27144197961141,78445700
2016-01-15,93.9117431640625,94.9361728985313,92.67312675775598,93.7068643223826,91443900
2016-01-19,94.11664581298828,95.33664677548173,93.01771771617076,95.18763620394675,56563800
2016-01-20,93.82791900634766,94.83371875156757,90.56838832126363,92.63586320692244,86675000
2016-01-21,93.92107391357422,95.31801603555662,92.9618414599807,94.22840288566196,61660100
2016-01-22,96.64043426513672,96.67768690050937,95.48563098943924,95.81158266743284,42229800
2016-01-25,95.20626831054688,96.84534200457651,95.12244808578912,96.29588149589068,38881500
2016-01-26,96.06304168701172,96.47280648917457,94.76854273075898,95.60670931165998,36143900
2016-01-27,93.66959381103516,95.9140096527627,93.26913692903895,95.50424494238491,54524700
2016-01-28,94.9920425415039,95.2621188091985,93.37159204054977,95.22486617518406,47641500
2016-01-29,96.9757080078125,97.01296064592393,94.93617758401523,94.96411528629524,54245100
2016-02-01,97.23649597167969,97.59970038457513,96.13756779529417,96.51008004067316,32750300
2016-02-02,95.1317367553711,96.82669249963517,94.843030622273,96.78943986616403,44928100
2016-02-03,94.67544555664062,95.76505891445163,93.01773462052203,95.76505891445163,61572900
2016-02-04,94.6661148071289,95.42046129728423,93.53924898786921,94.42397617742878,49321600
2016-02-05,91.37862396240234,94.36807862046288,91.00610472071338,94.33082598577263,70749900
2016-02-08,89.98167419433594,90.38213110039995,88.32396407036923,89.67434531417248,91673100
2016-02-09,89.70230102539062,91.06199037118698,88.64062568545081,88.7803213049617,73778400
2016-02-10,90.0468521118164,91.90944079395827,89.98166179214992,90.73600793474955,59421700
2016-02-11,89.91651153564453,90.63360537148391,88.64995009904256,88.90139655687283,76839200
2016-02-12,91.2855224609375,91.37865763458936,90.08415829924974,90.93163295879545,49186500
2016-02-16,93.34365844726562,93.34365844726562,92.05846738548264,92.63587258028468,40565900
2016-02-17,95.45768737792969,95.5880680410532,93.78135441603683,94.02349297835764,41766500
2016-02-18,94.36808013916016,95.77432981897725,94.24700729816499,95.7557070539392,38991500
2016-02-19,94.64746856689453,94.93617472726696,93.70686612743835,93.91174497306478,28257900
2016-02-22,96.1841049194336,96.27723295816644,95.43907350435693,95.53220154308977,23979100
2016-02-23,94.60091400146484,95.88609808435132,94.53572365896801,95.62533671436401,29869700
2016-02-24,95.50426483154297,95.62533057262867,92.9152598545753,93.49266506904388,40739100
2016-02-25,96.44486999511719,96.44486999511719,94.84304208827218,95.69983855126397,29389300
2016-02-26,96.32380676269531,97.19922601489797,96.09098309819157,97.18059614281762,30925000
2016-02-29,95.45768737792969,96.94775717449374,95.45768737792969,96.23066352731435,27553900
2016-03-01,98.52165985107422,98.52165985107422,96.07235752979527,96.3703715274612,37699800
2016-03-02,98.5589370727539,98.57755984372196,97.79527556917694,98.4006186512697,29209800
2016-03-03,98.37264251708984,98.48440042296446,97.66486376219166,98.45646272279923,25474600
2016-03-04,98.40990447998047,99.04318512953358,97.7580010636233,98.48440975762539,31655400
2016-03-07,97.80453491210938,98.4750680179745,97.10606411103527,97.9069778646839,25861200
2016-03-08,96.99434661865234,97.98151674929916,96.82671328465432,97.13404224785317,28898500
2016-03-09,97.61827087402344,97.63689363423246,96.81735718601024,97.35750959982599,31047400
2016-03-10,97.46928405761719,98.58683459577789,96.2120308206701,98.02805932669753,44236100
2016-03-11,99.17357635498047,99.17357635498047,98.21434389528213,98.5216728693258,31454000
2016-03-14,99.34120178222656,99.57402545216065,98.77311145917021,98.80104916272798,25374900
2016-03-15,99.30393981933594,99.41569772828923,98.6706592123617,98.98730306845576,26524600
2016-03-16,100.18866729736328,100.44942862907155,99.03385696377902,99.06180176807352,31693100
2016-03-17,100.13279724121094,100.36562090277972,99.5274614053035,99.89997357964214,29623700
2016-03-18,100.28971862792969,100.54191092252734,99.75730633818756,100.37378035069874,37682300
2016-03-21,100.6820297241211,100.77543402190672,100.05621309003718,100.11225424345032,17288600
2016-03-22,100.99026489257812,101.22377918763712,100.09357085470647,100.11224886274327,18840300
2016-03-23,100.1589584350586,100.86883678848616,99.93477957222682,100.79411762716659,20912900
2016-03-24,100.18698120117188,100.21500177806554,99.50511628283067,99.6732468704839,19017300
2016-03-28,100.04688262939453,100.48589072103312,99.8694094537214,100.46720558344016,13892300
2016-03-29,101.6534652709961,101.71884900183385,99.69194621957126,99.8600768311958,29963900
2016-03-30,102.14850616455078,102.78366540904122,101.93366985152524,102.26059560521084,23807200
2016-03-31,101.9990463256836,102.45673949778845,101.84025830742246,102.07377261414453,21447200
2016-04-01,103.08256530761719,103.11992845517435,101.24247126660495,101.38258128837134,26389000
2016-04-04,102.69024658203125,103.15727516262803,102.44738972475956,103.0825488794228,17163000
2016-04-05,101.70014953613281,102.27926758931798,101.56938209287989,101.89630070101218,20107900
2016-04-06,103.3720703125,103.4094334418112,101.80285451287072,101.80285451287072,25056000
2016-04-07,101.88694763183594,102.96111469524718,101.4479396656017,102.7742990041422,28567200
2016-04-08,101.81224822998047,102.76498356408712,101.45730901262542,102.52213379098242,22898000
2016-04-11,101.4385986328125,102.76495799140214,101.42925606654354,102.25123086725041,25772100
2016-04-12,102.28861999511719,102.48477117886225,100.89686944532451,101.51335070248774,28564100
2016-04-13,103.59628295898438,103.75507096575626,102.94243867169749,103.07320610389675,25356700
2016-04-14,103.6056137084961,103.98858054708973,102.74628287115608,103.61495627502747,17199700
