Date,Close_VTI,High_VTI,Low_VTI,Open_VTI,Volume_VTI
2015-01-02,88.34241485595703,89.00965619570567,87.80028206282189,88.81782224246031,5298300
2015-01-05,86.82444763183594,88.03382177556601,86.62427777343012,87.86700825749027,5383500
2015-01-06,85.97371673583984,87.15806402118822,85.49830936843748,87.07466044789189,4226100
2015-01-07,86.99961853027344,87.1163848401091,86.36574609496166,86.81612679673547,3661500
2015-01-08,88.53424835205078,88.60930966166029,87.66683716017049,87.75024073638716,2796200
2015-01-09,87.80027770996094,88.70105156497857,87.50836202452504,88.67603112955331,3272500
2015-01-12,87.17475128173828,88.03382662980687,86.84113695376124,88.03382662980687,3705900
2015-01-13,86.97457885742188,88.4091433334104,86.26563888636761,87.85033235084994,2936200
2015-01-14,86.49919128417969,86.56591670842589,85.48999310478106,85.94038017351285,3291600
2015-01-15,85.6234359741211,86.95791251825317,85.54836828801793,86.7827630683939,5615200
2015-01-16,86.75772094726562,86.83278862011575,85.42324463873268,85.58171588775018,2768900
2015-01-20,86.88284301757812,87.18310102914764,86.0738148399206,87.09135517209661,3186900
2015-01-21,87.27484130859375,87.53339432742143,86.40743003763745,86.68266759120047,3119400
2015-01-22,88.60095977783203,88.66767881030665,86.96621939816609,87.77524732270824,3583500
2015-01-23,88.20064544677734,88.64269021670631,88.1422622953393,88.5009034722548,4571900
2015-01-26,88.567626953125,88.59264739415269,87.74191421949473,88.20064351595599,4106500
2015-01-27,87.53339385986328,88.08386896404897,87.04130826365382,87.88369909129305,2709300
2015-01-28,86.34902954101562,88.17559756707166,86.24894780585701,88.10887216810974,2830400
2015-01-29,87.17475128173828,87.25816122701795,85.75687129797961,86.49083172812868,2607200
2015-01-30,85.99040222167969,87.16641370405871,85.86529366944794,86.4658096295321,4486900
2015-02-02,86.95791625976562,87.01629941223075,85.2814766485723,86.31569521936291,4083200
2015-02-03,88.29239654541016,88.30073881419223,87.33323926064439,87.49171055107055,3322000
2015-02-04,87.98377227783203,88.52590506189965,87.7752601580587,87.9420736718483,3141700
2015-02-05,88.95126342773438,89.00964656139668,88.27567989445994,88.35908982536408,3163500
2015-02-06,88.68440246582031,89.39334260948796,88.42584303400795,89.14312544664678,2844500
2015-02-09,88.24232482910156,88.70104763926024,88.06716906230736,88.40078970087647,1773800
2015-02-10,89.14310455322266,89.27655537233612,88.27569331884094,88.82616840275608,1866300
2015-02-11,89.18480682373047,89.40166121657899,88.71774169755065,88.96795243088194,2184600
2015-02-12,90.04388427734375,90.06890471671366,89.46838871869285,89.6352022533018,4443400
2015-02-13,90.46923828125,90.47758054764414,90.01050907884454,90.07723448342803,3147700
2015-02-17,90.61102294921875,90.71111105383586,90.18565645870189,90.3858326679361,4147000
2015-02-18,90.66108703613281,90.70279201455747,90.30244585685415,90.42755442884183,2542600
2015-02-19,90.63604736328125,90.81119678158637,90.29409079324314,90.40251480554109,2349000
2015-02-20,91.14480590820312,91.17816860698255,90.08556726591384,90.46922875695107,2402600
2015-02-23,91.13648223876953,91.13648223876953,90.79452564225258,91.05307865644482,3034000
2015-02-24,91.34500122070312,91.43674707712046,90.94466145023287,91.144831335468,2856500
2015-02-25,91.31160736083984,91.56181802376408,91.12811572339209,91.31994326197233,2652100
2015-02-26,91.25326538085938,91.3533471458407,90.9279805548115,91.2866217269957,1742000
2015-02-27,90.927978515625,91.31164648373642,90.88627990224666,91.20321608972344,1825400
2015-03-02,91.4867935180664,91.51181395809049,90.92797611662303,91.00304379998116,2681100
2015-03-03,91.1114501953125,91.42005041022077,90.69442597352088,91.30328413718188,2615700
2015-03-04,90.74446868896484,90.8779131243859,90.24403455710403,90.82787225651354,1949900
2015-03-05,90.8862533569336,90.99467735599295,90.60267359767073,90.9362942236865,1752500
2015-03-06,89.62687683105469,90.6277391369626,89.44338509014055,90.46926784012096,2799000
2015-03-09,89.9604721069336,90.11894335886808,89.67689230680269,89.7436177142788,1827900
2015-03-10,88.59263610839844,89.32659652595164,88.58429384135655,89.24319294538871,3543800
2015-03-11,88.52593231201172,88.8178480968951,88.39248782318796,88.76780720899706,3071300
2015-03-12,89.63519287109375,89.66855557452344,88.75943940509846,88.80114437520683,3907600
2015-03-13,89.13478088378906,89.57682564702655,88.55094301496021,89.5518052058299,2073000
2015-03-16,90.25241088867188,90.2690954264498,89.46006715296214,89.54347075199158,2706600
2015-03-17,90.07723999023438,90.23571124498697,89.63519529359311,89.91043283186283,1754000
2015-03-18,91.1114501953125,91.43672857924719,89.53509914600296,89.81033665957374,3662900
2015-03-19,90.78616333007812,91.07807898540439,90.55263080581712,90.93629229042935,3901300
2015-03-20,91.54515838623047,91.76200639866312,91.21988000429688,91.319961744409,1741100
2015-03-23,91.3866958618164,91.8203982913266,91.3866958618164,91.5118044121722,2084200
2015-03-24,90.90296936035156,91.52850590826012,90.86127074179642,91.3616987074659,3398600
2015-03-25,89.48513793945312,91.12752755394497,89.48513793945312,91.03535207209887,2817000
2015-03-26,89.30916595458984,89.76166201906645,88.8063946806437,89.14995260049152,3164500
2015-03-27,89.55218505859375,89.6359792162612,89.17510175946352,89.32593380049872,3298000
2015-03-30,90.6917495727539,90.82581886667931,90.09679670301539,90.15545321781038,1885800
2015-03-31,89.87061309814453,91.06050686076792,89.66112448952414,90.27283403965305,2077100
2015-04-01,89.7030029296875,90.00466696410552,89.1499500688933,89.94600403061212,11026400
2015-04-02,89.9879150390625,90.24767883572513,89.53541893343188,89.68625096864209,2041200
2015-04-06,90.60799407958984,90.84262664839956,89.48513841202042,89.88735288666948,2186600
2015-04-07,90.30632781982422,90.95155618038385,90.30632781982422,90.60799186497975,1983900
2015-04-08,90.6917495727539,90.85933778843082,90.26439131177294,90.49901737095287,2454300
2015-04-09,91.01021575927734,91.09400990948649,90.28119322698166,90.66665143241082,2214200
2015-04-10,91.43758392333984,91.4627215317573,91.03536300940685,91.22809532908161,2406100
2015-04-13,91.07725524902344,91.69733964324914,91.05211764282407,91.37053797648937,3524800
2015-04-14,91.21131134033203,91.3202494754556,90.63312730263011,91.05210439320865,1460800
2015-04-15,91.67216491699219,91.9151723336604,91.40401990430338,91.53808921410709,1512400
2015-04-16,91.63027954101562,91.86490566608309,91.38727208488649,91.52972914060524,1490200
2015-04-17,90.56608581542969,91.16941382465144,90.17224634312755,91.08561329541736,2657000
2015-04-20,91.30351257324219,91.48786356800517,91.01861113994292,91.06050502497142,2005000
2015-04-21,91.2783432006836,91.77273306634274,91.12751120228066,91.71407653324619,3909900
2015-04-22,91.66382598876953,91.75600147887084,90.9431847351143,91.4040621856209,1469300
2015-04-23,91.9487075805664,92.24199024133442,91.42079239810145,91.45431132977244,2340700
2015-04-24,92.04927062988281,92.17496504264857,91.85654473764762,92.1079271700957,1775100
2015-04-27,91.57161712646484,92.40957117248752,91.47944166995579,92.33415837702485,1827800
2015-04-28,91.81464385986328,91.88168173197136,90.91803309793875,91.7895062560936,2595000
2015-04-29,91.41241455078125,91.72245988574232,91.02695641149823,91.34538307796711,2432000
