Date,Close_XLU,High_XLU,Low_XLU,Open_XLU,Volume_XLU
2015-03-05,31.58872413635254,31.729966456768594,31.41923550703183,31.41923550703183,11557900
2015-03-06,30.642396926879883,31.1579289859788,30.52234273368006,31.080245593215356,26797000
2015-03-09,30.698896408081055,30.85426050716932,30.635337510371816,30.72008180932657,13030100
2015-03-10,30.642396926879883,31.00962579650635,30.55765263203456,30.614147930607256,13622000
2015-03-11,30.44466781616211,30.81895769206599,30.37404530582051,30.53647573261953,9988200
2015-03-12,31.023746490478516,31.15086426414546,30.60708327545291,30.64945676466597,17079000
2015-03-13,30.70595359802246,30.981374556805346,30.423471737669,30.981374556805346,13984100
2015-03-16,31.235605239868164,31.461591770455005,30.88250094907973,30.931935334272353,12807900
2015-03-17,31.186185836791992,31.369798970863677,31.080253421075824,31.15087592954435,9188400
2015-03-18,32.02656936645508,32.22430967077853,31.08731302331704,31.17912092553961,23726500
2015-03-19,31.729957580566406,32.23842871423418,31.64521328961259,31.850011768253278,13161500
2015-03-20,32.0153694152832,32.10790014588453,31.680837115159118,31.986898003531522,13879200
2015-03-23,32.036720275878906,32.186193823728644,31.922837348821055,31.994015875221685,10260200
2015-03-24,31.680850982666016,32.186209259324976,31.602558638853264,32.0225026428692,10629300
2015-03-25,31.310731887817383,31.894382481431727,31.282260464913186,31.752028082095084,14157900
2015-03-26,31.047361373901367,31.43883376011243,30.954833363738302,31.232422824593726,12700100
2015-03-27,31.2324275970459,31.417486360832932,31.01177820756054,31.104308947045823,6778400
2015-03-30,31.616796493530273,31.737798707440348,31.22532385358097,31.403266209483824,8477500
2015-03-31,31.62390899658203,31.91573428971989,31.389023833352287,31.52426173285461,10209700
2015-04-01,31.652385711669922,31.737797278405765,31.154146594538805,31.531383503208126,17289700
2015-04-02,31.70932388305664,31.85167829557097,31.56696947054231,31.602560110059333,11268600
2015-04-06,32.15061950683594,32.3427975527983,31.80897055240881,31.844561191249067,12495100
2015-04-07,31.780494689941406,32.157731483121744,31.759139768406577,32.143495773826494,6920000
2015-04-08,31.687971115112305,31.823206311274916,31.52426449390981,31.780501888899636,8958000
2015-04-09,31.552734375,31.687969564545234,31.360556338161356,31.67373385272188,11409100
2015-04-10,31.787607192993164,31.9157258453688,31.524253392080386,31.666607751962605,9270700
2015-04-13,31.47443962097168,31.787617138551184,31.44596819705052,31.723557792320783,8476400
2015-04-14,31.63101577758789,31.737782221745395,31.46019272515605,31.552723462413653,11025600
2015-04-15,31.70932388305664,31.986913494108062,31.66661945993155,31.716443097033878,9681100
2015-04-16,31.50290870666504,31.638146614316575,31.239554820204127,31.6025586915815,13567900
2015-04-17,31.389026641845703,31.64526403731947,31.28226287052133,31.367674430617736,8500500
2015-04-20,31.858781814575195,32.10790261377553,31.495780789981563,31.51713299284487,9269400
2015-04-21,31.574071884155273,32.10077940046059,31.46018895777711,31.858777842509102,11699100
2015-04-22,31.638134002685547,31.723545526239775,31.438836827481172,31.66660541559808,8748300
2015-04-23,31.816089630126953,31.972677036579107,31.531380811730195,31.531380811730195,9218200
2015-04-24,32.13637161254883,32.35701826604321,31.73777999289401,31.81607501775328,14541200
2015-04-27,31.752023696899414,32.271614874811995,31.652376445681103,32.221791249202845,10506600
2015-04-28,31.979787826538086,31.986904323290403,31.502901088618767,31.61678404294246,9747800
2015-04-29,31.84455680847168,31.95132056474493,31.581200236259193,31.744906834692163,13331000
2015-04-30,31.47443962097168,31.78050064016311,31.232437948010656,31.773381426590603,17588200
2015-05-01,31.652385711669922,31.666621425323356,31.275146087815852,31.403264795511987,12507400
2015-05-04,31.887264251708984,32.12926592349077,31.60967465779137,31.65949829181841,13323100
2015-05-05,31.175477981567383,31.837423290742787,31.090066471888186,31.837423290742787,18621200
2015-05-06,31.00466537475586,31.317842825545124,30.69860442083696,31.168371954612784,16976100
2015-05-07,31.11855125427246,31.332081477832713,31.033136992701078,31.11143204154946,12687000
2015-05-08,31.339197158813477,31.68796526318238,31.2110784849787,31.517139459674667,14383200
2015-05-11,31.12565803527832,31.59542546653667,31.097186623642482,31.332071696863284,12639300
2015-05-12,31.0900821685791,31.125670089314404,30.776904664850388,30.961963481784558,13535200
2015-05-13,30.784008026123047,31.296482554607284,30.677241594294443,31.196835332998273,13979600
2015-05-14,31.1398983001709,31.225309832399944,30.91213240410434,30.940603819908574,12242700
2015-05-15,31.54561424255371,31.609673586300506,31.1754938914816,31.225317523819736,17791700
2015-05-18,31.666610717773438,31.723550837949038,31.389018468171948,31.389018468171948,10243600
2015-05-19,31.737791061401367,31.816086113565927,31.41749435490282,31.52426082879708,12908000
2015-05-20,31.787607192993164,32.01537308273128,31.666607751962605,31.737783574311923,9068700
2015-05-21,31.773374557495117,31.90149322225791,31.62390368699981,31.865905307642432,8062600
2015-05-22,31.723548889160156,31.816079633343126,31.52425440801254,31.6594895609079,8923900
2015-05-26,31.524253845214844,31.709312615093285,31.317840156177787,31.67372470340708,10563900
2015-05-27,31.652385711669922,31.7093258510989,31.488679077432582,31.55273843128065,7637800
2015-05-28,31.723548889160156,31.80184392537777,31.52425440801254,31.638137356551702,9986900
2015-05-29,31.673725128173828,31.81607949201134,31.55272568378132,31.65948942027171,9160500
2015-06-01,31.71643829345703,31.908616313967585,31.616788319160165,31.75914271011437,8839100
2015-06-02,31.296493530273438,31.574083092158553,31.075844094198146,31.545611671661593,12151300
2015-06-03,30.83384132385254,31.303608884153405,30.66301823747986,31.175490211781895,23362500
2015-06-04,30.791126251220703,31.004659126875676,30.734186142180466,30.86942127693642,13300900
2015-06-05,30.40677833557129,30.534896997168204,30.285776170648077,30.3925426270401,15918800
2015-06-08,30.22883415222168,30.43524512499425,30.207479233174887,30.43524512499425,7917700
2015-06-09,30.15765380859375,30.34271528160768,30.15765380859375,30.179008726362092,10268400
2015-06-10,30.307117462158203,30.534883265865126,30.299998253502174,30.42811685748514,11091000
2015-06-11,30.549123764038086,30.61318308178007,30.421007843737343,30.55624297444454,8976900
2015-06-12,30.278663635253906,30.520665281577006,30.271544422465038,30.42101802400587,8629300
2015-06-15,30.22883415222168,30.37118579822108,30.10071549867534,30.19324352553823,10076100
2015-06-16,30.371192932128906,30.371192932128906,30.043779725130236,30.171898408770453,8036800
2015-06-17,30.627429962158203,30.677253592449187,30.29290026094505,30.385428308523043,18291900
2015-06-18,31.03313636779785,31.111431415069635,30.66301876917786,30.66301876917786,20717000
2015-06-19,30.73363494873047,31.114303064123572,30.719269752316247,31.092756639442772,13375500
2015-06-22,30.690528869628906,30.855724462107865,30.61870565198766,30.783901244466623,10273800
2015-06-23,30.273950576782227,30.64025338630546,30.230855000417037,30.5756113916978,16276900
2015-06-24,30.03692626953125,30.374501403817934,30.022561078723307,30.309859415122187,12229900
2015-06-25,29.835830688476562,30.13031036493503,29.82864672033698,30.058484382944513,11687300
2015-06-26,30.01538848876953,30.065665301122113,29.670632029831484,29.771185654536648,8770700
2015-06-29,29.857376098632812,30.35296302806345,29.8358296747083,29.965113698017326,16171500
2015-06-30,29.778362274169922,30.029749036914087,29.713720276879176,30.001018651478123,11108700
2015-07-01,29.95793342590332,29.96511739468506,29.735279711532915,29.814284188962905,11251800
2015-07-02,30.3314151763916,30.424787575470933,30.09439630473588,30.159038313347594,9575400
2015-07-06,30.453506469726562,30.532510903867035,30.180573343078276,30.288308156840632,13998200
2015-07-07,31.207670211791992,31.329770250915093,30.554068954435028,30.554068954435028,26118300
2015-07-08,31.04248046875,31.29386456153415,30.98501968189584,31.09993851572304,15496800
2015-07-09,30.697725296020508,31.207677471959435,30.59716891467314,31.135851485282746,15576000
2015-07-10,30.862924575805664,31.085578310917803,30.61153770277118,30.71209135603235,12405100
2015-07-13,30.87727928161621,31.078386519795078,30.6905344976953,30.949102512428485,8584700
2015-07-14,30.83417510986328,31.04964748215756,30.740802743913147,30.84135633499182,6821200
2015-07-15,30.985021591186523,30.99220555992653,30.668995463658536,30.798279502165734,9900800
2015-07-16,31.444686889648438,31.494963695210146,30.941918834031362,30.985011673152588,12592700
2015-07-17,31.135847091674805,31.487787527024857,31.121484636247406,31.4446919411001,10492300
2015-07-20,30.97783660888672,31.150213479422682,30.81982219432796,31.006564260722076,9812500
2015-07-21,30.697725296020508,30.992204991691843,30.568441259883702,30.92037900501515,10284800
2015-07-22,30.83417510986328,30.99218946148969,30.66897953310834,30.747986708921545,8252200
2015-07-23,30.374507904052734,30.826999181877454,30.22367747811116,30.805452760994537,13947300
2015-07-24,30.403228759765625,30.510963570283657,30.29549120936787,30.388863570387276,8589100
2015-07-27,30.79108428955078,30.927552246964446,30.317043901421865,30.40323505554006,11952800
2015-07-28,30.934743881225586,30.96347427559802,30.6761758116361,30.791094649244627,8742600
2015-07-29,31.049654006958008,31.078384393269303,30.704897590863787,30.934735201593266,13500800
2015-07-30,31.27949333190918,31.380046949628948,30.891641315092414,31.020925320698,11315400
2015-07-31,31.595516204833984,31.84690020207928,31.530874214130897,31.56678582232593,12054200
2015-08-03,31.760711669921875,31.940272450073163,31.602697306627114,31.63860891468136,13197300
2015-08-04,31.250768661499023,31.7248091888206,31.18612664686967,31.681716338988426,12033600
2015-08-05,31.32976722717285,31.55242360276052,31.236397585047996,31.37286280499379,11156600
2015-08-06,31.494956970214844,31.52368735008125,31.049647041804832,31.408768570495447,17145100
2015-08-07,31.88282585144043,32.01929385851403,31.30105041877938,31.466246081132596,21163300
2015-08-10,31.753541946411133,32.0408404194637,31.688899926968368,31.890009954057682,12089500
2015-08-11,31.911548614501953,32.15575143520242,31.67452702093357,31.875636999080246,15122300
2015-08-12,32.47896194458008,32.53641998214698,31.803811508974423,31.875637480783894,23459800
2015-08-13,32.486141204833984,32.579513592592406,32.10547316687502,32.349675976479766,10778900
2015-08-14,32.730342864990234,32.75188928453145,32.285032841895784,32.356856066953455,10334300
2015-08-17,32.888362884521484,33.032012099136445,32.67289043253948,32.83808607038838,9159700
2015-08-18,32.809356689453125,32.8668147331393,32.672891438302614,32.780626297669556,11741300
2015-08-19,32.94581604003906,33.04636965339154,32.55796677994815,32.73034362001512,9245600
2015-08-20,32.75189208984375,33.139744114089005,32.63697327598004,32.809352866715926,12776000
2015-08-21,32.35685348510742,32.78780102070812,32.335307067285456,32.64415184217456,18747400
2015-08-24,31.143022537231445,32.01209606645933,30.992192137589605,31.717616492924257,35100500
2015-08-25,30.187763214111328,31.73198731257075,30.15903556614137,31.530880077378114,28632700
2015-08-26,30.726444244384766,30.79827021070937,30.144668986498058,30.396053018933,21869900
2015-08-27,31.085580825805664,31.099946025988228,30.661817010006256,30.898838703195892,17045500
2015-08-28,30.99219512939453,31.135841577274444,30.56843153243591,31.042471934128574,9680700
2015-08-31,30.496614456176758,30.94910857053287,30.24523035924623,30.94910857053287,12078400
2015-09-01,29.67062759399414,30.223675187071255,29.50543198669272,30.166214415898395,19406200
2015-09-02,29.692182540893555,29.972297031109722,29.440798444515238,29.878924621077278,9121700
2015-09-03,29.82863998413086,29.97947314230774,29.627532759735608,29.627532759735608,8585200
2015-09-04,29.41924285888672,29.656264446500852,29.30432404849578,29.591622444413414,13429600
2015-09-08,30.044113159179688,30.044113159179688,29.663442415417084,29.692172799829404,11206900
2015-09-09,29.67062759399414,30.202126027941244,29.613166822821277,30.115937611062325,11542500
2015-09-10,29.62035369873047,29.91483333021684,29.53416253350472,29.656265314300878,6766400
2015-09-11,29.843013763427734,29.85737896071476,29.44798042761885,29.584445692023742,7477900
2015-09-14,29.91483497619629,30.115942226360445,29.850192968660554,29.950746593742632,8372600
2015-09-15,30.07284164428711,30.144667607325545,29.76399685292269,29.95074161694228,6579100
2015-09-16,30.374507904052734,30.46787755446576,30.05847911840687,30.15903547558183,8619800
2015-09-17,30.79108428955078,31.186117489678164,30.2883135167158,30.2883135167158,22723100
2015-09-18,30.617816925048828,30.973080525496133,30.54531550410134,30.661319437068475,14358700
2015-09-21,30.741064071655273,30.900567706330765,30.596058504517522,30.596058504517522,8770900
2015-09-22,30.356788635253906,30.733801875981413,30.269786430701473,30.603297186277654,10972200
2015-09-23,30.436561584472656,30.50906577350072,30.255305260530527,30.364060161196612,5266500
2015-09-24,30.683063507080078,30.74106684546937,30.32780273957556,30.42930581600542,11326000
2015-09-25,30.980327606201172,31.28483963961788,30.596065121075842,30.74107071957181,9505000
2015-09-28,30.828065872192383,31.168828535312276,30.77006253985235,30.98032047095829,9507000
2015-09-29,30.8353214263916,31.016577729656543,30.712068467732255,30.88607297004565,8681400
2015-09-30,31.386333465576172,31.42258416306331,30.893316235648477,30.90056526884553,9638000
2015-10-01,31.016572952270508,31.502341208390067,30.784565141086954,31.458838706636424,15646000
2015-10-02,31.429840087890625,31.429840087890625,30.965824420508163,31.248583794959877,13198400
2015-10-05,31.835865020751953,31.886616577200638,31.40085088954826,31.516854842252737,12011200
2015-10-06,31.618345260620117,31.8648539068648,31.42258815044776,31.77059986883708,11521900
2015-10-07,31.50958824157715,31.719846171407887,31.458836708962984,31.65459380579666,9528400
2015-10-08,31.901103973388672,31.95185550844987,31.393585857025425,31.487839893175323,10530400
2015-10-09,31.748849868774414,31.922854344370204,31.64734679705166,31.893855442271754,13095100
2015-10-12,32.031612396240234,32.220117724476935,31.75610205581594,31.864856938174665,7493000
2015-10-13,31.9591064453125,32.14036271299485,31.893854078316807,32.00260617947552,9573400
2015-10-14,31.951847076416016,32.191106620636866,31.908344586807544,32.10410164141992,7845500
2015-10-15,32.423126220703125,32.48112679563517,31.922857087437738,32.07511447385632,8284100
2015-10-16,32.46662521362305,32.6696341355941,32.365122135513246,32.452124378785726,9408700
2015-10-19,32.48837661743164,32.50287745171938,32.162114760335996,32.43762508030024,10216200
2015-10-20,32.59712219238281,32.73487870762949,32.365114421784064,32.38686428598058,9763100
2015-10-21,32.53187561035156,32.865389259837364,32.51012574229318,32.69138201811646,8411000
2015-10-22,32.90888595581055,33.00313998494176,32.55362523683685,32.66962913201718,13110000
2015-10-23,32.328861236572266,32.894379788137485,32.307111374050706,32.87987895787292,12585200
2015-10-26,32.212867736816406,32.423125694756365,31.959110039820914,32.40137305947713,11113500
2015-10-27,32.09686279296875,32.256369206390424,31.995359717428187,32.18386503403904,8496200
2015-10-28,31.756103515625,32.22737100650795,31.400842712991604,32.10411528311864,17421100
2015-10-29,31.574840545654297,31.698096243013563,31.15432745256343,31.596593177983046,16289800
2015-10-30,31.71983528137207,31.84308817090533,31.495076595708294,31.611080454107306,11631700
2015-11-02,31.756103515625,31.82135589488954,31.509594834598047,31.6981029372519,17436800
2015-11-03,31.85035514831543,31.88660585276479,31.553094946628335,31.64009719045709,12433200
2015-11-04,32.01712417602539,32.11862729781954,31.814117932437078,31.814117932437078,10718900
2015-11-05,31.741600036621094,32.046112036417554,31.741600036621097,31.951857992938717,13762900
2015-11-06,30.632320404052734,31.299342384698285,30.371310840929805,31.226840957498435,32359000
2015-11-09,30.712064743041992,30.857070321218337,30.429305386761374,30.494557758653162,13333300
2015-11-10,30.98757553100586,31.081826807349213,30.668562701070186,30.726566039513546,8504600
2015-11-11,31.25583839416504,31.313838974905483,31.009329703076624,31.07458208500449,10973400
2015-11-12,30.95858383178711,31.473351180367967,30.936831189989856,31.176090889493583,8839600
2015-11-13,30.842559814453125,31.212321295380058,30.7483058033343,30.99481437920242,9516400
2015-11-16,31.364587783813477,31.371839584368217,30.79181999880851,30.90057211536571,9175600
2015-11-17,30.799068450927734,31.538594445682183,30.71206620617765,31.350089121098417,13494000
2015-11-18,30.99481773376465,31.060070092255234,30.545303022913252,30.820810522539478,15462500
2015-11-19,31.328344345092773,31.393596736463397,31.03833586791948,31.067334779610274,12364800
2015-11-20,31.45882797241211,31.683586672821313,31.321074245822786,31.37907479595238,12520000
2015-11-23,31.16883087158203,31.53134342862613,31.118076569104645,31.495089960320662,11897000
2015-11-24,31.125322341918945,31.168824836010835,30.87881374023315,31.03106832092858,8791700
2015-11-25,30.93681526184082,31.118071510899888,30.820811373073056,31.118071510899888,7678200
2015-11-27,30.99481773376465,31.13982328216049,30.951315239520657,31.023819396593975,3980300
2015-11-30,31.04557228088379,31.27033104104891,30.980319916045598,31.03107144805852,11373000
2015-12-01,31.292085647583008,31.357338022305726,30.994825444013173,31.11807839307193,12551500
2015-12-02,30.596057891845703,31.24857878227244,30.588806092470897,31.16882834940723,12566100
2015-12-03,30.364051818847656,30.55255712702584,30.262548747847774,30.54530809299067,14879200
2015-12-04,30.791820526123047,30.835320267190248,30.378556391475072,30.472807674288404,10961500
2015-12-07,30.929574966430664,30.944075802341988,30.57431140098236,30.719316994343945,13515100
2015-12-08,30.886062622070312,30.929565115949565,30.63955402158944,30.80631219858451,10637900
2015-12-09,30.89331817626953,31.219580005650386,30.646809545820787,30.74831261146125,10675800
2015-12-10,30.385791778564453,30.90781056291786,30.356790120378076,30.8498072465451,9683600
2015-12-11,30.29880142211914,30.545310081632547,30.088543466644175,30.313302256884803,14352700
2015-12-14,30.451038360595703,30.45828739089449,30.095775029458828,30.414787677602103,16404600
2015-12-15,30.69032096862793,30.87882632166348,30.480062976808032,30.49456381408029,10110900
2015-12-16,31.466083526611328,31.516835051190487,30.7120569246486,30.806310941331606,18300500
2015-12-17,31.531347274780273,31.705351774565553,31.292087630385947,31.52409547393409,13161700
2015-12-18,31.13943862915039,31.527676312063,30.897708368415515,31.491050853690247,18407200
2015-12-21,31.11746597290039,31.337221532027595,30.956310592180117,31.212694406448144,9031500
2015-12-22,31.381175994873047,31.461753690967598,30.919687331822985,31.20536985845368,8125800
2015-12-23,31.864635467529297,31.937886385349476,31.388496118667934,31.43244834596608,8581700
2015-12-24,31.84266471862793,31.93789036479054,31.754760253078796,31.754760253078796,2715800
2015-12-28,31.901262283325195,31.945214512492804,31.652205240062457,31.652205240062457,5036500
2015-12-29,32.077064514160156,32.18694088223403,31.996486834300075,32.05508700507084,9223900
2015-12-30,32.04776382446289,32.18694167853699,31.981836884250267,32.099040023034576,7831500
2015-12-31,31.703479766845703,32.08439068312205,31.41779727822429,31.996489023779315,10431700
2016-01-04,31.637554168701172,31.64488093732483,31.25664323623187,31.520351019813962,14846700
2016-01-05,31.864635467529297,31.94521315373753,31.176067339252054,31.622902408904586,10948000
2016-01-06,31.806032180786133,31.93788606702298,31.549651176627467,31.674181088892656,12718800
2016-01-07,31.593608856201172,31.75476146048122,31.403151967946773,31.461754947207776,12273700
2016-01-08,31.57895851135254,31.835339563007004,31.520355531349296,31.61558397668262,11680800
2016-01-11,31.747446060180664,31.893950753560002,31.586290618028936,31.60094136680133,16389600
2016-01-12,31.622901916503906,31.864634971364584,31.373847682055963,31.769406544206436,14360100
2016-01-13,31.608247756958008,31.87927944862109,31.513019348514245,31.7401016165439,17478900
2016-01-14,32.08439636230469,32.26752648171777,31.498380539051567,31.60093295882788,23083000
2016-01-15,31.798707962036133,31.996488789868938,31.417797048544436,31.762082503773023,18939100
2016-01-19,32.27484893798828,32.36275060114276,31.842661802158833,31.96718892543238,17884600
2016-01-20,31.54966163635254,32.19428053896193,31.095499652269332,32.14300432113048,19900100
2016-01-21,31.520349502563477,31.762082557325595,31.24199378381985,31.644879414080027,14087900
2016-01-22,32.08439636230469,32.10637387678808,31.55698351854881,31.710812148213282,15060500
2016-01-25,31.813369750976562,32.15032855495095,31.696166567231373,32.06975084218657,13521400
2016-01-26,32.03311538696289,32.348099369041854,31.88661075435862,31.88661075435862,11459600
2016-01-27,32.10636901855469,32.34077531238632,31.835334470907817,31.974515128981466,13731900
2016-01-28,32.619140625,32.8315722644404,31.886620042938688,32.06242621214488,15563900
2016-01-29,33.27107620239258,33.300377689894304,32.8315650672413,32.8315650672413,17940400
2016-02-01,33.586055755615234,33.73988714743835,33.095268479557674,33.11724319509957,29610900
2016-02-02,33.73256301879883,33.76918847901555,33.30037588181719,33.461531259982934,15970100
2016-02-03,34.15009307861328,34.303924453940205,33.84243591664539,33.849759889592875,32952400
2016-02-04,34.00359344482422,34.30392947212253,33.91569178488076,34.12079938387335,27602600
2016-02-05,34.11347579956055,34.24532969895428,33.5054853028838,33.805818563870936,27386300
2016-02-08,33.996273040771484,34.4284602061975,33.68128903235878,34.04022527253036,29012400
2016-02-09,34.11347579956055,34.24532969895428,33.79849179482481,33.879069488270275,22620900
2016-02-10,34.076847076416016,34.2599771642336,33.490831354268444,34.032894849376184,25920600
2016-02-11,33.47618865966797,34.142782227800716,33.46153791379929,33.86442364498386,25390000
2016-02-12,33.373626708984375,33.6446584443496,33.102592179275895,33.454201596752114,21018700
2016-02-16,33.586055755615234,33.65930946466036,33.23444633522848,33.54210632453144,14638600
2016-02-17,33.52013397216797,33.695940106583116,33.30037839990682,33.695940106583116,19080300
2016-02-18,34.06952667236328,34.18672983868671,33.424910654756395,33.45420935057932,18884300
2016-02-19,33.84244155883789,34.01824488231709,33.62268600731717,33.923019246408955,17020100
2016-02-22,34.23800277709961,34.23800277709961,33.835114344552274,34.025571202546175,12436600
2016-02-23,34.26730728149414,34.347884981674355,33.97430076506341,34.128129395765335,11788800
2016-02-24,34.4284553527832,34.49438229395588,34.1207981568729,34.26729998672926,16750900
2016-02-25,34.780059814453125,34.780059814453125,34.43577441583219,34.53832959418739,12161900
2016-02-26,33.82045364379883,34.66285292555678,33.813129671883296,34.582275262773,32953600
2016-02-29,33.915687561035156,34.23799826459305,33.739884263042704,33.76918294981275,20137800
2016-03-01,33.747215270996094,34.17207845267251,33.53478368015789,34.09150075998604,23641700
2016-03-02,33.92301559448242,33.937666335585725,33.02201597420269,33.6593078433092,30224200
2016-03-03,34.12812805175781,34.12812805175781,33.520134733864374,33.97429942711385,21274100
2016-03-04,34.509037017822266,34.61891340289322,33.82779281187664,33.90837050420151,22128400
2016-03-07,34.699493408203125,34.77274713081029,34.34055994763131,34.450436340026364,18492800
2016-03-08,35.043785095214844,35.073086589422225,34.58229634165363,34.765426488933315,16374800
2016-03-09,35.204925537109375,35.314801902111334,34.941217790155704,34.97051927189347,14256600
2016-03-10,35.23423385620117,35.351437020848,34.89727510713451,35.19028441592352,19471400
2016-03-11,35.270870208740234,35.490625843584745,35.1976164675624,35.402724148515844,15695400
2016-03-14,35.3148078918457,35.38073483976597,35.1170270480849,35.263531687279226,11724800
2016-03-15,35.380733489990234,35.497936638005676,35.234228856385066,35.278181084769656,13737000
2016-03-16,35.92279815673828,35.92279815673828,35.014471705311244,35.24887799064532,27868200
2016-03-17,36.120574951171875,36.201149832355554,35.65175963850225,35.78361350857448,17534900
2016-03-18,35.890316009521484,36.229808342303656,35.875555106093415,36.11910297427038,16990700
2016-03-21,35.85342025756836,36.030545493186345,35.50654601606376,35.77961572993181,15743200
2016-03-22,35.73533630371094,36.00102699695646,35.69105639840676,35.809140838143094,11457400
2016-03-23,36.00102233886719,36.14124952846706,35.5729673559662,35.73533167999876,15239600
2016-03-24,36.096961975097656,36.14862372791347,35.882933104658235,35.98625661028985,15073500
2016-03-28,35.964111328125,36.347886303076095,35.890309639438,36.15600022327753,11244600
2016-03-29,36.4954948425293,36.52501664604398,35.9345918371668,36.0748189961845,17553600
2016-03-30,36.40694808959961,36.57669431064188,36.274102731330814,36.495510723327016,14516900
2016-03-31,36.6209716796875,36.65787253990142,36.32576198262098,36.458607331675225,14703400
2016-04-01,36.76119613647461,36.812857899975505,36.35527825846045,36.473362691513216,17872600
2016-04-04,36.606204986572266,36.812854838746546,36.4216978993106,36.76857212427604,15286100
2016-04-05,35.91982650756836,36.58405292799885,35.89030752304662,36.52501214360158,18658400
2016-04-06,35.87554931640625,35.92721106238995,35.65414143142552,35.86816745820629,20294500
2016-04-07,35.86079025268555,36.09695905081229,35.76484579864839,35.82388940585715,15280200
2016-04-08,36.052677154541016,36.28884595796812,35.93459275282746,35.971496415838246,16436900
2016-04-11,35.89768981933594,36.2814648064443,35.86816801678436,36.05267505970065,11125000
2016-04-12,36.148624420166016,36.19290713000804,35.8460329412983,35.90507655442099,13427200
2016-04-13,35.927207946777344,36.25193929556473,35.73531906517508,36.25193929556473,13320500
2016-04-14,35.882930755615234,36.00839701520751,35.7648463547159,35.83865086487435,12090800
2016-04-15,36.08220291137695,36.16338647432706,35.831273178328665,35.956739452530066,10962900
