Date,Close_XLK,High_XLK,Low_XLK,Open_XLK,Volume_XLK
2015-04-08,36.893394470214844,37.00810482163467,36.70808666001434,36.77868075268341,7203500
2015-04-09,36.9904670715332,37.052238603664726,36.69927476974576,36.89340521501245,7290100
2015-04-10,37.13164138793945,37.166935065219754,36.91103991590876,37.025750257764564,4316300
2015-04-13,37.025753021240234,37.36106822626484,37.0169304427895,37.20223488525906,3887200
2015-04-14,36.91105270385742,37.087531249734454,36.7345707918679,37.0434116132652,5851300
2015-04-15,37.23754119873047,37.31695788899809,36.97282001987588,37.00811370857406,12583100
2015-04-16,37.10517883300781,37.219892577797765,36.99929103495454,37.087530305646865,9114300
2015-04-17,36.59339141845703,36.875761173504046,36.47867765355887,36.79634446951501,10159400
2015-04-20,37.21988296508789,37.26400258903936,36.74338294774432,36.761031470547216,4845800
2015-04-21,37.20223617553711,37.449308774065685,37.15811654953011,37.440486195308964,5001400
2015-04-22,37.58168411254883,37.61698117209744,37.14048096652976,37.26401730883704,6095100
2015-04-23,37.7316780090332,37.88168877515778,37.40518874080206,37.493431357967005,5899800
2015-04-24,38.05816650390625,38.102286124634134,37.846387611856585,38.03169203858048,6228800
2015-04-27,38.16407775878906,38.32291118406847,38.084661046149364,38.19937482354301,9250700
2015-04-28,38.2876091003418,38.428793974736855,37.89935153728362,38.199369816137235,9149800
2015-04-29,38.1022834777832,38.33170750929759,37.86403350306957,38.1022834777832,8571100
2015-04-30,37.57284927368164,38.022874854723824,37.422838502593066,37.90816113166924,8652600
2015-05-01,38.03170394897461,38.04935247601501,37.69639203354396,37.80227982967404,10548400
2015-05-04,38.06699752807617,38.261127941686915,38.04934900264683,38.119943104364204,7698800
2015-05-05,37.47578430175781,38.03169766415919,37.449309832515986,37.969929512781256,8104900
2015-05-06,37.158119201660156,37.68756148375609,36.93751768976819,37.616970750328875,9873900
2015-05-07,37.43165969848633,37.56402194066727,37.140467478244574,37.219884150330806,5640300
2015-05-08,37.96992874145508,37.996403210159094,37.74932724355472,37.81109539367788,9819200
2015-05-11,37.775814056396484,37.987589678560944,37.74051699733147,37.943470037786085,6046500
2015-05-12,37.57284927368164,37.74050520267544,37.24635662853488,37.57284927368164,7650500
2015-05-13,37.7316780090332,37.95227950277807,37.652261336640585,37.7316780090332,9306500
2015-05-14,38.34053039550781,38.35817891438807,37.99639269261968,38.03168636426941,6976200
2015-05-15,38.21700668334961,38.45525671732964,38.12876405996151,38.4199596679744,8468200
2015-05-18,38.402313232421875,38.47290396886067,38.111117608567646,38.1640631854808,3393300
2015-05-19,38.30524826049805,38.49055273166777,38.26112862918794,38.44643310035766,4565400
2015-05-20,38.33171844482422,38.53467143686277,38.19053360835774,38.33171844482422,11010900
2015-05-21,38.4993896484375,38.54350929232,38.234668419029404,38.27878806291191,3713100
2015-05-22,38.472896575927734,38.56996176522715,38.375834752739756,38.375834752739756,3968500
2015-05-26,37.916988372802734,38.384662493847834,37.80227464582703,38.3581913899734,7924400
2015-05-27,38.631736755371094,38.65821122648752,38.03170035711643,38.058174828232865,12587100
2015-05-28,38.55230712890625,38.62290120669616,38.437596801663986,38.508187513343,4664800
2015-05-29,38.26995086669922,38.569969069481395,38.172885659017915,38.55232054389278,7738400
2015-06-01,38.37583923339844,38.50819811653305,38.13758920442194,38.490549592226074,6936300
2015-06-02,38.29642868041992,38.47290721948384,38.0493526667282,38.23466051852508,5637800
2015-06-03,38.37583923339844,38.58761479285855,38.30524513617052,38.35819070909146,5657300
2015-06-04,38.02287673950195,38.38466308450453,37.934637481154766,38.164061572524616,8347300
2015-06-05,37.89932632446289,38.058159623256365,37.731667083452734,37.978742973859624,7727500
2015-06-08,37.47578430175781,37.899338782397244,37.40519020526201,37.890512837279374,8379500
2015-06-09,37.38754653930664,37.52873138453213,37.14047390169009,37.41402101198858,7706700
2015-06-10,37.96992874145508,38.04934541534368,37.47578354046976,37.47578354046976,8964800
2015-06-11,37.987571716308594,38.19935060444719,37.93462951885737,38.10228542097163,5644700
2015-06-12,37.652259826660156,37.86403873325133,37.616966147321236,37.802270586768806,6158800
2015-06-15,37.4228515625,37.475797153028054,37.140481811909616,37.40520303232398,9179100
2015-06-16,37.669918060302734,37.71404106154601,37.3434287209993,37.40519688340502,9173300
2015-06-17,37.68756103515625,37.837571811835396,37.46695952589013,37.696386980549555,11023900
2015-06-18,38.02287673950195,38.08464489356737,37.661090394499375,37.66991297388932,8963200
2015-06-19,37.70643615722656,38.03439433313395,37.70643615722656,37.94575808491773,13434800
2015-06-22,38.01667785644531,38.13190771883425,37.92804158153515,38.02554351269062,5438000
2015-06-23,38.04325485229492,38.1053042806942,37.95461860816335,38.096438627527455,3993300
2015-06-24,37.865997314453125,38.17622767265615,37.865997314453125,37.954633593580475,4846800
2015-06-25,37.77734375,38.0964396474259,37.76848147785198,38.069849449725766,4913800
2015-06-26,37.45825958251953,37.79508351097299,37.35189537715527,37.75076537384264,10174300
2015-06-29,36.660499572753906,37.28096324035469,36.651633922231845,37.05936931487262,13107400
2015-06-30,36.695960998535156,36.953007421470595,36.598459115479606,36.93527949898272,11382900
2015-07-01,36.944156646728516,37.10370461751025,36.78460867594678,37.02393063211938,8149500
2015-07-02,36.9973258972168,37.121417963243395,36.85550591014994,37.05050627908236,5160700
2015-07-06,36.84665298461914,37.01506322078212,36.64278689413037,36.74028880289812,7509000
2015-07-07,36.89983367919922,36.95301407498266,36.20845810270969,36.91756160487906,19659900
2015-07-08,36.2971076965332,36.678249750152716,36.27937976598613,36.5984757533194,16160000
2015-07-09,36.1552848815918,36.811201355625805,36.1552848815918,36.713699435666406,8993800
2015-07-10,36.7314338684082,36.85552939476459,36.52756771842303,36.61620738010617,6748300
2015-07-13,37.28983688354492,37.31642708071156,36.953013067324804,36.96187872055101,7071500
2015-07-14,37.43166732788086,37.529169252985675,37.28098499363301,37.29871292376633,6126400
2015-07-15,37.440528869628906,37.55575533094908,37.33416130051658,37.41393528672254,6538500
2015-07-16,37.91917037963867,37.93689830827944,37.6621238674892,37.733032200795606,5206600
2015-07-17,38.504173278808594,38.504173278808594,38.193943022802294,38.24712680151317,7775000
2015-07-20,38.70803451538086,38.83212998351237,38.50416846104847,38.63712620056149,9309500
2015-07-21,38.45100021362305,38.65486633233927,38.415544354388004,38.51304627665595,5975200
2015-07-22,37.83053207397461,38.01667024276194,37.670984106083615,37.69757430697996,8591300
2015-07-23,37.75076675415039,38.08759069491937,37.66213047664883,37.936904965658016,6322600
2015-07-24,37.546897888183594,37.99008600606818,37.52030768311276,37.936902214669516,9746100
2015-07-27,37.21006774902344,37.484845553412015,37.15688396651894,37.24552360402644,8653600
2015-07-28,37.546897888183594,37.61780622879149,37.112572044903615,37.36962196477836,7887500
2015-07-29,37.795082092285156,37.874856088628206,37.413940041008026,37.54689782866544,8376300
2015-07-30,37.865997314453125,37.928043386093734,37.458261639198334,37.635537578710334,6808200
2015-07-31,37.74189758300781,37.9723538911591,37.67098586895718,37.910307831993116,10912000
2015-08-03,37.53802490234375,37.786212499150764,37.3075686137976,37.724166445263094,9198300
2015-08-04,37.31645202636719,37.53804616757188,37.183497570399325,37.50259367473541,7382700
2015-08-05,37.67985153198242,37.94576710233543,37.47598540763353,37.55575940248805,10392800
2015-08-06,37.30757141113281,37.830533462581,37.17461363925782,37.67984776237224,6509900
2015-08-07,37.33416748046875,37.38735127382847,37.077120932372935,37.218941000075056,7912500
2015-08-10,37.91917037963867,37.96349189186891,37.50257589097895,37.50257589097895,5572000
2015-08-11,37.35190200805664,37.86600195755426,37.245537783810065,37.81281815480211,27344500
2015-08-12,37.52030563354492,37.591213970279405,36.73142798654735,37.07711753986973,10035700
2015-08-13,37.4139518737793,37.66213959714942,37.34304351085788,37.54690970348679,6643900
2015-08-14,37.600067138671875,37.63552298908107,37.28983690073141,37.31642709791031,5953000
2015-08-17,37.81280517578125,37.821667449235825,37.334161259076744,37.45825337498016,5591700
2015-08-18,37.61781692504883,37.77736496335376,37.57349877691034,37.72418453809076,4691900
2015-08-19,37.36961364746094,37.6887095623181,37.156881910470744,37.50257140573684,9227600
2015-08-20,36.45664978027344,37.13029412557375,36.45664978027344,36.97074615777117,13726900
2015-08-21,35.06503677368164,36.341417032699844,35.06503677368164,36.066639247639394,23666400
2015-08-24,33.68229675292969,35.10936302477862,27.761303263756226,32.804782797139765,36103900
2015-08-25,33.4163818359375,35.047314102058394,33.380925978112614,34.9852680414932,18605400
2015-08-26,35.10049057006836,35.15367435083969,33.78865440901596,34.08116013137376,34388400
2015-08-27,35.915958404541016,35.92482067739997,35.12708425109674,35.57913455454294,20105500
2015-08-28,35.98686981201172,36.04891587110518,35.67663951654442,35.75641350412981,13836100
2015-08-31,35.65892028808594,36.048924666291576,35.57028400525748,35.6943761537203,11050300
2015-09-01,34.51546859741211,35.20684394380051,34.34705843138742,34.905476070055556,21289000
2015-09-02,35.34868240356445,35.38413488040594,34.692762553774344,35.02958644319395,12685100
2015-09-03,35.37527847290039,35.827328904219016,35.26891426222377,35.54368875490982,11031100
2015-09-04,34.8345832824707,35.08277091272894,34.66617302511355,34.90549500004643,13780500
2015-09-08,35.809600830078125,35.83619103481667,35.410730852715126,35.49936712268159,9454600
2015-09-09,35.33980941772461,36.21732312671708,35.26003544417984,36.04004725425581,9652300
2015-09-10,35.69437789916992,35.898244064650356,35.26891763452498,35.28664556820905,14024400
2015-09-11,35.862770080566406,35.862770080566406,35.43731003085017,35.44617568384237,6859700
2015-09-14,35.77414321899414,36.04891767119836,35.68550357210827,36.01346519370081,7445400
2015-09-15,36.235050201416016,36.332552098043514,35.79186222129537,35.88936411792286,8806000
2015-09-16,36.38573455810547,36.421190410030185,36.14641262949782,36.19073413503179,7718100
2015-09-17,36.13755416870117,36.69597206101734,36.01346205513235,36.235056081149956,16782600
2015-09-18,35.66831970214844,36.04227448124753,35.58818604998418,35.71283764301721,18115100
2015-09-21,36.024471282958984,36.131318430658986,35.695034402138006,35.73065011803801,6960600
2015-09-22,35.41902542114258,35.58819841030188,35.196432242987576,35.44573891214277,12288200
2015-09-23,35.508056640625,35.64161047918947,35.31217360159522,35.54366895967458,5678200
2015-09-24,35.508056640625,35.60599816013989,34.92041092003724,35.10738833192844,11028200
2015-09-25,35.44572448730469,35.88200503690033,35.28545719253458,35.83748709868662,10828900
2015-09-28,34.63550567626953,35.34780328627832,34.617697811456445,35.29437969183907,12583300
2015-09-29,34.48412322998047,34.95601952311318,34.234820040627525,34.72452418964276,13103400
2015-09-30,35.16971969604492,35.22314327781765,34.80466704518656,34.90260858018551,12466800
2015-10-01,35.187522888183594,35.294366641051596,34.71562653289004,35.16971502995531,13518000
2015-10-02,35.686134338378906,35.686134338378906,34.65329889357181,34.777953906791225,14917000
2015-10-05,36.38951873779297,36.47855801496161,35.83748880535197,35.908720227086874,8568900
2015-10-06,36.434059143066406,36.514192843677385,36.255987271933755,36.2648895068891,9857900
2015-10-07,36.60319900512695,36.75456063772313,36.16691516461419,36.62990908229095,15218900
2015-10-08,36.77238082885742,36.843612253866965,36.28267666967132,36.460751835693884,15374800
2015-10-09,36.93266296386719,36.9593730607169,36.72787762951325,36.87923937366512,11376500
2015-10-12,36.977169036865234,37.0394948404801,36.8169017142837,37.01278475221704,6343700
2015-10-13,36.89704513549805,37.119638320574296,36.77239349529574,36.781299124740165,8951800
2015-10-14,36.8258056640625,37.04839878012042,36.727864149556794,36.790189950332895,12756100
2015-10-15,37.297706604003906,37.315514463074905,36.959364074658524,36.97717193372952,8421900
2015-10-16,37.36893844604492,37.39564853669053,37.14634529999319,37.39564853669053,7486300
2015-10-19,37.51140213012695,37.51140213012695,37.18196179154614,37.28880895911398,7092100
2015-10-20,37.413455963134766,37.52029972098305,37.2620908593897,37.36003238595971,5928900
2015-10-21,37.128536224365234,37.59153036056496,37.08401827591371,37.49358883607055,9417200
2015-10-22,37.965492248535156,38.045625929218836,37.3956542510078,37.3956542510078,14236000
2015-10-23,39.025028228759766,39.17638992314208,38.78462724665121,38.909278852966416,16691700
2015-10-26,38.87367630004883,38.98942571503358,38.731216787953244,38.98942571503358,8288100
2015-10-27,38.65107727050781,38.891478297754496,38.60655931653669,38.78463452892336,7679000
2015-10-28,39.22981643676758,39.22981643676758,38.71339871874505,38.82914810321593,14779600
2015-10-29,39.12296676635742,39.176390339561024,38.882565781693565,38.998315158717254,7609000
2015-10-30,38.864768981933594,39.194205923710975,38.85586335305996,39.18530029483734,9339500
2015-11-02,39.212005615234375,39.22981347276918,38.83804740000655,38.93598891819721,13743300
2015-11-03,39.41680145263672,39.55926095461735,39.016133041909185,39.08736449115072,6879000
2015-11-04,39.46131134033203,39.568155095842364,39.36336981590516,39.50582928875286,7298600
2015-11-05,39.34556198120117,39.692810130699336,39.265428315394175,39.496927081726284,6728800
2015-11-06,39.47911834716797,39.49692620545241,39.15858369105132,39.3010431608252,6868900
2015-11-09,39.09627151489258,39.36338268927513,38.90929403247508,39.36338268927513,10146200
2015-11-10,38.838050842285156,38.88256879181709,38.6777835067687,38.87366656051144,17273300
2015-11-11,38.820247650146484,39.12297449846011,38.757921834008584,38.92709481767052,8201100
2015-11-12,38.481910705566406,38.82024989949003,38.473005076172264,38.63327244024238,8034000
2015-11-13,37.72508239746094,38.40176740889163,37.71618016679809,38.34834383540976,15044900
2015-11-16,38.303829193115234,38.31273142454598,37.644951982678215,37.66275984204158,9079200
2015-11-17,38.31275177001953,38.60657651079394,38.23261805858139,38.38398324529952,9394400
2015-11-18,38.8914794921875,38.9270952150591,38.446293145799366,38.49081110113772,10166800
2015-11-19,39.069549560546875,39.2565269862251,38.91818445654415,38.9270900843394,9367500
2015-11-20,39.35447311401367,39.37228097518431,39.185300131143755,39.229821482321455,7288200
2015-11-23,39.12296676635742,39.39898346649035,38.980507300982715,39.38117560875582,7227100
2015-11-24,39.13188171386719,39.25653335119676,38.7401155434001,38.829154853280066,11303400
2015-11-25,39.00722885131836,39.14968834614926,38.9983232223589,39.1407827171898,6576600
2015-11-27,39.09627151489258,39.167502972862785,38.989427724440134,39.05175355191263,3800700
2015-11-30,39.14077377319336,39.26542537812367,39.00721993784009,39.14967940011781,17025600
2015-12-01,39.488014221191406,39.49691984715082,39.22090318292822,39.301036834057285,7779000
2015-12-02,39.23872756958008,39.68391395307566,39.19420961053103,39.53255221300839,9697100
2015-12-03,38.73121643066406,39.46132184798165,38.544238959607696,39.34557243406467,11854300
2015-12-04,39.68391799926758,39.755149458210894,38.766835042641276,38.846968735701054,12840200
2015-12-07,39.488014221191406,39.674995004826656,39.301036834057285,39.63937929399127,12814900
2015-12-08,39.39008712768555,39.49693089357245,39.033936712726444,39.14968610706347,11378300
2015-12-09,38.81135559082031,39.51475101046417,38.62437809339695,39.22092631751048,16253900
2015-12-10,38.918182373046875,39.212006937527086,38.802436389919805,38.918182373046875,9073400
2015-12-11,38.107948303222656,38.58875034386358,38.08123821090996,38.49080881004761,16960300
2015-12-14,38.401771545410156,38.410673777031924,37.70727860134357,38.09904472274061,21034200
2015-12-15,38.57094955444336,38.83806071604423,38.517525963522104,38.695601203423585,17021900
2015-12-16,39.09627151489258,39.167502972862785,38.41958964668993,38.811352476017476,18173800
2015-12-17,38.481910705566406,39.256534034236985,38.473005076172264,39.256534034236985,12108600
2015-12-18,37.73561477661133,38.45149355991841,37.67297589510641,38.37095736747451,22813900
2015-12-21,38.120384216308594,38.14723187948955,37.79824298019286,38.048798412803464,11163300
2015-12-22,38.397796630859375,38.46043550421385,38.084602264087,38.26356852306402,9482600
2015-12-23,38.71993637084961,38.75573098345902,38.478327856079325,38.60360558665011,8045300
2015-12-24,38.7020378112793,38.80047128598658,38.65729625374745,38.74677936881115,2432800
2015-12-28,38.675193786621094,38.70203803858546,38.34409874910436,38.55886300550543,7177200
2015-12-29,39.203147888183594,39.301577938676374,38.82731133575407,38.907847496020274,6809200
2015-12-30,38.87205505371094,39.18525276710835,38.87205505371094,39.18525276710835,7196500
2015-12-31,38.32619857788086,38.76467055142049,38.32619857788086,38.737826303854,8834500
2016-01-04,37.8250846862793,37.83403163103015,37.23448733943897,37.63716812445772,21638600
2016-01-05,37.72665023803711,38.03089755501973,37.55663098373208,37.94141445560896,16067200
2016-01-06,37.26133728027344,37.511892734316966,37.037626078145415,37.17185416484705,13858400
2016-01-07,36.16067886352539,36.974987509216554,36.14278155758512,36.50072084926649,16840700
2016-01-08,35.87432098388672,36.59914635560613,35.829579435559644,36.47386524130446,19233100
2016-01-11,36.106990814208984,36.2680631713667,35.65956835845144,36.12488812206678,19135100
2016-01-12,36.53651809692383,36.61705085912167,36.07119834959428,36.49177312206416,15841600
2016-01-13,35.55219650268555,36.80498104649591,35.48955761685135,36.80498104649591,21962300
2016-01-14,36.22332000732422,36.500723146514325,35.27478321416391,35.70431175663965,19795600
2016-01-15,35.20320129394531,35.54324333870608,34.77367611751403,35.042128926088246,20177800
2016-01-19,35.23899841308594,35.67747056837926,34.92580060288494,35.61483168905165,19658800
2016-01-20,34.961585998535156,35.31057492372259,34.03094658899399,34.63944132495845,29631800
2016-01-21,35.158451080322266,35.6685123152243,34.71997565043643,35.158451080322266,22135700
2016-01-22,36.133827209472656,36.142774153829,35.775887991114224,35.829579897936405,11248200
2016-01-25,35.71324920654297,36.2501546215206,35.65061035524762,35.93696036504388,10480600
2016-01-26,36.06223678588867,36.142772936628994,35.63271178646073,35.856422937010365,11473700
2016-01-27,35.31953430175781,35.981717710025,35.15846192384139,35.766956815178354,18022400
2016-01-28,35.7758903503418,35.91011841946817,35.34636530812364,35.838529205651014,17566800
2016-01-29,36.90339279174805,36.93023703739811,35.999597834501984,36.071187040983794,16113300
2016-02-01,37.037620544433594,37.20764321732788,36.72442627367287,36.75127052157764,14797300
2016-02-02,36.37545394897461,36.93920389287305,36.259123132516144,36.93025694402075,13951200
2016-02-03,36.3306999206543,36.62600036272097,35.7669501170834,36.608103055908245,21506200
2016-02-04,36.366493225097656,36.60810173802832,35.981709676381655,36.25911280164918,18202900
2016-02-05,35.34637451171875,36.285960999570925,35.20319946036568,36.22332212795161,23777400
2016-02-08,34.83629608154297,34.93472952108363,34.23674850141385,34.75575994133341,24821400
2016-02-09,34.67523956298828,35.167403570847256,34.362045216231394,34.41573372506837,24755300
2016-02-10,34.72892761230469,35.373213541432044,34.71103030683421,34.97053611581319,16975000
2016-02-11,34.65733337402344,34.88104453968088,34.22780834558853,34.29939755710843,24627300
2016-02-12,35.140560150146484,35.16740440520186,34.737879256503675,34.93474622974293,10893400
2016-02-16,35.76694107055664,35.77588801491894,35.33741605637755,35.53427955440044,10293300
2016-02-17,36.50071334838867,36.57229914387686,35.92801333023768,35.972754879112976,11128700
2016-02-18,36.35755157470703,36.67074594436981,36.285962339605476,36.626004379212645,11578400
2016-02-19,36.384395599365234,36.491776037771075,36.13384010523074,36.223323234975176,8579300
2016-02-22,36.86760711669922,36.92129562100102,36.66179321856412,36.715481722865924,6590700
2016-02-23,36.285953521728516,36.751273196123115,36.214367717585695,36.71547858727081,8189500
2016-02-24,36.56336212158203,36.63494793649618,35.70431186123846,35.89222846564569,10144400
2016-02-25,37.01972198486328,37.03761928737954,36.40228040907883,36.68863042221609,9403400
2016-02-26,36.92129135131836,37.26133329800871,36.840755190617,37.22553869023885,9772600
2016-02-29,36.66179656982422,37.23449675847459,36.66179656982422,36.88550779436342,13601900
2016-03-01,37.75351333618164,37.75351333618164,36.92130712459197,36.974999059184675,12304200
2016-03-02,37.86088180541992,37.86088180541992,37.55663446027375,37.619273318371924,8748100
2016-03-03,37.86088180541992,37.88772605501578,37.56558140561845,37.87877910967108,7883900
2016-03-04,37.959312438964844,38.14723242969495,37.71770736178376,37.86982932990235,7885900
2016-03-07,37.72665023803711,37.89666949234214,37.449247168165435,37.74454754063155,15813500
2016-03-08,37.493995666503906,37.80718995753214,37.35976759117081,37.502942611863965,11700500
2016-03-09,37.816139221191406,37.82508958066192,37.5476864676296,37.5476864676296,12160600
2016-03-10,37.78034210205078,38.14722827090817,37.31502247581873,37.97720560323869,12928400
2016-03-11,38.36199188232422,38.37094224104685,38.06669490214932,38.156178008005554,8820100
2016-03-14,38.4067268371582,38.47831604039384,38.22776065619129,38.245657957000205,10060900
2016-03-15,38.5499153137207,38.58570651112688,38.23671758809225,38.254614893576324,6321100
2016-03-16,38.997337341308594,39.05997620312946,38.36199495009955,38.37094530953794,14756900
2016-03-17,39.14051055908203,39.265788276926685,38.881004764368505,38.925746318804194,9367100
2016-03-18,39.203468322753906,39.320387174278096,39.03258956346328,39.29340378957673,9414400
2016-03-21,39.33838653564453,39.356370889649455,39.09555658674818,39.11354437157226,8003500
2016-03-22,39.34737014770508,39.50026113920047,39.15850359439251,39.15850359439251,13112900
2016-03-23,39.12251663208008,39.33836650926501,39.041573356987904,39.29339535468915,10675100
2016-03-24,39.23044967651367,39.23044967651367,38.89768432041324,38.95164766092341,6743200
2016-03-28,39.13151168823242,39.320381631244196,39.059564011080326,39.266418300266885,6408000
2016-03-29,39.74308776855469,39.77007115310887,39.01460157113604,39.05956930430219,10081500
2016-03-30,39.976932525634766,40.17479127264841,39.88699361261153,39.94994913631843,10988300
2016-03-31,39.89598846435547,40.09385063844362,39.82403733529844,39.92296842234252,14594900
2016-04-01,40.201751708984375,40.219739481318996,39.58118557129863,39.617161115967875,9654900
2016-04-04,40.04887008666992,40.228744436361595,39.96792680084956,40.138808976924686,7646200
2016-04-05,39.66214370727539,39.886985799563384,39.58120041681899,39.78805816084384,10726100
2016-04-06,40.04887008666992,40.04887008666992,39.52723824646372,39.67113704005348,11138500
2016-04-07,39.47327423095703,39.84201509759203,39.32038326638979,39.76107181316885,10630900
2016-04-08,39.47327423095703,39.8330229241307,39.338371044130255,39.68012852874566,8762800
2016-04-11,39.36534881591797,39.87798844527722,39.36534881591797,39.64415420923274,8138600
2016-04-12,39.63515853881836,39.671134092247065,39.16748663669802,39.437296425778094,9592000
2016-04-13,40.039878845214844,40.102834354449904,39.8240289343961,39.86900009597938,7876600
2016-04-14,40.03089904785156,40.15681354686036,39.89599580228536,39.98593129932949,6502700
2016-04-15,39.87799072265625,40.08484502080582,39.79704743809182,39.97692178499253,6460900
