Date,Close_XLF,High_XLF,Low_XLF,Open_XLF,Volume_XLF
2015-01-02,16.415618896484375,16.528464296003246,16.28949930952141,16.50191280401104,40511471
2015-01-05,16.070451736450195,16.34260773712778,16.030624485195677,16.309418361082347,50770502
2015-01-06,15.824840545654297,16.123546332900037,15.75182395641798,16.070443358909987,57454463
2015-01-07,15.990793228149414,16.030620469426964,15.864672072218374,15.957602301865988,36287049
2015-01-08,16.229759216308594,16.269588018548024,16.143466854986332,16.17665622472566,37995923
2015-01-09,16.010705947875977,16.269586118717292,16.004068074703227,16.262946686992496,36300590
2015-01-12,15.877949714660645,16.050536006017104,15.831484594290298,16.01070875998538,38356360
2015-01-13,15.824840545654297,16.090356974156258,15.711995167373729,15.984151026176157,45785445
2015-01-14,15.599153518676758,15.658894372730071,15.393376348722592,15.572600469434464,71356023
2015-01-15,15.406652450561523,15.625705370929525,15.380100959256788,15.546049338463352,58038203
2015-01-16,15.59251594543457,15.599155377450236,15.307085827949797,15.366826689121748,89499855
2015-01-20,15.526142120361328,15.698728443539723,15.473039115861086,15.638986004924343,39330942
2015-01-21,15.565962791442871,15.645618823062133,15.419928032267517,15.519497682153606,49251571
2015-01-22,15.95096206665039,15.970875682395054,15.552685076101872,15.658892585291827,97345387
2015-01-23,15.7783784866333,15.970879940593802,15.7783784866333,15.937690572170325,34069402
2015-01-26,15.858033180236816,15.864671053356776,15.711998413045652,15.75182721031745,27588310
2015-01-27,15.685449600219727,15.791655588282996,15.625708731934136,15.638982921889744,35186781
2015-01-28,15.400015830993652,15.76510354180062,15.373464337528148,15.76510354180062,85405918
2015-01-29,15.526142120361328,15.559331498173979,15.320366419370282,15.380107299433053,50409450
2015-01-30,15.273897171020508,15.526139517210298,15.267259296570899,15.34691534851854,64531113
2015-02-02,15.519497871398926,15.53941148990858,15.194238985303953,15.313722254913854,62984977
2015-02-03,15.7783784866333,15.791654234002692,15.579240717540273,15.579240717540273,66155787
2015-02-04,15.738556861877441,15.871315941507437,15.712005357661988,15.745194737931305,37523958
2015-02-05,15.897865295410156,15.92441679603431,15.77174410889292,15.785021417757509,30264135
2015-02-06,16.023983001708984,16.18329352940606,15.984155759422759,16.0438966228521,83237512
2015-02-09,15.944321632385254,16.023977648900797,15.904495961954964,15.9509610624339,37354080
2015-02-10,16.070451736450195,16.103642671048153,15.950969982686644,16.06381386124111,39742220
2015-02-11,16.070451736450195,16.116918421466323,15.964245733104816,16.050538110822934,36080733
2015-02-12,16.229759216308594,16.249672838152193,16.063810809059703,16.097000178799036,40635310
2015-02-13,16.216476440429688,16.282856709692346,16.156735600789695,16.23639005364302,23270085
2015-02-17,16.269582748413086,16.309409979199224,16.17665098469371,16.189926728289088,17869196
2015-02-18,16.17001724243164,16.249671724346257,16.130190001474332,16.249671724346257,36387868
2015-02-19,16.1036434173584,16.170022172525528,16.06381460570552,16.13019491942525,21550255
2015-02-20,16.223119735717773,16.249671228879734,15.97751686541756,16.07708496477491,40206183
2015-02-23,16.183298110961914,16.203211737742652,16.09700416969276,16.203211737742652,23616735
2015-02-24,16.26295280456543,16.31605736847561,16.1899361721988,16.223125550547266,33958612
2015-02-25,16.26295280456543,16.329333119815,16.243039177556348,16.24967705322604,32659415
2015-02-26,16.223119735717773,16.28950002717475,16.170016749393852,16.28286215388426,33480738
2015-02-27,16.163379669189453,16.23639627896754,16.150103921957072,16.203206910886593,28937856
2015-03-02,16.282859802246094,16.296135546909735,16.136825052394176,16.170014414053284,27137641
2015-03-03,16.236398696899414,16.282865377684733,16.15674420164295,16.236398696899414,31729394
2015-03-04,16.136825561523438,16.189928541853448,16.077083150100275,16.170014924229694,47685247
2015-03-05,16.20320701599121,16.23639638428745,16.110275226209588,16.16337977403573,25112031
2015-03-06,16.08371925354004,16.369150858522072,16.05716776629552,16.26294335099227,74347599
2015-03-09,16.156740188598633,16.189929553378516,16.09035990048687,16.096997773442848,26666907
2015-03-10,15.811576843261719,16.023990459534513,15.811576843261719,16.017352582730766,49650662
2015-03-11,15.911134719848633,15.970877131053385,15.838118122161807,15.858031739712759,36531648
2015-03-12,16.25631332397461,16.26958907273054,16.023984603641164,16.04389822677506,50418806
2015-03-13,16.143465042114258,16.249671013353446,16.050533258727913,16.2164816473412,40917578
2015-03-16,16.342605590820312,16.355881339494953,16.209846545521575,16.209846545521575,39676730
2015-03-17,16.302780151367188,16.342607401804514,16.189934716575596,16.28950440122141,22247248
2015-03-18,16.39569854736328,16.448803068101284,16.20319875088536,16.262939583345325,58915168
2015-03-19,16.243032455444336,16.395705091216982,16.170015853295325,16.395705091216982,42486734
2015-03-20,16.463565826416016,16.47689112488687,16.270347434219264,16.323648628102674,47450742
2015-03-23,16.37029266357422,16.510209895447048,16.37029266357422,16.43025652107553,26417014
2015-03-24,16.237037658691406,16.356966934933222,16.230375008031846,16.356966934933222,22615686
2015-03-25,15.977194786071777,16.297005219167577,15.977194786071777,16.257029306123123,40570806
2015-03-26,15.963868141174316,16.03715730175284,15.84393885949421,15.91056536911105,40238682
2015-03-27,15.943877220153809,15.983853122404266,15.88391336677812,15.963866735648695,30154207
2015-03-30,16.17707633972168,16.217052249948257,16.05714704467198,16.063809696376406,43422048
2015-03-31,16.063804626464844,16.14375642168434,16.03049137845672,16.097117874472968,26132160
2015-04-01,16.050479888916016,16.11044373742895,15.93721327735538,16.02382928957693,32823015
2015-04-02,16.130435943603516,16.157086549975443,16.010508214929843,16.010508214929843,26472163
2015-04-06,16.15708351135254,16.19706097776191,15.963866651493884,15.997179903193652,19432443
2015-04-07,16.070476531982422,16.203731165133433,16.070476531982422,16.19040585825537,22346466
2015-04-08,16.130435943603516,16.19706402390328,16.083797382452644,16.083797382452644,22778055
2015-04-09,16.15708351135254,16.170408812032445,16.043818455573327,16.10378230863291,25595691
2015-04-10,16.150423049926758,16.190400521754395,16.12377244495491,16.163749916782542,18165005
2015-04-13,16.210386276245117,16.26368747895752,16.110444956789706,16.123770257467807,38112499
2015-04-14,16.210386276245117,16.25036217827942,16.117107607128755,16.197060975567016,32499016
2015-04-15,16.27035140991211,16.33697791854669,16.203724901277525,16.243700806458275,45762179
2015-04-16,16.2970027923584,16.350305566183696,16.177075071083635,16.26368953644874,27839065
2015-04-17,16.077131271362305,16.217048489077303,16.017165855558957,16.217048489077303,49064829
2015-04-20,16.14375877380371,16.203724193324675,16.130433472658986,16.13709612323135,19100196
2015-04-21,16.063804626464844,16.223709781273314,16.050479327261595,16.20372183246844,26714793
2015-04-22,16.17707633972168,16.217052249948257,16.02383378614983,16.077134999785265,26511555
2015-04-23,16.2037296295166,16.2437055463623,16.123776231454972,16.15042684268544,26294652
2015-04-24,16.17707633972168,16.197064294834966,16.117110910011842,16.170412123647278,23031271
2015-04-27,16.117109298706055,16.26368918591917,16.090458694552726,16.19706267553585,29486759
2015-04-28,16.210386276245117,16.210386276245117,16.023830502382047,16.090457005772553,31748721
2015-04-29,16.2037296295166,16.277018810400385,16.050487050571192,16.117113578647356,49893538
2015-04-30,16.077131271362305,16.24369908971452,16.017165855558957,16.157083073273956,42838185
2015-05-01,16.217050552368164,16.237038505389137,16.14375982692145,16.16374934431223,22565584
2015-05-04,16.376953125,16.383615774942758,16.257023861660755,16.283674461431797,27367961
2015-05-05,16.230379104614258,16.423597586879996,16.2170537999318,16.3303204541028,37717594
2015-05-06,16.150423049926758,16.323653546613638,16.037157978796397,16.29700294164179,36626312
2015-05-07,16.263687133789062,16.303663034974946,16.08379401408296,16.08379401408296,39290812
2015-05-08,16.496883392333984,16.496883392333984,16.350303520302898,16.350303520302898,40714217
2015-05-11,16.436922073364258,16.53020076586834,16.41027146532596,16.49688750582047,38354636
2015-05-12,16.376953125,16.41692902465656,16.243698561775233,16.363627825114477,48760649
2015-05-13,16.383623123168945,16.443586999548213,16.350309858513796,16.376960470237915,29430379
2015-05-14,16.530197143554688,16.536859794104256,16.430255820941483,16.463569073689317,26445450
2015-05-15,16.4569034576416,16.543519463547657,16.403602262849827,16.536856814198686,28494942
2015-05-18,16.550193786621094,16.563519094718078,16.44358975747468,16.463577719620158,19841750
2015-05-19,16.643465042114258,16.69676781997344,16.570175873566587,16.58350117693889,32513049
2015-05-20,16.596826553344727,16.68344259001582,16.570175946482845,16.676779938300346,37350263
2015-05-21,16.556846618652344,16.596822519228404,16.543521318460325,16.563509268748355,23172098
2015-05-22,16.563514709472656,16.60349062317986,16.52353879576545,16.52353879576545,16231966
2015-05-26,16.376953125,16.536858287995805,16.363627825114477,16.536858287995805,54832187
2015-05-27,16.556846618652344,16.576834568940374,16.403604102074528,16.423592052362558,31773341
2015-05-28,16.536861419677734,16.550186722086746,16.4369200872403,16.51687346606422,21900598
2015-05-29,16.390283584594727,16.5368634938488,16.35030767235363,16.5368634938488,31521478
2015-06-01,16.403606414794922,16.496885093659877,16.356967857547353,16.47689557618396,23062170
2015-06-02,16.430253982543945,16.490217830780633,16.3236500213092,16.390278083719487,26426862
2015-06-03,16.570171356201172,16.61680990528962,16.456904744045403,16.490217993394293,40898498
2015-06-04,16.4235897064209,16.563506902820958,16.396939109843625,16.523531007955047,37471271
2015-06-05,16.516874313354492,16.623478302465056,16.470235752530467,16.54352491953965,52402931
2015-06-08,16.41693115234375,16.563511034451263,16.410268501537487,16.543523082032475,28272131
2015-06-09,16.4569034576416,16.530194164849714,16.363626366755994,16.430252860245712,31163011
2015-06-10,16.690107345581055,16.75007121857896,16.52353946732782,16.550190077549107,53968148
2015-06-11,16.756736755371094,16.790051588252158,16.696772872051966,16.76339940907322,60034147
2015-06-12,16.68344497680664,16.750071503493167,16.630142191087224,16.716758240149904,42206558
2015-06-15,16.61015510559082,16.670120547128796,16.50355265729269,16.576841840497654,40678641
2015-06-16,16.70343017578125,16.716755478917513,16.563512928480534,16.616814141025593,36228207
2015-06-17,16.68344497680664,16.776722114167775,16.643467496424527,16.75673415616182,55448179
2015-06-18,16.836681365966797,16.863331966848722,16.6834388465261,16.756727998951398,70136594
2015-06-19,16.555627822875977,16.809917068925987,16.555627822875977,16.789841726175414,47071470
2015-06-22,16.809917449951172,16.876836831846006,16.789842106745557,16.796533887814096,40678518
2015-06-23,16.84337615966797,16.896911978803942,16.8166090357047,16.856759721649603,33542288
2015-06-24,16.702848434448242,16.84337741695473,16.702848434448242,16.81661029099341,26541099
2015-06-25,16.60247039794922,16.756382931253647,16.589086836027914,16.749691150292996,43711579
2015-06-26,16.65599822998047,16.70284067866199,16.60915578129895,16.67607356512969,30737208
2015-06-29,16.254493713378906,16.54893522964182,16.247803503364672,16.475325636180838,52912442
2015-06-30,16.31472396850586,16.455252968264723,16.261189710010957,16.415102274393547,77383245
2015-07-01,16.562307357788086,16.602459588619595,16.461930708730325,16.56900070560034,52375111
2015-07-02,16.488706588745117,16.595776642586845,16.421788787099818,16.555625961599663,24081438
2015-07-06,16.421789169311523,16.461939851233197,16.28126021137638,16.30133555233722,33223951
2015-07-07,16.45525360107422,16.46863716621263,16.147428460471197,16.395025986741572,63077548
2015-07-08,16.167497634887695,16.34148548646244,16.140730514831457,16.234417006237493,56789354
2015-07-09,16.294647216796875,16.421792640970715,16.26118830812208,16.395023942821265,31236625
