Date,Close_XLB,High_XLB,Low_XLB,Open_XLB,Volume_XLB
2015-03-04,41.38296127319336,41.47963382755852,41.10100733896347,41.29434630155899,3293100
2015-03-05,41.205726623535156,41.487680504533415,41.06072089243125,41.487680504533415,1937400
2015-03-06,40.64987564086914,41.02850210775938,40.569318256583536,41.02044452549049,4395000
2015-03-09,40.70625686645508,40.83515049488753,40.6176419207078,40.68209027145728,2523700
2015-03-10,40.0859489440918,40.38401790930401,40.029558182687545,40.38401790930401,5152600
2015-03-11,40.03763198852539,40.23097094225036,39.97318362190556,40.15846806633668,2535200
2015-03-12,40.5370979309082,40.56932211691559,40.07791403603919,40.07791403603919,3100600
2015-03-13,40.15040969848633,40.39208490395056,39.89262240291554,40.35986072373748,4192200
2015-03-16,40.0859489440918,40.32762714789976,39.90872215384958,40.32762714789976,4012600
2015-03-17,39.642879486083984,39.900666715783466,39.47370719279361,39.8039972729127,7883000
2015-03-18,40.2470703125,40.48874546480049,39.240087950359396,39.44954200260176,6489200
2015-03-19,39.554283142089844,40.1020820309596,39.514004444716285,40.045691240023096,3956800
2015-03-20,39.808982849121094,40.06774503643438,39.52596267071237,39.655343764369015,4767500
2015-03-23,39.808982849121094,39.970709987364046,39.703859746559885,39.76046378224163,3370600
2015-03-24,39.679622650146484,39.865607877421844,39.54215651529999,39.72814174257536,2230100
2015-03-25,39.234867095947266,39.90603077184275,39.234867095947266,39.75239163752682,3682100
2015-03-26,39.323814392089844,39.469368544583844,39.129741160534714,39.17826023959584,4072400
2015-03-27,39.307640075683594,39.54214432308202,39.251036027648006,39.41276320118793,3684600
2015-03-30,39.841346740722656,39.97072789233586,39.55023837842045,39.55023837842045,2795100
2015-03-31,39.44511413574219,39.744310546867574,39.44511413574219,39.65536042921894,3464000
2015-04-01,39.558319091796875,39.623011202983385,39.20252173433999,39.52597612089326,4208000
2015-04-02,39.598758697509766,39.711966823102856,39.38042741899878,39.38042741899878,2470400
2015-04-06,39.914119720458984,40.027327830874746,39.291472028482616,39.55023430505855,2690900
2015-04-07,39.849430084228516,40.180969464478196,39.78474105341118,39.78474105341118,1836800
2015-04-08,39.96263885498047,40.11628108947682,39.76048061775044,40.03541594377087,2125600
2015-04-09,40.07585144042969,40.17288653393184,39.86560513903668,39.906036170938414,1905300
2015-04-10,40.189056396484375,40.19714136835157,40.003071196641194,40.11627931092054,1670000
2015-04-13,40.02731704711914,40.22139024461068,40.01114402360411,40.04349007063417,1504600
2015-04-14,40.197147369384766,40.261839492739284,39.930300072272914,39.94647310311155,2175300
2015-04-15,40.585289001464844,40.738931245068194,40.286095656343186,40.286095656343186,3117200
2015-04-16,40.4963493347168,40.71467756908275,40.366965070365644,40.59338444828951,2167500
2015-04-17,40.124359130859375,40.39929440938912,39.978804978420726,40.26991328329803,3827900
2015-04-20,40.41548156738281,40.47208563704672,40.18906528872719,40.18906528872719,2150700
2015-04-21,40.11627960205078,40.52059606151965,39.962637373251155,40.52059606151965,3971900
2015-04-22,40.197147369384766,40.23757840413623,39.87369600668282,40.213320400223395,2712400
2015-04-23,40.30226135253906,40.472073510651015,40.100103140113546,40.24565729983508,4832800
2015-04-24,40.641876220703125,40.65804924410015,40.431633085919415,40.50441014886162,3094600
2015-04-27,40.99768829345703,41.1755854323342,40.747010986130064,40.76318401415339,3617900
2015-04-28,41.054298400878906,41.110902464959516,40.76319002292711,40.98960627924956,3184500
2015-04-29,41.03003692626953,41.17558801824095,40.71466748704347,40.835963662491174,3444300
2015-04-30,40.771278381347656,41.0785598152228,40.617639206755285,40.884489603599846,4446700
2015-05-01,41.44244384765625,41.547567007958705,40.94917719318736,41.02195429113671,6749900
2015-05-04,41.329227447509766,41.63650880902183,41.31305441956811,41.563731725629225,4150200
2015-05-05,40.86021423339844,41.555638932166005,40.763179161499735,41.24027263497823,3761300
2015-05-06,40.86830139160156,41.175579626649935,40.72274724460423,41.09471758262442,5015600
2015-05-07,41.046207427978516,41.08664154347005,40.52868283046202,40.641890950582514,6230400
2015-05-08,41.70120620727539,41.871018407716655,41.515220975645875,41.52330594889486,4631000
2015-05-11,41.50711441040039,41.74161552891693,41.442422319300185,41.67692652250541,4117200
2015-05-12,41.070457458496094,41.35347768261139,41.046196378794,41.35347768261139,3774800
2015-05-13,41.02194595336914,41.199846175462476,40.86830681545467,40.957256926501344,3814000
2015-05-14,41.450523376464844,41.482869434569366,41.22410713911293,41.22410713911293,3159500
2015-05-15,41.65267562866211,41.65267562866211,41.31305132142547,41.41008639710888,3129900
2015-05-18,41.4666862487793,41.604155419707254,41.37773615312399,41.4747743036693,2690500
2015-05-19,41.26453399658203,41.48286523967432,41.143240917990475,41.41008815864356,2714500
2015-05-20,41.24027633666992,41.37774244380782,41.1351531999418,41.337311417278414,2203700
2015-05-21,41.38582992553711,41.474780033481025,41.13515262903058,41.256448791624926,1909400
2015-05-22,41.33731460571289,41.418179749698595,41.264537518470675,41.36157569125352,1754500
2015-05-26,40.81978225708008,41.135148546901924,40.666143139771535,41.12706357638642,3787600
2015-05-27,41.08664321899414,41.151332253976776,40.77127376262488,40.819792852379386,2793000
2015-05-28,41.19175720214844,41.2160182857872,40.941082987168045,41.021945040125026,1742100
2015-05-29,40.92490768432617,41.18366994102954,40.81978455357498,41.175581885369766,3251200
2015-06-01,40.94109344482422,41.05430158175678,40.65807001780243,41.02195551843594,4367900
2015-06-02,41.070457458496094,41.256442617870306,40.79552220448876,40.88447229912188,3655800
2015-06-03,41.110897064208984,41.36157437555595,41.03811997928178,41.207932149215345,2630200
2015-06-04,40.62571716308594,40.868306409638194,40.43164391503036,40.868306409638194,3772700
2015-06-05,40.439727783203125,40.63380102596366,40.26991562371862,40.48824686506565,2962200
2015-06-08,40.2941780090332,40.52059422899547,40.28608995278332,40.43972908994491,3924500
2015-06-09,40.31843948364258,40.536770750863624,40.26992039603015,40.26992039603015,2608800
2015-06-10,40.73892593383789,40.88448010107004,40.53676771098098,40.56102571062311,2727200
2015-06-11,40.835968017578125,40.91683008670715,40.722759886921416,40.77936395224977,1858200
2015-06-12,40.59336853027344,40.78743868131748,40.51250339676389,40.771265654615576,2373500
2015-06-15,40.34269714355469,40.49633937734832,40.132453935060624,40.28609308416437,3355900
2015-06-16,40.55293273925781,40.577190734114666,40.23756338267335,40.26182446221927,2145200
2015-06-17,40.7227668762207,40.81171701834337,40.33462332534146,40.633816734098026,3539600
2015-06-18,41.062381744384766,41.16750489551611,40.84405046958429,40.86831155657769,3665600
2015-06-19,40.78700256347656,41.13630397493434,40.78700256347656,40.99820965350459,3697500
2015-06-22,40.94133758544922,41.00632222224876,40.81948713061962,41.00632222224876,1981300
2015-06-23,40.827613830566406,41.00632702557406,40.746382250355374,40.95758621817575,2251600
2015-06-24,40.30773162841797,40.76263661737506,40.299609708430665,40.73826775862642,3141300
2015-06-25,40.27524185180664,40.47019892422007,40.153391357458155,40.3239795705166,2448100
2015-06-26,40.12089920043945,40.42958486025555,40.06403646031371,40.35647518026719,2906000
2015-06-29,39.18670654296875,39.9421687795018,39.146087661391036,39.812196415295666,6202700
2015-06-30,39.30855941772461,39.641613841500956,39.21920282374798,39.52788839418016,6299200
2015-07-01,39.527889251708984,39.714724361901546,39.42228572028324,39.698477426390966,5416300
2015-07-02,39.40604019165039,39.67410998896652,39.25982396440711,39.58475338986114,5138300
2015-07-06,39.08110427856445,39.45477445025953,38.86177532592978,39.08110427856445,6435300
2015-07-07,38.95113754272461,39.081109929882125,38.28502867119407,38.99175333268893,6859100
2015-07-08,38.09819412231445,38.73993105033742,38.06570025034752,38.626205597239334,7490800
2015-07-09,38.211917877197266,38.70743855691945,38.20379286017353,38.658697751135186,4903800
2015-07-10,38.74805450439453,38.829286082248316,38.544972460974,38.64245097415576,3804200
2015-07-13,39.170475006103516,39.21109080485972,38.92677401599261,38.991761773032,2899900
2015-07-14,39.38980484008789,39.47103643925456,39.056750325445535,39.056750325445535,2444500
2015-07-15,39.08110427856445,39.41415866616844,38.98362577698872,39.39791173277487,3065900
2015-07-16,38.98363494873047,39.10548232967095,38.85366254978878,38.98363494873047,4581700
2015-07-17,38.7155647277832,38.967387603817095,38.51248266288741,38.86178406241109,7248500
2015-07-20,38.39063262939453,38.72368709573239,38.31752296123323,38.72368709573239,4447700
2015-07-21,38.155059814453125,38.66682439317127,38.04133435251576,38.35814188185169,3459300
2015-07-22,37.99257278442383,38.18752972729588,37.9032162277805,38.07380432748973,5892500
2015-07-23,37.44020462036133,38.17942311415198,37.34272610985761,38.08194460364826,4857600
2015-07-24,36.61975860595703,37.44833068516772,36.38418267226658,37.432086847273354,7262200
2015-07-27,36.21358871459961,36.6522435399324,36.12423212648813,36.23795756634426,9276900
2015-07-28,36.96905517578125,37.06653679132192,36.09174232741842,36.27045552379015,14388200
2015-07-29,37.23712158203125,37.350847024361,36.84720445170671,37.02591763181683,9585400
2015-07-30,37.42395782470703,37.480820547611245,37.204628851168216,37.24524463913037,5595800
2015-07-31,37.32648468017578,37.68390800392897,37.25337501181872,37.68390800392897,4698000
2015-08-03,37.034034729003906,37.46456759000667,36.83907463982624,37.293979448717145,5704200
2015-08-04,37.19650650024414,37.40771045446121,37.050287186253115,37.05840910423664,6597800
2015-08-05,37.38334274291992,37.7813818107684,37.261492277945706,37.4645743203787,5836700
2015-08-06,37.253379821777344,37.51332465421262,37.196517083356305,37.375227218913786,6113400
2015-08-07,36.73347473144531,37.245239162329796,36.611624286690606,37.00966638727518,5851500
2015-08-10,37.635169982910156,37.65953883923429,36.85533249388746,37.08278651512952,5311500
2015-08-11,36.93656921386719,37.229007901008245,36.78222485188353,37.04216966294523,5851900
2015-08-12,37.07466125488281,37.12340206599897,36.53040280862452,36.636003251196605,6642300
2015-08-13,36.96905517578125,37.13152143622953,36.83908278717986,36.960933257212616,3028000
2015-08-14,37.1396484375,37.1721392122963,36.912194421207865,37.009676041955785,2137800
2015-08-17,37.35084915161133,37.36709608698174,36.88782233930596,37.050288594223964,2547900
2015-08-18,37.107154846191406,37.34273078327806,37.06653905329731,37.277743035618414,2854000
2015-08-19,36.65224075317383,36.93655742998268,36.497899539216284,36.920310497126266,4286600
2015-08-20,35.96176528930664,36.5303955779641,35.96176528930664,36.42479205750831,5808700
2015-08-21,35.08445358276367,35.815550196867015,35.08445358276367,35.750562453930655,12550200
2015-08-24,33.61415481567383,34.81640064592325,31.96512582318022,33.01303035115543,27681100
2015-08-25,33.086124420166016,34.88136884685673,33.02926169887072,34.1502753878661,13339500
2015-08-26,33.97969436645508,34.05280093881371,33.21610377920837,33.77661229091696,24487900
2015-08-27,35.21442413330078,35.385015400218755,34.483330656112535,34.523946443936445,11637700
2015-08-28,35.417503356933594,35.54747572691408,35.01133931339635,35.12506784856679,6370300
2015-08-31,35.2225456237793,35.48249035837071,34.832628521892175,35.287530258034316,8999400
2015-09-01,34.1502685546875,34.7351425850945,33.939061547463496,34.29648783698557,8989200
2015-09-02,34.63767623901367,34.67829203193794,34.10966473342544,34.56456657223544,7376500
2015-09-03,34.848880767822266,35.238797929151794,34.69453642771386,34.72703029918785,4859500
2015-09-04,34.15839767456055,34.475205153422664,34.101534952651235,34.30461698769474,7268000
2015-09-08,35.01133728027344,35.04383114557806,34.58892942645554,34.7757645037788,6574800
2015-09-09,34.74327087402344,35.523105053908125,34.68640815874761,35.22254454476653,6834400
2015-09-10,34.82450485229492,35.060080745497025,34.54831317376489,34.54831317376489,5473700
2015-09-11,34.77577209472656,34.792019030925296,34.46708650452304,34.515827313119246,2899500
2015-09-14,34.36148452758789,34.73515478075336,34.280252941695004,34.72703286167862,3342900
2015-09-15,34.613304138183594,34.71078265182096,34.345234352198226,34.42646902921776,3562000
2015-09-16,35.10881805419922,35.141308819957594,34.605172450125856,34.64579133019842,4363500
2015-09-17,34.94635772705078,35.53123499238944,34.87324806888345,35.04383623834522,9138000
2015-09-18,34.20956802368164,34.59348416077918,34.09520989280045,34.381105220003434,10128600
2015-09-21,34.32392120361328,34.59347917094805,34.201392871899806,34.45461663662937,6017300
2015-09-22,33.68678283691406,33.8419826966803,33.39271732070431,33.80930805798476,6594800
2015-09-23,32.967952728271484,33.75212527429372,32.918940775635825,33.7357879567485,6928100
2015-09-24,32.87809753417969,32.984288535348384,32.232787542805795,32.68205284863936,9294500
2015-09-25,32.83727264404297,33.18851734528924,32.64122785794168,33.18851734528924,7317100
2015-09-28,31.816192626953125,32.698385804157105,31.73450605386303,32.69021870486017,12341800
2015-09-29,31.9387264251709,32.224624834045564,31.718180408415424,31.971401063218,13472100
2015-09-30,32.60853958129883,32.67388885470017,32.183781768289606,32.33081451741774,7652200
2015-10-01,32.97611999511719,32.97611999511719,32.31447576933934,32.739236679580216,9613100
2015-10-02,33.7848014831543,33.7848014831543,32.420665006818815,32.420665006818815,23138000
2015-10-05,34.66699981689453,34.67517003522842,33.85015248092225,34.14421802043632,13912000
2015-10-06,35.11626052856445,35.3858184691058,34.83853237150768,34.879374106010964,14076600
2015-10-07,35.58186721801758,35.68805511664013,35.03457794193422,35.2142853334877,15933000
2015-10-08,36.08014678955078,36.18633781999764,35.43483973628247,35.43483973628247,13994900
2015-10-09,36.063804626464844,36.398711849181105,35.93310920091764,36.374204314623995,9076600
2015-10-12,35.753395080566406,36.137314183979775,35.58185795113564,36.137314183979775,7412800
2015-10-13,35.61455154418945,35.875942508049384,35.34499347597031,35.50836360738929,8663500
2015-10-14,35.90043640136719,36.0883108904471,35.549191842992826,35.62270821837408,6693000
2015-10-15,35.99847412109375,36.17818159340899,35.53287123011913,35.93312793226862,4576500
2015-10-16,36.014801025390625,36.25985461561771,35.761577216408206,36.17000090546184,7240500
2015-10-19,35.761573791503906,35.90860655476385,35.58186950442799,35.769744009476774,3905000
2015-10-20,35.81875991821289,36.12916282587814,35.65539291883454,35.72073909538073,3809200
2015-10-21,35.500179290771484,35.93311043452957,35.434833133766865,35.81874920672801,5516500
2015-10-22,36.47222900390625,36.504900523976,35.83508606416174,35.924939755409355,7259000
2015-10-23,36.77446365356445,36.921496408184865,36.57841894206224,36.81530539295346,6506500
2015-10-26,36.47222900390625,36.82347355186065,36.46405878687021,36.71728254256576,3994600
2015-10-27,36.317020416259766,36.48855755515397,36.01478786925222,36.2598413699617,6166700
2015-10-28,36.86433029174805,36.93784669486757,36.2598617420958,36.2598617420958,7645500
2015-10-29,36.937835693359375,37.01951917648543,36.66010748829557,36.684611910028366,5368100
2015-10-30,36.986839294433594,37.29724209516242,36.88065140462547,36.921493140399726,6425100
2015-11-02,37.2155647277832,37.39526901787032,36.95417383672447,37.044024423755424,11350700
2015-11-03,37.36259841918945,37.64849373961031,37.093037303342406,37.117541726228396,7603900
2015-11-04,37.11753463745117,37.55863286130896,37.101197319972215,37.29724201369501,6841200
2015-11-05,36.92965316772461,37.06851878198873,36.63558774083504,37.06851878198873,10285000
2015-11-06,37.0276985168457,37.08487759232605,36.57026279697698,36.627441872457325,4601400
2015-11-09,36.77446365356445,37.019517205923485,36.447723506402426,36.85614713234247,5382100
2015-11-10,36.504905700683594,36.75812949228845,36.28435654980684,36.64377136576537,4904600
2015-11-11,36.545745849609375,36.66010396139404,36.32519672715687,36.58658758724321,6279400
2015-11-12,35.810585021972656,36.219008663593684,35.810585021972656,36.169996704830126,9022200
2015-11-13,36.26802062988281,36.45589513114446,35.7289015474722,35.786080608028996,7082400
2015-11-16,36.733612060546875,36.75811647440209,36.210830458141466,36.34152585874282,7731500
2015-11-17,36.69277572631836,37.06035759952121,36.594754932139224,36.7989667376936,12751100
2015-11-18,37.34624099731445,37.3789125049022,36.72543561279306,36.82345948362715,7880300
2015-11-19,37.305423736572266,37.51780583101883,37.24007755706818,37.256414880950686,5293100
2015-11-20,37.19105911254883,37.56681126439715,37.10120540484652,37.39527095149939,3729700
2015-11-23,37.240074157714844,37.52596950949665,37.18289508735848,37.24824126089762,3828100
2015-11-24,37.55046844482422,37.648489240680156,36.94600011899198,36.94600011899198,6253400
2015-11-25,37.31357955932617,37.615812144473146,37.264567606589615,37.55046599018245,4158600
2015-11-27,37.26456832885742,37.338084701374804,37.093031164991785,37.26456832885742,1270800
2015-11-30,37.35442352294922,37.52596069371997,37.223728090548896,37.362593740238246,6561300
2015-12-01,37.61581039428711,37.62398061070875,37.24822855592755,37.37892397445266,7716700
2015-12-02,37.10938262939453,37.59132278494612,36.986854256481465,37.50146906028,8005900
2015-12-03,36.78261184692383,37.354405252514375,36.59473744949128,37.28905912628815,5828800
2015-12-04,37.427940368652344,37.52596116517785,36.749958778315616,36.86431689359953,5607200
2015-12-07,36.75812530517578,37.40343536393484,36.52123886091868,37.22372797642602,6163100
2015-12-08,36.063804626464844,36.68460711880788,36.01479267337537,36.374204314623995,7426200
2015-12-09,37.150211334228516,37.62398421933839,36.7662921422274,36.995011483601935,12961400
2015-12-10,36.87247848510742,37.223722995864314,36.62742497239957,36.92149043405878,5285800
2015-12-11,35.892269134521484,36.325200321143534,35.84326029092193,35.916776672346415,9544200
2015-12-14,35.41848373413086,35.82690720317568,35.0999139268397,35.70437891605272,8887200
2015-12-15,35.61455154418945,35.99030378126093,35.541035140852216,35.77792167560843,5046600
2015-12-16,35.982120513916016,36.01479515155735,35.31230602239349,35.8024162389386,8066400
2015-12-17,35.26329803466797,36.039303627848525,35.26329803466797,36.039303627848525,9196500
2015-12-18,34.78680419921875,35.42871724670362,34.78680419921875,35.19005614055757,14249200
2015-12-21,35.099525451660156,35.19828056099598,34.80325698428435,35.02545833481621,5887100
2015-12-22,35.543914794921875,35.70850868940844,35.16535103515998,35.28056581949034,5268100
2015-12-23,36.38335418701172,36.44096160032349,35.79904862949599,35.79904862949599,5819600
2015-12-24,36.301048278808594,36.44918248143776,36.22698117749401,36.301048278808594,3717000
2015-12-28,36.04593276977539,36.14468787266369,35.83196285695607,36.14468787266369,4161600
2015-12-29,36.38335418701172,36.515028723062706,36.23521994153329,36.25167965096073,3885400
2015-12-30,36.04593276977539,36.38334891573117,35.996556788015305,36.268134105800144,3339100
2015-12-31,35.73321533203125,36.152930139084226,35.73321533203125,35.9636481603743,4679500
2016-01-04,35.17360305786133,35.272358196647595,34.77857622397776,35.15714334483541,14430200
2016-01-05,35.157142639160156,35.321733487377166,34.8937935147699,35.321733487377166,9499000
2016-01-06,34.235408782958984,34.71273091058777,34.04612684456534,34.67981149364061,9307400
2016-01-07,33.30546188354492,33.94737487661382,33.124408212938334,33.609958670081625,12579700
2016-01-08,32.968040466308594,33.65933248010984,32.87751364531335,33.62641306531735,8700200
2016-01-11,32.40842819213867,33.14909630805539,32.153307395458434,33.140868022716084,10065700
2016-01-12,32.45781326293945,32.88575642577989,32.05456124176164,32.88575642577989,7270300
2016-01-13,31.708894729614258,32.762293867752874,31.667747037043714,32.696455048145836,10809600
2016-01-14,32.1368408203125,32.37550185596246,31.44554884284338,31.83234409790587,10372200
2016-01-15,31.478469848632812,31.69243976562832,31.066986582637615,31.478469848632816,9358900
2016-01-19,31.091676712036133,31.873495599062867,30.68842484167718,31.766509063524033,9865600
2016-01-20,30.86124038696289,31.124589387115556,29.86545178392514,30.400378067011868,12825400
2016-01-21,31.132835388183594,31.363265086381123,30.58967428922795,31.009389113081095,11700700
2016-01-22,31.69244384765625,32.161537719529406,31.396178495049615,31.717134981566574,9537600
2016-01-25,30.68018913269043,31.453779627107245,30.630813153467543,31.38794080231945,11141700
2016-01-26,31.206897735595703,31.28919629443466,30.680199516502462,31.00938747312025,7587700
2016-01-27,30.960006713867188,31.684218296817733,30.877711298713905,31.149288680214823,7814300
2016-01-28,31.009374618530273,31.289183323853113,30.729565913207438,31.2398042090193,6655500
2016-01-29,31.906423568725586,31.9311115684029,31.025849334049965,31.264510462161475,8001000
2016-02-01,32.0380973815918,32.120392804833195,31.338576865932428,31.72536912240999,13595400
2016-02-02,31.82411766052246,31.988711612251446,31.453785193342878,31.91464449094183,11509400
2016-02-03,32.893978118896484,32.893978118896484,31.79120267850663,32.20268600493018,14414200
2016-02-04,33.807472229003906,34.029670466723836,33.000962131703545,33.025653266514745,14590200
2016-02-05,33.4206657409668,33.8979846167061,33.30545094818034,33.55234023834671,11431900
2016-02-08,32.540103912353516,33.18201693061705,32.071013146796496,32.91866783905412,11603700
2016-02-09,32.94335174560547,33.107945692241096,32.22737168801416,32.22737168801416,10256800
2016-02-10,32.630619049072266,33.42066604043089,32.54832052536761,33.083249941660995,11372200
2016-02-11,31.922880172729492,32.38373953179317,31.659531070587697,31.964027881307473,13535000
2016-02-12,32.86928939819336,32.86928939819336,32.01340640230347,32.37551062597346,8596000
2016-02-16,33.37131118774414,33.412458909827755,32.778777083126194,33.19848887137099,6786800
2016-02-17,34.029666900634766,34.2189519770871,33.63464331810713,33.64287474197116,7494200
2016-02-18,33.930904388427734,34.079038591983824,33.68401509562347,34.079038591983824,5410200
2016-02-19,33.53588104248047,33.77454205365434,33.39597826036539,33.7498509267058,5930400
2016-02-22,34.177799224853516,34.29301403755878,33.86507420161587,33.91445018456486,5360500
2016-02-23,33.338375091552734,33.92268375482993,33.28076768155431,33.90622404634919,6533700
2016-02-24,33.68403625488281,33.72518397296995,32.844609620552596,33.00097220503159,10142400
2016-02-25,34.120201110839844,34.144892248406954,33.47005661709248,33.766325152945406,5135700
2016-02-26,34.61397933959961,34.80326129735392,34.400006246925194,34.400006246925194,6753100
2016-02-29,34.40000534057617,35.025461752594424,34.38354563085268,34.67981412713831,6838800
2016-03-01,35.28057861328125,35.37110544504496,34.58928651724848,34.811487884477074,12092500
2016-03-02,35.140682220458984,35.21474935641625,34.77857482717052,34.88556138785749,9864300
2016-03-03,35.354644775390625,35.44517160469545,35.0007688823091,35.066607717937515,8605500
2016-03-04,35.76612091064453,35.99655364978526,35.28057058300321,35.395785382889656,9907800
2016-03-07,36.177608489990234,36.259907027941104,35.774356641819764,35.78258492593074,7884400
2016-03-08,35.46986389160156,35.88957867111327,35.264122214412765,35.881347245979164,6288900
2016-03-09,35.69206619262695,35.864891591806426,35.445176801559185,35.659149909355136,5612800
2016-03-10,35.881343841552734,36.09531692357385,35.46986052621672,35.782588724895284,7578900
2016-03-11,36.539710998535156,36.63846609178998,36.235211157000435,36.235211157000435,5020000
2016-03-14,36.29282760620117,36.49034098132988,36.152924784151814,36.309287315742615,5472000
2016-03-15,36.375125885009766,36.375125885009766,35.74966948453297,35.96364256762135,4984300
2016-03-16,36.67961883544922,36.67961883544922,35.799044879224645,35.799044879224645,7289700
2016-03-17,37.354454040527344,37.46966886398286,36.61378597286966,36.61378597286966,7780900
2016-03-18,37.50888442993164,37.77315072538959,37.302428650858225,37.58320863640868,7630200
2016-03-21,37.68231964111328,37.68231964111328,36.96385107179609,37.426313273283085,5074700
2016-03-22,37.25288772583008,37.3932761677638,36.89778347235973,36.95559084848134,4096100
2016-03-23,36.790428161621094,37.05469137117863,36.72436393436469,36.93907661078045,5663600
2016-03-24,36.790428161621094,36.80694500600168,36.32796912002839,36.48487441624507,3762100
2016-03-28,36.947322845458984,37.07945440101958,36.71609026052936,36.749123936985704,3949300
2016-03-29,37.153778076171875,37.16203492003762,36.567441353232304,36.69131606307166,4095600
2016-03-30,37.31894302368164,37.47585142157235,37.16203777605591,37.31894302368164,4036300
2016-03-31,37.005130767822266,37.40978228464978,36.88125605435639,37.36023491947529,5557800
2016-04-01,37.36024856567383,37.36024856567383,36.468357863583265,36.740881072644044,8590500
2016-04-04,36.87300109863281,37.33545999869111,36.806933741330205,37.120747387987606,5660600
2016-04-05,36.64177322387695,36.82345532962493,36.55093217100297,36.60048269537025,5483200
2016-04-06,37.06293487548828,37.06293487548828,36.311436117051294,36.550922378333524,5672700
2016-04-07,36.52615737915039,36.83997105678717,36.369252115464654,36.7821636885732,5067100
2016-04-08,36.76564407348633,37.178555615438874,36.72435354934409,36.72435354934409,4405700
2016-04-11,36.93080139160156,37.31893601552762,36.93080139160156,37.09596345271169,3845700
2016-04-12,37.44282531738281,37.50888953754442,36.94733264024108,37.153788447427736,4704900
2016-04-13,37.81443405151367,37.938305605214225,37.64926882964835,37.682302504074336,4825900
2016-04-14,37.83920669555664,38.04566242966608,37.75662566201866,37.9795982328886,3538300
2016-04-15,38.01262664794922,38.03740347684808,37.69881621769737,37.93830246178129,3437400
