Date,Close_DIA,High_DIA,Low_DIA,Open_DIA,Volume_DIA
2015-02-10,143.37985229492188,143.5726255469457,142.2794674224122,143.1067660464894,3572700
2015-02-11,143.5325927734375,143.8458419314244,142.70529340090994,143.0426377052094,5174500
2015-02-12,144.44810485839844,144.5203902271552,143.77341690484485,143.99028526702708,3742700
2015-02-13,144.8496856689453,145.01032388384996,144.3838262665847,144.5765994780164,3998200
2015-02-17,145.0345001220703,145.13890827058106,144.34374443968804,144.62485838526746,2850900
2015-02-18,144.95420837402344,145.12287432919754,144.55260642524095,144.72127238041506,2724800
2015-02-19,144.64894104003906,144.92202733707632,144.11882369455614,144.4722352582114,2663500
2015-02-20,145.88925170898438,145.9375734433175,143.76300937285905,144.28651121393796,8914600
2015-02-23,145.71205139160156,145.71205139160156,145.2288218001462,145.54292533586522,2738600
2015-02-24,146.50941467285156,146.63021901310788,145.6879082910495,145.80066310507308,4228700
2015-02-25,146.54969787597656,146.7188239650222,146.22753246220446,146.4288812373043,2822900
2015-02-26,146.5899658203125,146.77521555187528,146.0986742906133,146.51748320675554,3045800
2015-02-27,145.92950439453125,146.53355057158944,145.89728171638495,146.52548875737742,3161300
2015-03-02,147.12954711914062,147.12954711914062,146.0744816754653,146.0744816754653,3213100
2015-03-03,146.47718811035156,146.89599696107138,145.92952539655485,146.76713080864178,2825800
2015-03-04,145.59938049316406,146.10678353146784,145.07587839508074,146.10678353146784,3820200
2015-03-05,145.91342163085938,146.13893126464305,145.54294678508046,145.97785471041948,2410700
2015-03-06,143.68240356445312,145.47844251878558,143.46495585286362,145.06768337375522,7297400
2015-03-09,144.80995178222656,145.12405518518275,143.7870971974836,143.7870971974836,3844900
2015-03-10,142.30523681640625,143.77104924663044,142.2971750016569,143.66635625905482,6070100
2015-03-11,142.03143310546875,142.78849418869618,141.93477733513964,142.53882366994145,5584600
2015-03-12,144.1415557861328,144.18182799725906,142.7160030798667,142.74822576450907,4024300
2015-03-13,143.00599670410156,143.76307030111616,141.96704210756218,143.67447632084088,6833900
2015-03-16,144.79383850097656,144.89854373033526,143.56158576062492,143.56158576062492,5550100
2015-03-17,143.76307678222656,144.14161359779902,143.24762422539405,143.99663603746825,5392900
2015-03-18,145.55909729003906,145.78460700353568,142.53081521640013,143.2878888071493,11294400
2015-03-19,144.69728088378906,145.28521584248105,144.41538769421368,145.11607747086512,6229200
2015-03-20,145.9969482421875,146.5697631287571,145.35957626846616,145.59355262209053,5999200
2015-03-23,145.9082489013672,146.63435633308487,145.9001731074774,146.06960474056427,3593900
2015-03-24,145.08538818359375,146.18262565494825,145.0369826395243,145.74695113698849,4692100
2015-03-25,142.73757934570312,145.3515887620914,142.70531309591928,145.18215709640077,8474700
2015-03-26,142.38253784179688,143.04411267575924,141.55961950627307,142.11629521183588,6604500
2015-03-27,142.64878845214844,142.77787803341064,141.97108661651197,142.2615320190219,3971800
2015-03-30,144.73028564453125,145.0287944754573,143.83474684109527,143.85894959437806,5399300
2015-03-31,143.27005004882812,144.48023741709775,143.14902392560364,144.02843610264975,4633800
2015-04-01,142.59237670898438,143.23780025312928,141.6484318494742,143.23780025312928,7440500
2015-04-02,143.06832885742188,143.53626937423468,142.3422091683011,142.5600463061034,3223600
2015-04-06,144.08485412597656,144.5527945534023,142.06787589258536,142.25344675373123,6284900
2015-04-07,143.94766235351562,144.88354295656356,143.94766235351562,144.23004415447735,6011600
2015-04-08,144.21400451660156,144.86750377015946,143.57664454270258,144.092990695818,4738500
2015-04-09,144.7384490966797,144.9240200808991,143.59280617758427,144.14143102246544,4483800
2015-04-10,145.52101135253906,145.57749267924632,144.56092728382842,144.95625963878695,3463600
2015-04-13,144.93206787109375,145.91635478003676,144.81105403420116,145.35966650900087,3358200
2015-04-14,145.36773681640625,145.6581823492435,144.25437253275138,144.8836691354545,4811400
2015-04-15,145.93247985839844,146.335875689665,145.58555304196403,145.89213781313902,4377800
2015-04-16,145.9566650390625,146.44073259186527,145.5693962240255,145.76303063154398,3873900
2015-04-17,143.65428161621094,144.84104100947664,143.02457405880932,144.7280168919611,8683500
2015-04-20,145.3414764404297,145.8097224162961,144.63103257101903,144.76020642340217,5355800
2015-04-21,144.71990966796875,146.02777401281318,144.48579272353328,145.88245027729596,3596600
2015-04-22,145.36570739746094,145.51909982041306,144.1466613981903,145.03470399200614,5575200
2015-04-23,145.615966796875,146.18109934139963,144.6714060654138,144.8651668508534,4893000
2015-04-24,145.75323486328125,145.97929531180176,145.14774616153852,145.72094755274927,4010000
2015-04-27,145.45440673828125,146.56042787959242,145.28487694514746,146.49585331371483,4969100
2015-04-28,145.99545288085938,146.07618964633872,144.41311575455194,145.60794350770055,4534200
2015-04-29,145.37380981445312,145.8904930252479,144.70373415817718,145.1558304277852,6559400
2015-04-30,143.84786987304688,145.33334388586545,143.2585313685045,145.07499629452616,8564600
2015-05-01,145.2365264892578,145.3253319762016,144.4937952887722,144.67948732791638,3895700
2015-05-04,145.67250061035156,146.16496521399515,145.51910817858905,145.59176386141394,3256900
2015-05-05,144.5179901123047,145.79355402496134,144.33231042235255,145.50291905348647,5316300
2015-05-06,144.0173797607422,145.51899092264995,143.09703823045606,145.2122063063251,7534200
2015-05-07,144.7360076904297,145.07507986035574,143.61383587137743,143.7995156104254,4142800
2015-05-08,146.8108673095703,146.94810996992908,146.18922864430837,146.23766578105827,5529600
2015-05-11,146.18914794921875,146.93187904637458,146.02768680961015,146.74619935175946,3753600
2015-05-12,145.89849853515625,146.3102262482259,144.72788999044548,145.39796535628406,4742800
2015-05-13,145.92276000976562,146.4798115210435,145.70478065346174,146.0034967546775,3851400
2015-05-14,147.36788940429688,147.44862616853868,146.71396349752047,146.77855044517378,4921400
2015-05-15,147.6453399658203,147.66961210562494,147.16797142172786,147.45116284738327,4522200
2015-05-18,147.80722045898438,148.0742264549893,147.41076711160795,147.60494431164335,2890500
2015-05-19,148.00946044921875,148.2926519246981,147.5563639652144,148.00137384984484,2766600
2015-05-20,147.83155822753906,148.3493848574979,147.71018508782265,148.25228387653266,5080800
2015-05-21,147.89622497558594,148.09850112637073,147.54831592229522,147.75867867456705,2724200
2015-05-22,147.46739196777344,147.85577104383574,147.2893879777338,147.66966810682248,2357000
2015-05-26,145.93814086914062,147.20034162106535,145.4688588864593,147.20034162106535,5529700
2015-05-27,146.86866760253906,147.08711695121687,146.00291977125826,146.26183916429946,3588200
2015-05-28,146.68252563476562,146.7148967232617,146.164699332405,146.53689277439213,3660900
2015-05-29,145.72781372070312,146.60164807260256,145.37180576111945,146.58546252554285,4923700
2015-06-01,145.96241760253906,146.56924585589655,145.48504900625977,146.44788514360602,4349000
2015-06-02,145.76019287109375,146.41557798621963,145.04818919822145,145.70356196739058,5106200
2015-06-03,146.35081481933594,147.0466451304398,145.7358875445278,146.32654267385183,5481500
2015-06-04,144.99961853027344,146.38318027006088,144.65169718580725,145.7844385134668,7312500
2015-06-05,144.42515563964844,145.20190140472056,144.22287951130158,144.89443773892773,5228700
2015-06-08,143.86692810058594,144.50612783115042,143.7617405217933,144.43329901339249,4380500
2015-06-09,143.7859344482422,144.23093194843625,143.37328334274653,143.87493641747145,4722400
2015-06-10,145.6873321533203,146.07569879742962,144.3280427259613,144.3280427259613,5480900
2015-06-11,146.1565399169922,146.6581804251838,145.95426392550243,146.19699758447948,3714800
2015-06-12,144.93487548828125,145.6873366561216,144.6031397204157,145.5255182449041,4566800
2015-06-15,144.1014862060547,144.31993548621256,143.3004684742856,143.93156886442404,5502700
2015-06-16,144.99961853027344,145.12097926325322,143.9235080960196,144.07723992176363,3276900
2015-06-17,145.21810913085938,145.75212119968327,144.41710337358157,145.36375439779226,3650900
2015-06-18,146.7148895263672,147.2084436611216,145.75205339906327,145.80869662817634,6542800
2015-06-19,145.8306884765625,146.6257245314028,145.80635190128433,146.5445943613249,3964000
2015-06-22,146.77171325683594,147.242240911587,146.5689002528255,146.86095147374948,4048300
2015-06-23,146.93385314941406,147.29892619118723,146.63369408536565,146.93385314941406,3116800
2015-06-24,145.54676818847656,146.81231970957708,145.53053967753948,146.47970331836487,4328900
2015-06-25,144.93011474609375,146.12265576412955,144.88144162351577,146.06587458069487,3602700
2015-06-26,145.31948852539062,145.88736211281355,144.95441543895407,145.38439013234122,4855500
2015-06-29,142.48826599121094,144.573189063889,142.44770092537172,144.07832496957897,8888700
2015-06-30,142.63427734375,143.59965645175978,142.3341058024658,143.59154839124014,9149800
2015-07-01,143.91610717773438,144.25684392836348,143.25088694079272,144.0540309180348,4135100
2015-07-02,143.6322021484375,144.4434543352361,143.30769384648247,144.23252084428384,4008600
2015-07-06,143.33197021484375,143.70515151065484,142.24489571205618,142.44770867356374,3748700
2015-07-07,144.10264587402344,144.18376361816684,141.51475092657634,143.49420708871338,7783800
2015-07-08,141.96908569335938,143.13729043623167,141.79060928104713,142.8695758177633,6849400
2015-07-09,142.1800079345703,143.97288013565233,142.13945524129352,143.7132735778376,4581400
2015-07-10,143.9242706298828,144.2406585253938,143.2833743936378,143.7701307153751,4504400
2015-07-13,145.70083618164062,145.78195393883476,145.05183223048377,145.07616879551406,3873800
2015-07-14,146.29296875,146.46332461460145,145.46548884293608,145.57906354557514,2757100
2015-07-15,146.30116271972656,146.60944239879717,145.94420990790192,146.28494659462285,3407900
2015-07-16,146.89340209960938,147.0394215143608,146.43098252878414,146.9988564395778,2495100
2015-07-17,146.6027069091797,146.66767027146207,146.17233547574145,146.5621156494358,2762300
2015-07-20,146.72450256347656,147.05743511402932,146.45653336843358,146.93562417601353,2961600
2015-07-21,145.32781982421875,145.92872156331444,144.88932027689424,145.9124776269894,5026700
2015-07-22,144.78379821777344,145.2872488425994,144.4102619412764,144.8893528513847,3811500
2015-07-23,143.85800170898438,144.80806715890762,143.59003262457196,144.80806715890762,4968600
2015-07-24,142.52630615234375,143.9311027265435,142.35577583975203,143.91485879427526,4591300
2015-07-27,141.4788055419922,141.92542080179413,141.1133975623329,141.67369558003975,5370200
2015-07-28,143.00538635253906,143.14342879047555,141.53562654749234,141.9903574937511,5625900
2015-07-29,143.93930053710938,144.18291009802107,143.05419777661066,143.18412452782982,4175900
2015-07-30,143.90676879882812,144.04481127160844,143.02166638427022,143.76059816321288,3659000
2015-07-31,143.4683074951172,144.32093465690815,143.31403343656052,144.27221522889076,4483800
2015-08-03,142.71304321289062,143.62250501407073,141.89290443793266,143.581913776187,4530500
2015-08-04,142.36395263671875,143.02168962765012,141.96605669839875,142.745592246727,4055700
2015-08-05,142.3963623046875,143.3383120148242,142.12839321177853,142.78612989869674,4565500
2015-08-06,141.4706268310547,142.63181359944596,141.00776784304813,142.49377119701043,5374100
2015-08-07,141.1621856689453,141.38955129539966,140.31768654075742,141.20278932877588,6158400
2015-08-10,143.07037353515625,143.17594051902392,141.9416617516555,141.9416617516555,4504000
2015-08-11,141.38125610351562,142.01463274351116,140.95088511455668,141.77102348417097,6761100
2015-08-12,141.46267700195312,141.61695112177006,139.18087962960314,140.34208015059622,8825600
2015-08-13,141.5438232421875,142.07976175975534,140.92668980378872,141.28398214883396,6562700
2015-08-14,142.0229034423828,142.1690741136378,141.34080668451327,141.43012976403153,3512200
2015-08-17,142.67251586914062,142.6968755810907,140.9835056278006,141.48696858592237,4055400
2015-08-18,142.37208557128906,142.85929225009644,142.16907969082874,142.33148191709788,4050400
2015-08-19,141.08096313476562,142.50200421730176,140.5775001542734,141.56005401173044,10988700
2015-08-20,138.2226104736328,140.1146262954348,138.2226104736328,139.87101682142088,12317200
2015-08-21,133.93753051757812,137.40795890730482,133.93753051757812,136.69105799968395,18858700
2015-08-24,129.02520751953125,133.15550653580203,122.66274682589639,127.00485190457553,35102400
2015-08-25,127.48542785644531,133.34278973313303,127.32248683213176,133.0576678018941,19357000
2015-08-26,132.51187133789062,132.70738070924114,128.44673577291735,130.66259980637352,19884300
2015-08-27,135.599365234375,135.63195840586687,132.82138782069737,134.30406635725942,15223700
2015-08-28,135.5016326904297,135.7378772843555,134.61366129750692,135.00469240464318,8115700
2015-08-31,134.56480407714844,135.37945966525754,133.86421220480605,134.70330646610583,6363700
2015-09-01,130.71961975097656,132.47926608610382,130.13306682904891,131.4853854367628,14266900
2015-09-02,133.16357421875,133.1798583763196,131.3957611007338,132.7317954300633,8260600
2015-09-03,133.3346710205078,134.81735007314109,132.89476249747185,133.87234666139616,8023700
2015-09-04,131.1351318359375,131.93349095847543,130.5404366427676,131.501724422668,8651100
2015-09-08,134.34487915039062,134.44263385998497,133.01698633532118,133.44875287690942,6821700
2015-09-09,132.39784240722656,135.81125163894907,132.16158530275993,135.6646071550286,7865700
2015-09-10,133.10658264160156,134.01085088645075,132.0964051872381,132.41412038512252,8327000
2015-09-11,133.9212188720703,133.9619541337261,132.38966253454078,132.70737768640524,6202300
2015-09-14,133.41615295410156,134.07602201040325,133.09028325116003,133.97826731484986,4595600
2015-09-15,135.32237243652344,135.66452612041869,133.5790108486848,133.8967258716341,6516100
2015-09-16,136.46299743652344,136.57704875869652,135.23287157375225,135.60761873555626,5511700
2015-09-17,135.89263916015625,138.03518642806776,135.62380143816088,136.38957935584725,14270000
2015-09-18,133.49122619628906,134.8788789013262,133.21370063733994,133.8667114770376,10400500
2015-09-21,134.6013641357422,135.1400991056796,133.59736711369365,134.41362769051474,7762600
2015-09-22,133.0504913330078,133.34434567710264,132.21790194888084,132.7403082878106,8979600
2015-09-23,132.71578979492188,133.3606425555195,132.13625182314829,133.2626828274301,4554900
2015-09-24,132.12815856933594,132.43018359623446,130.54461030260836,131.51596284488892,8451800
2015-09-25,132.9525604248047,134.21775467532458,132.283220603748,133.7361638022137,10474600
2015-09-28,130.43023681640625,132.28315131212912,130.2588291165122,132.2668226175672,10013100
2015-09-29,130.78945922851562,131.3853385562233,129.93238293200736,130.58539403673512,9906200
2015-09-30,132.74029541015625,132.8464132743024,131.45877273881095,132.2668627653136,7621400
2015-10-01,132.63426208496094,133.2872609588015,131.0180562432866,133.05870886192628,6862800
2015-10-02,134.34017944335938,134.34017944335938,130.54455994291757,130.88740037688706,11877500
2015-10-05,136.78890991210938,136.95215948984466,135.08292878275853,135.28699386871375,6342100
2015-10-06,136.8787384033203,137.48276326012368,136.51958175595183,136.91955392327546,6661000
2015-10-07,137.90724182128906,138.3398589928885,136.69917948107647,137.6215580513525,8832800
2015-10-08,139.06634521484375,139.3030678161188,137.48279730754547,137.67870437875746,8160300
2015-10-09,139.3845977783203,139.55601791350867,138.84587547160652,139.27032183990912,5006100
2015-10-12,139.71932983398438,139.76830347871223,139.1479498869115,139.3601731657818,2835800
2015-10-13,139.28677368164062,140.05406099870964,138.87864319002128,138.9684323963837,5909300
2015-10-14,138.00511169433594,139.53967233080655,137.71941565531733,139.17235774859813,5424000
2015-10-15,139.84176635742188,139.84176635742188,138.1031273635609,138.2745351077978,9637200
2015-10-16,140.3643798828125,140.42971271436053,139.4987416714874,140.00505553978016,8353700
2015-10-19,140.56044006347656,140.5686144598343,139.6784650637733,139.87446366180848,4859800
2015-10-20,140.47056579589844,140.78089369891896,139.84176051794225,140.1275777003861,4140900
2015-10-21,140.0377655029297,141.2382302297945,139.91527418833854,140.82174729921672,5801400
2015-10-22,142.7490234375,142.83885455552672,140.8462460909106,140.9197408799412,8553100
2015-10-23,144.03111267089844,144.25160944963116,143.21447085733374,143.72895918738834,7642900
2015-10-26,143.7452850341797,144.10460939970906,143.622781294496,143.92494721694436,3795900
2015-10-27,143.45947265625,143.88412990839214,143.1083226411273,143.181817417181,4696100
2015-10-28,145.10093688964844,145.10093688964844,143.20633402974926,143.73714631723362,7348500
2015-10-29,144.85594177246094,145.12543509024297,144.2842824833053,144.5701121278831,4726900
2015-10-30,144.12908935546875,145.223386176301,144.0964167113158,145.0682222689813,6527500
2015-11-02,145.4602508544922,145.59907848180782,144.32511911494308,144.43944848220104,4178300
2015-11-03,146.23606872558594,146.66888792893474,145.19893003974713,145.2969230787042,4284900
2015-11-04,145.89300537109375,146.66065040841957,145.517357242803,146.64432654959714,6870400
2015-11-05,145.8849334716797,146.383085614329,145.14178622492986,145.97476459448427,5008100
2015-11-06,146.29324340820312,146.3177416706603,145.12545136118527,145.7624311070073,7642800
2015-11-09,144.88858032226562,145.85222408381102,144.32509551116192,145.7705549229978,7962300
2015-11-10,145.18260192871094,145.24793477870156,144.32512540641366,144.52928588977173,4837700
2015-11-11,144.7171173095703,145.55825747392288,144.63544813477301,145.50108655937146,2860300
2015-11-12,142.64283752441406,144.0148023802152,142.57750467785533,143.80246751365766,6164400
2015-11-13,140.9604949951172,142.5447815571089,140.91149849706974,142.15279711176854,8011100
2015-11-16,142.9285888671875,142.96124904209086,140.58481945192722,140.87064894140954,5012900
2015-11-17,143.04302978515625,143.93316666210774,142.71636547643374,143.4023542942664,6612200
2015-11-18,145.14169311523438,145.23152418041153,143.45941358642654,143.46757551563877,6254400
2015-11-19,145.0845947265625,145.40308455108354,144.6680994061356,144.69259766487062,5457300
2015-11-20,145.8817596435547,146.6273113527021,145.5540509258983,145.97188141610312,7730000
2015-11-23,145.61962890625,146.22589142449934,145.25914173254006,145.73432823413143,2597000
2015-11-24,145.81617736816406,146.16847602398047,144.69376217658746,144.74291722128672,4369900
2015-11-25,145.77523803710938,146.10295923211478,145.6605387441788,145.84078227611045,2227400
2015-11-27,145.75064086914062,145.98003942408855,145.30823294210782,145.66871995739274,2878200
2015-11-30,145.20176696777344,146.1029847850517,145.11984603065838,145.93913040953404,3578500
2015-12-01,146.49624633789062,146.56997893598438,145.53768505880709,145.76708369817982,6058300
2015-12-02,145.25088500976562,146.6846323073745,145.0788423347718,146.35692363986334,7427100
2015-12-03,143.2355194091797,145.7015614047752,142.76852121495438,145.55409618636097,7005500
2015-12-04,146.17674255371094,146.38975202844006,143.48949032829748,143.57961212554628,6251600
2015-12-07,145.2918243408203,145.89809901288686,144.5380845465463,145.848943972151,5647000
2015-12-08,144.0055694580078,144.89858612484346,143.30917297394214,143.93182438818582,6890200
2015-12-09,143.36656188964844,145.63597036382413,142.62101018813308,143.73523731855937,9545800
2015-12-10,144.09573364257812,145.11983906703065,143.25187177293222,143.5222246038552,5613800
2015-12-11,141.5149383544922,142.86676461321096,141.2855398077914,142.26867822240663,8895600
2015-12-14,142.4735565185547,142.51452324006564,140.52366808777234,141.71162800386116,12321600
2015-12-15,143.75161743164062,144.56270082379513,143.30100860195182,143.30100860195182,8039800
2015-12-16,145.53765869140625,145.83260153163403,143.35017116858606,144.54631921413662,11286600
2015-12-17,143.45669555664062,145.98828121320452,143.4484947122671,145.9555028382847,8504100
2015-12-18,140.42477416992188,142.81446193065494,140.33444194262847,142.75697209034115,10946100
2015-12-21,141.4512481689453,141.70581735090417,140.35084669123012,141.47588308781374,6466700
2015-12-22,142.8966064453125,143.11833333157412,141.39381315928577,142.14932606577113,6003700
2015-12-23,144.37478637695312,144.38300637464303,143.51252616196075,143.89028267165187,6456600
2015-12-24,143.8903045654297,144.38302834339174,143.8574496306396,144.25163366520368,1765100
2015-12-28,143.69314575195312,143.8163329044228,142.9869153480935,143.29076696646777,2932200
2015-12-29,145.33547973632812,145.5572064931158,144.53070997341825,144.6867394492883,6145700
2015-12-30,144.3665771484375,145.12207762811818,144.2187550271499,144.99890296911528,2910000
2015-12-31,142.88018798828125,144.24336660565356,142.86376052624578,143.78349791251765,5773400
2016-01-04,140.66297912597656,140.68762659038342,139.06986576694163,140.46589965460348,14350800
2016-01-05,140.74501037597656,141.03243445466487,139.74314862746115,140.99137208192698,9413000
2016-01-06,138.73313903808594,139.57897165198574,137.96941867447333,138.7167115758356,8713600
2016-01-07,135.46478271484375,137.91194843557784,135.07059878348355,136.28598044278647,15400600
2016-01-08,134.05230712890625,136.6390746800957,133.85521518453234,136.2859657098842,12512400
2016-01-11,134.53680419921875,135.0870050871012,133.15718571652167,134.80780091065,12353700
2016-01-12,135.4566192626953,136.13821516506923,133.89634794048192,135.65371131064896,10250300
2016-01-13,132.50022888183594,136.18739783893045,132.2702945717023,135.9410360693644,16369400
2016-01-14,134.33975219726562,135.24307483721816,131.89258613241876,133.050478098953,14749500
2016-01-15,131.19781494140625,131.93728913989827,130.00645447042137,130.85273199693933,19969100
2016-01-19,131.4771270751953,132.79172646273867,130.48295008336072,132.6520509830223,10233800
2016-01-20,129.49700927734375,130.5404821180027,126.84314984535898,129.20122219404948,16436000
2016-01-21,130.31056213378906,131.699106719481,128.89735710658158,129.66146721816799,16782400
2016-01-22,132.10987854003906,132.47962205950446,131.14857297100173,132.20848266253316,7390600
2016-01-25,130.39254760742188,132.0522420518393,130.36789973512919,131.79753901343722,5782500
2016-01-26,132.7260284423828,132.8739282767063,131.0416979395694,131.04990972150395,5945200
2016-01-27,130.8855743408203,133.29294261977398,130.31864801244677,131.9290472562749,10121900
2016-01-28,131.87979125976562,132.20022637196095,130.20367202760738,132.0194668176892,8613400
2016-01-29,135.05123901367188,135.10053477851085,132.55349081094926,132.7835460715788,6182800
2016-02-01,135.0266876220703,135.54431859692443,133.77781889679622,134.24614153450392,6977300
2016-02-02,132.6192626953125,133.67915957039693,132.23309570478304,133.67915957039693,7901000
2016-02-03,134.08993530273438,134.5418340466412,131.03347248203733,133.4490652794016,14249300
2016-02-04,134.86228942871094,135.40456800330813,133.58054918844368,133.77774481658997,11715800
2016-02-05,133.05474853515625,134.75551591556413,132.46317400186376,134.64048823059488,8292500
2016-02-08,131.74832153320312,132.12626415758342,129.85857080008049,131.55112590065227,13377600
2016-02-09,131.65797424316406,132.66036368266523,130.2365455482674,130.26119344128165,11449200
2016-02-10,130.95953369140625,133.3504786947907,130.82806995428976,132.26592166918752,8205700
2016-02-11,128.8314971923828,129.8338861004228,127.56618084882471,128.8314971923828,14806700
2016-02-12,131.4442901611328,131.4442901611328,129.53811614960688,129.94893091917655,7073000
2016-02-16,133.268310546875,133.3422541975023,131.97013435299493,132.90679153882334,5451200
2016-02-17,135.51138305664062,135.7825223673987,134.19678303314413,134.27893848250824,5584200
2016-02-18,135.174560546875,135.93867036936416,134.9855766349468,135.84007878893402,5187600
2016-02-19,135.00387573242188,135.094593563865,134.0884549183934,134.57502665796622,4660600
2016-02-22,136.8511505126953,137.27999938524442,136.1831434247409,136.36457900220543,3450700
2016-02-23,135.3749237060547,136.70269536549495,135.11926791924938,136.57899501186745,6052800
2016-02-24,135.80377197265625,135.99345004203568,133.16472624055862,134.09664418031602,8003800
2016-02-25,137.5933380126953,137.5933380126953,135.5810622512389,136.10062876222656,5266900
2016-02-26,137.13150024414062,138.5087516032557,136.9995448532897,138.41803384504053,3798000
2016-02-29,136.04295349121094,137.89853443748336,136.04295349121094,137.0325941457635,3485000
2016-03-01,138.9788360595703,139.03655867730237,136.66142459432854,136.90882521883523,3914300
2016-03-02,139.2840118408203,139.3169944055631,138.17891345448655,138.5665246560153,3106200
2016-03-03,139.66336059570312,139.6963431557342,138.64896755331247,139.1520365355188,2968200
2016-03-04,140.21588134765625,140.6529725374271,139.30870383079727,139.81177271124494,3524900
2016-03-07,140.7107391357422,140.96639490205516,139.62213835918985,139.67986099160163,3236000
2016-03-08,139.88601684570312,140.82617707689684,139.55614091979513,140.03446982113368,2832700
2016-03-09,140.21588134765625,140.68595509078662,139.82001520359537,140.53751472473212,3584000
2016-03-10,140.24887084960938,141.3539689092928,138.79739933468002,140.75193975498144,4862300
2016-03-11,142.03857421875,142.12929203936844,141.37056689599925,141.41180455700172,3674200
2016-03-14,142.18702697753906,142.58288083758802,141.6014823940779,141.6014823940779,2658400
2016-03-15,142.37657165527344,142.40131171183756,141.2879714145849,141.52712948935672,2431600
2016-03-16,143.06118774414062,143.4487990452407,141.98907164713975,142.0220668043206,3556200
2016-03-17,144.2734832763672,144.6610945277029,142.7395358474967,143.0529268806525,4070500
2016-03-18,145.20333862304688,145.41821749999846,144.6661225141637,144.85622077058534,5112000
2016-03-21,145.4677276611328,145.6330325993146,144.83961177342923,145.1454032092723,2884900
2016-03-22,145.2114715576172,145.67429495525232,144.7569083595856,144.88088701958972,3980100
2016-03-23,144.4759063720703,145.08750162313342,144.30235390810077,144.81476371161844,5039200
2016-03-24,144.5833740234375,144.5833740234375,143.5585416494394,143.68252032499194,5104900
2016-03-28,144.7321014404297,145.12054517186314,144.35193051880793,144.7403742502414,3098800
2016-03-29,145.51730346679688,145.6082035128834,143.85608242477647,144.21147285190796,5584100
2016-03-30,146.19503784179688,146.82315376734275,145.88097357352547,146.37686319595431,3858000
2016-03-31,145.9883270263672,146.53380274418623,145.81476198488332,146.22799887214217,3155400
2016-04-01,146.88099670410156,146.98844238625742,144.97184330853673,145.2197880922065,4035200
2016-04-04,146.3851318359375,147.0132604086828,146.18678606433178,146.80664182259505,2318900
2016-04-05,145.31069946289062,146.2528795436343,145.10408091350828,145.5255782142899,5439600
2016-04-06,146.31895446777344,146.36028069083522,144.83131132549045,145.34372118067714,4086700
2016-04-07,144.87269592285156,145.6495838975022,144.3685460208548,145.27767292970105,5251900
2016-04-08,145.17843627929688,146.1288764030685,144.72387302449567,145.6660529476321,2565300
2016-04-11,144.99667358398438,146.42647079281335,144.9718803603803,145.55867013367484,3237700
2016-04-12,146.36029052734375,146.5173226189367,144.93049391246007,145.23628528388195,3588400
2016-04-13,147.872802734375,147.95545522134537,147.0463283086669,147.1124477760434,5400200
2016-04-14,148.0297393798828,148.3520636934959,147.73220827416372,147.96361995516847,3689700
2016-04-15,147.78175354003906,148.16221358930062,147.55845237867527,148.03815738854297,3799900
