Date,Close_XLY,High_XLY,Low_XLY,Open_XLY,Volume_XLY
2015-01-02,63.52602767944336,64.43063220450372,63.09146647533545,64.32420615266389,6185500
2015-01-05,62.311038970947266,63.43735277557319,62.17800807654707,63.2865875861614,8582900
2015-01-06,61.69022750854492,62.58596160508064,61.27340054977388,62.56822731089619,7173000
2015-01-07,62.665794372558594,62.72787456297257,62.0893315951526,62.72787456297257,7411000
2015-01-08,63.605865478515625,63.69455049503466,62.896371813897275,63.18903845801982,6399100
2015-01-09,62.86975860595703,63.65019612003002,62.798807895705266,63.59698647045727,5629200
2015-01-12,62.532779693603516,63.07376725032461,62.275588333339805,62.9939459755086,6028300
2015-01-13,62.532779693603516,63.57927943670914,62.045001809269735,63.224532499578665,7551600
2015-01-14,61.778934478759766,62.01838472344239,61.0694407446353,61.69024268731893,10175000
2015-01-15,60.98073959350586,62.16913350273326,60.96299853341571,61.920812791326455,8051200
2015-01-16,61.78779983520508,61.85875056369039,60.75017080448447,61.016232653187444,9552100
2015-01-20,61.43307113647461,61.991799830826594,60.88321974360235,61.85876886711251,13937300
2015-01-21,61.83213806152344,62.02724915753673,61.220199945160495,61.39757674436941,9372000
2015-01-22,62.993934631347656,63.100360723191734,61.814404153452564,62.03612010345237,15175100
2015-01-23,62.905242919921875,63.21564386368985,62.74560718223647,63.064878657607274,4981700
2015-01-26,63.2333869934082,63.268855588512444,62.68352904202581,62.8786401462658,3453400
2015-01-27,62.72787857055664,63.13583510023125,62.311051508475224,62.51502639019567,5886200
2015-01-28,61.911964416503906,63.091494984013664,61.84102044945172,63.0560196173704,5197500
2015-01-29,62.754478454589844,62.87863883356262,61.761188656574475,62.115935496310904,8535000
2015-01-30,62.07158279418945,62.89636623044131,61.99176831627755,62.550489960358185,8027700
2015-02-02,62.630332946777344,62.67467208337669,61.24682061992269,62.23124011997445,20849400
2015-02-03,63.96062469482422,63.96948846182919,62.84317432487213,62.99393955876882,5614400
2015-02-04,64.38633728027344,64.71447945846577,63.88969551110591,63.95177573225185,9166000
2015-02-05,64.785400390625,64.82086898674834,64.35083227642866,64.43065353328997,5077500
2015-02-06,64.6878433227539,65.00711481026482,64.48386168553118,64.87408389609638,4648300
2015-02-09,64.43952941894531,64.67897967695524,64.26215259242493,64.32423279014854,4367500
2015-02-10,65.22885131835938,65.35301173974798,64.61691297991878,64.96278940610638,5562000
2015-02-11,65.24657440185547,65.41508070172188,64.95390770195098,65.31752513508704,5313700
2015-02-12,66.01815032958984,66.04475516377002,65.34413187667583,65.53037248217157,4130800
2015-02-13,66.41724395751953,66.41724395751953,66.0181578667848,66.09797237843763,5332400
2015-02-17,66.2664794921875,66.57688054048427,65.99155381601541,66.31968916725684,4122000
2015-02-18,66.2309799194336,66.3107944028736,66.00926399934527,66.12455384194735,4143900
2015-02-19,66.43497467041016,66.58573990196508,66.30194373882406,66.30194373882406,3272500
2015-02-20,66.905029296875,66.9227636015794,66.03589950916584,66.21327638739018,3930800
2015-02-23,66.84293365478516,67.05577909329703,66.63895198346185,66.86066795539678,3121200
2015-02-24,67.16219329833984,67.22427348883515,66.94934113129881,67.07350151228944,3518600
2015-02-25,67.67658233642578,67.8628229442829,67.13559481378789,67.21541608357501,6842100
2015-02-26,67.4637451171875,67.72093649259668,67.31297985905519,67.61451037531981,3504700
2015-02-27,67.37503814697266,67.596754077815,67.31295795698612,67.42824780518018,3869100
2015-03-02,68.1821060180664,68.20871762331757,67.40166808659284,67.41940239052452,24004400
2015-03-03,67.99584197998047,68.06679270376316,67.5258052758287,68.0490584059342,6025500
2015-03-04,67.64108276367188,67.95149043192556,67.35728668664763,67.95149043192556,4666300
2015-03-05,67.68543243408203,67.86280245480266,67.56127206633107,67.85393869012943,7784700
2015-03-06,66.87840270996094,67.55241432933805,66.74537178610913,67.45485876959565,7852500
2015-03-09,67.25975036621094,67.33957163023892,66.87840541066146,66.93161507585735,4225000
2015-03-10,66.21326446533203,66.78972060861794,66.19552339758594,66.72764040397631,7146300
2015-03-11,65.8496322631836,66.39061968233469,65.83189796564257,66.32853949159112,4592400
2015-03-12,67.1888198852539,67.23315902640405,66.10684470090513,66.10684470090513,6921500
2015-03-13,66.65667724609375,67.1710530366867,66.31079418694797,67.0912385535066,5582800
2015-03-16,67.43712615966797,67.47260152466588,66.90500921716738,66.90500921716738,5450700
2015-03-17,67.06462860107422,67.2597329115722,66.83404216800814,66.99367788840276,4927300
2015-03-18,67.6588134765625,67.87165881021947,66.44380811306792,66.94045624657574,7718500
2015-03-19,67.56128692626953,68.20870050013873,67.31296613615008,67.68544732132926,4555500
2015-03-20,68.3132095336914,68.45558760030322,67.86828825896929,68.01066632558111,6243300
2015-03-23,68.197509765625,68.63353056893507,68.1886094421818,68.26869877525536,3730700
2015-03-24,67.8415756225586,68.29539710028962,67.82378176355022,68.17081972035687,5275600
2015-03-25,66.73819732666016,67.9038890008318,66.73819732666016,67.73482351743073,5925800
2015-03-26,66.31997680664062,66.72041010384389,66.05302806413296,66.35557133010055,5054100
2015-03-27,66.65812683105469,66.79159781873263,66.22209897476765,66.22209897476765,3361900
2015-03-30,67.3432846069336,67.53905105460721,66.88056946703584,66.88056946703584,4593000
2015-03-31,67.04963684082031,67.76151361823435,66.85387038758346,67.24540329405718,8129800
2015-04-01,66.75595092773438,67.07629462480124,66.31993020243198,66.89832892152249,7350700
2015-04-02,67.3521728515625,67.45894959371431,66.62250236137083,66.69368459315248,4464800
2015-04-06,67.67251586914062,67.94836483510389,66.88055669224856,66.96063924793134,4989300
2015-04-07,67.29876708984375,67.7970833675668,67.29876708984375,67.67250599537545,3148800
2015-04-08,67.93055725097656,67.9394575747967,67.41445388169262,67.46784224669767,4248500
2015-04-09,67.99285888671875,68.1975188304123,67.50344286665411,67.92166986762598,5251600
2015-04-10,68.22420501708984,68.29539402783679,67.98395059201606,68.08183378455368,3972100
2015-04-13,67.85049438476562,68.36660469271487,67.8327005209218,68.16193791923159,3146800
2015-04-14,67.81490325927734,68.02846358088192,67.39667615395491,67.62803712925331,2920300
2015-04-15,67.81490325927734,68.19753584617231,67.77930874084988,67.98397552456775,5759300
2015-04-16,67.94837188720703,68.09964347850236,67.78819997025924,67.96616574955264,6859900
2015-04-17,66.94285583496094,67.61023772564104,66.72928874189235,67.58353674728772,8591500
2015-04-20,67.68141174316406,67.7970956017584,67.22759700069942,67.22759700069942,4099900
2015-04-21,67.75261688232422,68.00177173093589,67.53015622621231,67.94838334593636,3917500
2015-04-22,67.81490325927734,67.93948067929337,67.42337034553546,67.93058035244644,3463300
2015-04-23,68.15304565429688,68.5089840739143,67.68143013361207,67.71702465446988,4135800
2015-04-24,69.07844543457031,69.13184058143227,68.62463081446423,68.74030785291062,4827800
2015-04-27,68.4733657836914,69.30981976108748,68.40218355564616,69.24753106844894,6925300
2015-04-28,68.2331314086914,68.41109721459172,67.74371525902508,68.3666091575968,5566200
2015-04-29,67.7703857421875,68.17971234272277,67.4945300415332,67.91275696504628,7243500
2015-04-30,67.0140380859375,67.8860867436844,66.7114948874896,67.45006580929079,10702700
2015-05-01,67.93944549560547,67.96613967336194,67.26316357362907,67.35215321809292,6110200
2015-05-04,68.08185577392578,68.47338188157534,67.98397254977341,68.47338188157534,3920900
2015-05-05,67.36997985839844,68.29541694173031,67.35218599422052,68.29541694173031,7856800
2015-05-06,67.09410095214844,67.63690521877372,66.76485690533994,67.54792235959647,8298200
2015-05-07,67.44115447998047,67.56573186948211,66.92504427264022,67.09411649651754,5892400
2015-05-08,68.16192626953125,68.44667556508443,68.09963757328394,68.12633175896725,5673600
2015-05-11,67.85935974121094,68.45555231266134,67.85045941939569,68.10851444038684,6947200
2015-05-12,67.73480224609375,67.98395701830208,67.21869205282887,67.48564068492706,7510400
2015-05-13,67.30767822265625,68.00175420460508,67.25428985141671,67.77040006992794,7921600
2015-05-14,67.61023712158203,67.69922001508577,67.20090359133756,67.56574228035036,6830300
2015-05-15,68.15304565429688,68.15304565429688,67.61914141935108,67.6903304610667,7189900
2015-05-18,68.41108703613281,68.53566443952,68.01956096361279,68.03735482597126,3961500
2015-05-19,68.3932876586914,68.74032565285123,68.32209863707945,68.59794760962733,4645400
2015-05-20,68.3132095336914,68.61575953076158,68.0729550324838,68.40219921980373,7407800
2015-05-21,68.58016204833984,68.73143364585322,68.16193498195382,68.16193498195382,2930400
2015-05-22,68.4644546508789,68.72250967947025,68.34877083074272,68.57123135998113,2963800
2015-05-26,67.97505950927734,68.61574711518246,67.86827597864027,68.41108037870107,5336000
2015-05-27,68.48226165771484,68.57124452870755,67.96615150141606,68.10852952617071,3627700
2015-05-28,68.36662292480469,68.50899424040264,68.18865029410513,68.36662292480469,3254200
2015-05-29,67.89498138427734,68.41998516901772,67.79709817204454,68.17083037022846,6166500
2015-06-01,68.09072875976562,68.33098997888032,67.75259113500029,67.95725784798843,5547500
2015-06-02,68.2420425415039,68.57128001344883,67.85050955977331,67.93949247681351,7130800
2015-06-03,68.77593994140625,68.87382317703107,68.25092924224033,68.42890184744942,4398000
2015-06-04,68.28652954101562,68.75814510404192,68.1708524295628,68.61577379678931,5660500
2015-06-05,68.09072875976562,68.25090064285614,67.77039178254249,68.09072875976562,3513000
2015-06-08,67.61023712158203,68.03735772598381,67.59243646950553,68.01066353682864,3696400
2015-06-09,67.5390396118164,67.74369956228443,67.12971292192161,67.62802249414854,4686100
2015-06-10,68.2331314086914,68.3933033495858,67.74371525902508,67.82380462395244,4663700
2015-06-11,68.4644546508789,68.68691518011731,68.34877083074272,68.4110595073712,4393300
2015-06-12,68.15304565429688,68.32211793113132,68.02846822577487,68.07296307408731,4067700
2015-06-15,67.83268737792969,67.95726476757845,67.46784874470218,67.72590384867708,4671400
2015-06-16,68.2420425415039,68.25983640932739,67.70813146133986,67.7615266427331,4106800
2015-06-17,68.55345916748047,68.71363107070425,68.06404313291927,68.36659307854585,4288600
2015-06-18,69.3810043334961,69.57677072323581,68.56235105727356,68.56235105727356,5791700
2015-06-19,69.13733673095703,69.56582162479744,69.13733673095703,69.50333495387659,5983300
2015-06-22,69.52116394042969,69.77111735760384,69.47653450954927,69.49438491979458,3906000
2015-06-23,69.79791259765625,69.8514706513721,69.61937440104371,69.69078967968873,3511600
2015-06-24,69.31583404541016,69.90499276498912,69.30690543753602,69.58363098684339,5986700
2015-06-25,69.26228332519531,69.65506042532226,69.21765389779326,69.4408214664047,4429700
2015-06-26,69.53900146484375,69.75324037977734,69.30690533418851,69.54793007270457,8308600
2015-06-29,67.96793365478516,69.23552417370382,67.91437560232077,68.92309085010213,8979800
2015-06-30,68.27141571044922,68.66418594322627,67.98576153636921,68.65526414535667,7237300
2015-07-01,69.04804992675781,69.06590714758366,68.69990903653064,68.85166136087905,6022600
2015-07-02,68.91413116455078,69.46758909576005,68.70882084898768,69.2533501719669,6258900
2015-07-06,68.78025817871094,69.2444437977322,68.28928672639873,68.44103906237349,4049700
2015-07-07,69.37831115722656,69.38723976387524,68.02144898894578,68.85163233345675,6961700
2015-07-08,68.05717468261719,68.99448112428908,67.96790902401348,68.8248716055688,6825300
2015-07-09,68.34283447265625,69.04804481127742,68.28034782546368,68.73561157531456,5927600
2015-07-10,69.3337173461914,69.47654789781465,68.85167445026627,69.021284027685,4658300
2015-07-13,70.33350372314453,70.37813315814985,69.82468185244686,69.82468185244686,6064700
2015-07-14,70.42276000976562,70.54773330796569,70.27100769202754,70.49417526888965,3751000
2015-07-15,70.3513412475586,70.52987938647851,70.19066032779747,70.45846413091054,2714300
2015-07-16,70.77983856201172,70.86017563091725,70.4316976423514,70.84232521911653,3277400
2015-07-17,70.65489196777344,70.8959100761721,70.42279566338173,70.88698827216514,3244800
2015-07-20,70.69058227539062,71.0208660166039,70.58345935874712,71.0208660166039,2554700
2015-07-21,70.46736907958984,71.02974870465616,70.27098059798631,71.02974870465616,2676900
2015-07-22,70.80659484863281,70.92263951441213,70.36918838935254,70.45845404076222,3209700
2015-07-23,70.38705444335938,71.08333621389285,70.22637351088748,70.94944111227808,3761000
2015-07-24,70.38705444335938,71.77069618467479,70.26208114149614,71.77069618467479,5169600
2015-07-27,69.86038970947266,70.43169823942688,69.67292973656907,70.11926495125424,5552300
2015-07-28,70.4049072265625,70.54773092946131,69.65506065210909,69.65506065210909,5448500
2015-07-29,71.12796020507812,71.24400487667035,70.52094421033995,70.59235945925809,5812200
2015-07-30,71.38687133789062,71.46720842549612,70.69951113920696,70.82448448250646,3303200
2015-07-31,71.6100082397461,71.88673383669698,71.36006166049582,71.54752159493353,3665200
2015-08-03,71.36898803710938,71.85995942822386,70.98513953420186,71.46718231533228,5757100
2015-08-04,71.6725082397461,71.8331891864239,71.35114634639051,71.45826924768728,5703700
2015-08-05,70.89588165283203,71.95816160999158,70.7709083414644,71.77070164294012,5941300
2015-08-06,69.93177795410156,71.14580993197322,69.173009670565,71.14580993197322,7744700
2015-08-07,69.87823486328125,70.07462343265061,69.38727025039223,70.01213677971803,6452900
2015-08-10,70.44060516357422,70.66377270220848,70.29777466979255,70.4048975401288,3837100
2015-08-11,69.80683898925781,70.15497998237213,69.47655522224674,69.98537719760891,5674700
2015-08-12,69.50331115722656,69.61043404664386,68.36069424557819,69.59257682647397,7136900
2015-08-13,69.90498352050781,70.33346810488192,69.44079813042299,69.45864853327835,4424300
2015-08-14,69.94966125488281,70.04785555518895,69.69078599139712,69.82468792913599,4739600
2015-08-17,70.61914825439453,70.6637844937829,69.63721228265595,69.6996989314793,4420500
2015-08-18,70.68163299560547,70.96728721259329,70.54773109158816,70.69948340455869,5849700
2015-08-19,70.55667114257812,71.08334342377361,70.21745883319129,70.47632726292593,5740900
2015-08-20,68.574951171875,70.03000171219618,68.55710075756457,69.87824935368221,9412300
2015-08-21,66.37894439697266,68.10179783822949,66.31645776689732,67.88755893661855,18601300
2015-08-24,63.72772216796875,65.93261855252226,58.91623055113533,62.54046922081951,23817100
2015-08-25,63.46887969970703,65.84338681720928,63.43317205765402,65.32563622324523,12093800
2015-08-26,65.87907409667969,65.95941115856529,63.68309905766069,64.92391710123468,18895100
2015-08-27,67.42339324951172,67.60193141325652,66.06653725772405,66.90564279045364,16115600
2015-08-28,67.45015716552734,67.84293422726631,67.03952969667891,67.20021060279639,7644500
2015-08-31,66.93244934082031,67.53053705079142,66.73606070517926,67.1466883930939,10108900
2015-09-01,65.2363510131836,66.24506605999387,64.8703528995014,65.46844040131278,13939900
2015-09-02,66.61106872558594,66.62891913722557,65.53986014276879,65.8880010592873,7694600
2015-09-03,66.6378173828125,67.494779772245,66.41464988106867,66.74493342490926,6600800
2015-09-04,65.9237060546875,66.30755458965758,65.37025477905703,65.67375943852736,7155600
2015-09-08,67.45015716552734,67.5126438062101,66.68246025969195,67.1645029780444,5255200
2015-09-09,66.72711181640625,68.17324030355093,66.5753594842618,68.08396781590396,7682100
2015-09-10,66.91455078125,67.33410682359397,66.45036531962351,66.49499473890603,6206100
2015-09-11,67.41447448730469,67.42340309942995,66.59321924570472,66.73604979756674,4609600
2015-09-14,67.05740356445312,67.44125211267915,66.81637874016472,67.36983684544298,3592300
2015-09-15,67.76262664794922,67.94115803881554,66.74497592629592,67.07526649098823,5570400
2015-09-16,68.53030395507812,68.6195764439536,67.69119840603317,67.87865837370921,6615900
2015-09-17,68.70882415771484,69.74431801469055,68.44994899083768,68.55707186315914,10995200
2015-09-18,67.61479949951172,68.53771444507035,67.50727283971874,67.89256815872136,9861500
2015-09-21,68.2061538696289,68.52872686144217,67.64164771585507,67.9373407643841,7018100
2015-09-22,67.30116271972656,67.48932917479567,66.81730319117668,67.35492261083151,7645200
2015-09-23,67.1219711303711,67.48037958664686,66.89796242709718,67.29221309624116,5385600
2015-09-24,66.9427261352539,67.04129046163209,66.0198118393488,66.7276798032468,6978700
2015-09-25,66.93379974365234,67.82983458271706,66.61122665469279,67.67751030076485,5854000
2015-09-28,65.00733184814453,66.71875487646273,64.84604529984513,66.47682847211534,12015400
2015-09-29,64.79226684570312,65.50013507769582,64.3890539659539,65.03420004251444,6177100
2015-09-30,66.53953552246094,66.61121309948541,65.44637214746535,65.7510206493746,10798600
2015-10-01,67.0323715209961,67.0413337845128,66.01089223862115,66.57539862470482,8362700
2015-10-02,67.9911117553711,67.9911117553711,65.90335606363895,65.9929581679541,8201800
2015-10-05,68.99468994140625,69.12013428531249,68.25097930524498,68.48395030230114,7018000
2015-10-06,68.48394012451172,69.22765065014592,68.1613670492054,68.77067098742812,9086000
2015-10-07,68.71690368652344,68.88714563178773,68.05383308302326,68.63625700828054,7794300
2015-10-08,69.55915069580078,69.65771503050115,68.39431003256043,68.42118997180594,6341600
2015-10-09,69.63980865478516,69.70253080194016,69.24555125198152,69.57708650763016,8352700
2015-10-12,69.97132873535156,70.15950199059222,69.67564255468876,69.68459797735697,5489000
2015-10-13,69.59500885009766,70.3387192420073,69.50540675333545,69.7383776738786,7581500
2015-10-14,68.88713073730469,69.83693196747998,68.73480651113911,69.59499882126333,7015900
2015-10-15,69.78318786621094,69.79215012836104,68.74379105149872,69.27244830290341,5703200
2015-10-16,70.15054321289062,70.17742315463019,69.71148821334252,69.75628583750816,5319200
2015-10-19,70.4820785522461,70.5268761764796,69.89069248827657,69.95341463116416,4928700
2015-10-20,70.39249420166016,70.70611186176629,70.16848549370049,70.38353877540811,5013800
2015-10-21,70.0788803100586,70.73298871659668,69.9892781980377,70.5717021804779,5012400
2015-10-22,71.00177764892578,71.13618420211327,70.38351844218533,70.51791815917156,8227500
2015-10-23,71.35124969482422,72.05016259134219,70.97491671407055,71.98743359168013,7895100
2015-10-26,71.85301971435547,71.97846401661444,71.32435572380547,71.37812245063199,6025000
2015-10-27,71.51253509521484,71.77238600717695,71.20788654504045,71.68278389454936,4471200
2015-10-28,72.19351196289062,72.19351196289062,71.25267283957834,71.79029910215787,11357900
2015-10-29,72.39960479736328,72.52504910552656,71.40500575678148,72.09494945167954,4724800
2015-10-30,72.55191802978516,73.0357775032778,72.3547893365621,72.54295577022019,7771100
2015-11-02,72.88346099853516,72.99098762619685,72.3548037939872,72.81178341629644,7735000
2015-11-03,73.16122436523438,73.34939080550967,72.74904928136448,72.80280916824277,7283500
2015-11-04,72.68632507324219,73.3583509849675,72.31894762678915,73.28666658036187,6265900
2015-11-05,72.94617462158203,73.16122099539133,72.40854843275731,72.79384355544117,6964700
